Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Microsoft corp.,MSFT,"",13131734.0,3702098000.0,7.1117,6.6169,1,0.0,0.0,,0.1747428,Q4 2016,INFORMATION TECHNOLOGY,"","",113.35
Jd.com inc adr,JD,"",51139125.0,3694290000.0,7.0967,7.6592,2,-455628.0,-0.88309,reduction,3.8179015,Q4 2014,CONSUMER DISCRETIONARY,"","",29.77
Sea ltd adr,SE,"",10413900.0,3319222000.0,6.3762,5.1835,3,265400.0,2.615165,addition,2.6036113,Q1 2018,INFORMATION TECHNOLOGY,"","",59.4019
Doordash  inc.,DASH,"",11046234.0,2275303000.0,4.3708,3.6201,4,132500.0,1.214067,addition,3.4773764,Q4 2020,CONSUMER DISCRETIONARY,"","",155.5226
Docusign inc,DOCU,"",7308200.0,1881350000.0,3.6141,3.7857,5,28200.0,0.387363,addition,3.7150584,Q2 2018,INFORMATION TECHNOLOGY,"","",222.9934
Amazon.com inc.,AMZN,"",567870.0,1865476000.0,3.5836,3.6337,6,0.0,0.0,,0.1121297,Q2 2015,CONSUMER DISCRETIONARY,"","",913.03
Carvana co,CVNA,"",6147977.0,1853861000.0,3.5613,3.5677,7,-207130.0,-3.259268,reduction,7.2755358,Q1 2019,CONSUMER DISCRETIONARY,"","",73.83
Crowdstrike holdings inc,CRWD,"",7537000.0,1852444000.0,3.5585,3.5231,8,0.0,0.0,,3.6616800,Q2 2019,INFORMATION TECHNOLOGY,"","",111.48
Meta platforms  inc.,FB,"",5053137.0,1714984000.0,3.2945,3.2681,9,0.0,0.0,,0.2119771,Q4 2016,COMMUNICATIONS,"","",165.55
Snowflake  inc.,SNOW,"",5171754.0,1564094000.0,3.0046,1.8841,10,982500.0,23.452863,addition,1.7187617,Q3 2020,INFORMATION TECHNOLOGY,"","",258.2431
