Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Springworks therapeutics inc,SWTX,"",6028307.0,382436000.0,4.2029,5.0381,1,-15959.0,-0.264035,reduction,12.2706352,Q3 2019,HEALTH CARE,"","",21.68
Prelude therapeutics inc.,PRLD,"",10039691.0,313740000.0,3.4479,2.9073,2,0.0,0.0,,21.3186202,Q3 2020,HEALTH CARE,"","",30.13
Horizon therapeutics plc,HZNP,"",2610355.0,285938000.0,3.1424,2.7676,3,-311800.0,-10.670207,reduction,1.1555695,Q4 2019,HEALTH CARE,"","",42.13
Merck & co,MRK,"",3732400.0,280341000.0,3.0809,2.9359,4,0.0,0.0,,0.1474456,Q1 2016,HEALTH CARE,"","",63.65
Bristol-myers squibb co,BMY,"",4515400.0,267176000.0,2.9362,3.0517,5,0.0,0.0,,0.2032029,Q2 2007,HEALTH CARE,"","",61.45
Boston scientific inc.,BSX,"",5833600.0,253120000.0,2.7817,2.9931,6,-1087000.0,-15.706731,reduction,0.4097053,Q2 2020,HEALTH CARE,"","",35.52
Mirati therapeutics inc,MRTX,"",1373200.0,242933000.0,2.6698,2.0654,7,109000.0,8.622053,addition,2.6600447,Q3 2019,HEALTH CARE,"","",117.5482
Edgewise therapeutics inc,EWTX,"",13944680.0,231482000.0,2.5439,3.0085,8,0.0,0.0,,28.3071768,Q1 2021,HEALTH CARE,"","",32.5
Adagio therapeutics inc,ADGI,"",5383500.0,227399000.0,2.4991,,9,5383500.0,,new,4.8390289,Q3 2021,HEALTH CARE,"","",42.24
Pmv pharmaceuticals  inc.,PMVP,"",7330423.0,218447000.0,2.4007,2.5327,10,0.0,0.0,,16.1848021,Q3 2020,HEALTH CARE,"","",35.5
Prelude therapeutics - non voting shares,PRLD-NV,"",5680186.0,177506000.0,1.9508,1.6449,11,0.0,0.0,,N/A,Q1 2021, ,"","",
Natera inc,NTRA,"",1572800.0,175273000.0,1.9262,2.363,12,-485000.0,-23.56886,reduction,1.6770616,Q3 2015,HEALTH CARE,"","",28.02
Iovance biotherapeutics inc,IOVA,"",6645100.0,163868000.0,1.8009,1.7489,13,0.0,0.0,,4.2862764,Q1 2015,HEALTH CARE,"","",11.68
Vertex pharmaceuticals  inc.,VRTX,"",877400.0,159152000.0,1.7491,2.1728,14,-188000.0,-17.645955,reduction,0.3382051,Q4 2012,HEALTH CARE,"","",148.46
Turning point therapeutics inc,TPTX,"",2361327.0,156863000.0,1.7239,1.8634,15,0.0,0.0,,4.7792435,Q2 2019,HEALTH CARE,"","",40.5
Guardant health inc,GH,"",1227400.0,153437000.0,1.6862,1.5418,16,0.0,0.0,,1.2116645,Q3 2020,HEALTH CARE,"","",134.28
Abbvie inc,ABBV,"",1420600.0,153240000.0,1.6841,1.3301,17,253100.0,21.678801,addition,0.0804317,Q1 2020,HEALTH CARE,"","",101.3035
Unitedhealth group inc.,UNH,"",389700.0,152271000.0,1.6734,1.5784,18,0.0,0.0,,0.0413292,Q4 2020,HEALTH CARE,"","",351.35
Arcutis biotherapeutics  inc.,ARQT,"",6073850.0,145104000.0,1.5947,1.6765,19,0.0,0.0,,12.0892391,Q1 2020,HEALTH CARE,"","",29.42
Intuitive surgical inc,ISRG,"",418800.0,138783000.0,1.5252,1.2985,20,0.0,0.0,,0.1173200,Q4 2013,HEALTH CARE,"","",407.35
Spdr(r) s&p(r) biotech etf-spdr(r) s&p(r) biotech etf,XBI,"",1065700.0,133969000.0,1.4723,1.2815,21,130000.0,13.893342,addition,No Data,Q2 2021,HEALTH CARE,"","",134.218
Humana  inc.,HUM,"",335000.0,130365000.0,1.4327,1.5001,22,0.0,0.0,,0.2606909,Q2 2018,HEALTH CARE,"","",333.45
Edwards lifesciences corp.,EW,"",1126400.0,127520000.0,1.4014,1.18,23,0.0,0.0,,0.1807075,Q1 2016,HEALTH CARE,"","",53.22
Dexcom inc,DXCM,"",228000.0,124684000.0,1.3703,1.2844,24,-69400.0,-23.335575,reduction,0.2356616,Q4 2018,HEALTH CARE,"","",223.59
Neurocrine biosciences inc.,NBIX,"",1192015.0,114326000.0,1.2564,1.2118,25,-39100.0,-3.175983,reduction,1.2607779,Q1 2012,HEALTH CARE,"","",87.13
Gracell biotechnologies inc. adr,GRCL,"",7884870.0,109363000.0,1.2019,1.0368,26,0.0,0.0,,11.7258468,Q1 2021,HEALTH CARE,"","",15.4
Zimmer biomet holdings inc,ZBH,"",660800.0,96715000.0,1.0629,,27,660800.0,,new,0.3164137,Q3 2021,HEALTH CARE,"","",146.36
Stryker corp.,SYK,"",337400.0,88979000.0,0.9779,0.8864,28,0.0,0.0,,0.0894732,Q1 2020,HEALTH CARE,"","",219.06
