Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Invitae corp,NVTA,"",12203669.0,346950000.0,8.636,10.449,1,0.0,0.0,,5.6150215,Q3 2018,HEALTH CARE,"","",30.33
Biolife solutions inc,BLFS,"",7566292.0,320205000.0,7.9702,8.4063,2,126185.0,1.696011,addition,18.5904917,Q2 2018,HEALTH CARE,"","",22.9682
Exact sciences corp,EXAS,"",2360186.0,225280000.0,5.6075,7.4477,3,0.0,0.0,,1.3726100,Q4 2020,HEALTH CARE,"","",132.23
Pacific biosciences of california  inc.,PACB,"",7990652.0,204161000.0,5.0818,4.4385,4,2990652.0,59.81304,addition,4.0114161,Q3 2020,HEALTH CARE,"","",16.746
Fate therapeutics inc,FATE,"",3400000.0,201518000.0,5.016,7.4906,5,0.0,0.0,,3.5720084,Q2 2017,HEALTH CARE,"","",17.66
Alnylam pharmaceuticals inc,ALNY,"",1000000.0,188810000.0,4.6997,4.3032,6,0.0,0.0,,0.8414131,Q4 2015,HEALTH CARE,"","",114.17
Maxcyte inc,MXCT,"",13971334.0,170590000.0,4.2462,,7,13971334.0,,new,13.9083264,Q3 2021,HEALTH CARE,"","",12.21
Blueprint medicines corp,BPMC,"",1550000.0,159356000.0,3.9665,3.4609,8,0.0,0.0,,2.6462239,Q4 2015,HEALTH CARE,"","",61.58
Somalogic inc,SLGC,"",12389082.0,153501000.0,3.8208,,9,12389082.0,,new,6.8386244,Q3 2021, ,"","",12.39
Verve therapeutics inc,VERV,"",3038167.0,142794000.0,3.5543,4.6466,10,0.0,0.0,,6.3305962,Q2 2021,HEALTH CARE,"","",4.7
Relay therapeutics  inc.,RLAY,"",3668574.0,115670000.0,2.8791,3.1348,11,293516.0,8.696621,addition,3.9576786,Q3 2020,HEALTH CARE,"","",41.7051
Twist bioscience corp,TWST,"",1000000.0,106970000.0,2.6626,3.3825,12,0.0,0.0,,2.0287253,Q2 2019,HEALTH CARE,"","",30.11
