Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Microsoft corp.,MSFT,"",13002366.0,4372956000.0,10.6702,9.3799,1,968000.0,8.043631,addition,0.1731806,Q1 2015,INFORMATION TECHNOLOGY,"","",74.398
Idexx laboratories inc.,IDXX,"",4242283.0,2793374000.0,6.816,7.2939,2,81.0,0.001909,addition,5.0030693,Q1 2015,HEALTH CARE,"","",86.3009
Estee lauder companies inc.,EL,"",7165161.0,2652543000.0,6.4723,5.665,3,333409.0,4.880285,addition,3.0923587,Q2 2016,CONSUMER STAPLES,"","",130.1454
Paypal holdings inc,PYPL,"",13019452.0,2455208000.0,5.9908,8.8406,4,730632.0,5.945502,addition,1.1081043,Q3 2015,COMMUNICATIONS,"","",49.1404
Intuit  inc.,INTU,"",3732877.0,2401061000.0,5.8587,6.8352,5,-849662.0,-18.541293,reduction,1.3182604,Q2 2017,INFORMATION TECHNOLOGY,"","",168.28
Meta platforms  inc.,FB,"",6800261.0,2287268000.0,5.5811,6.0428,6,360125.0,5.591885,addition,0.2873822,Q1 2018,COMMUNICATIONS,"","",172.6726
Philip morris international inc,PM,"",20423427.0,1940226000.0,4.7343,5.0719,7,1069807.0,5.527684,addition,1.3118618,Q4 2012,CONSUMER STAPLES,"","",86.1871
Stryker corp.,SYK,"",7252688.0,1939514000.0,4.7325,5.115,8,237196.0,3.381032,addition,1.9232988,Q4 2012,HEALTH CARE,"","",126.6495
Mccormick & co. non-voting shares,MKC,"",18910918.0,1826984000.0,4.4579,4.1923,9,197289.0,1.054253,addition,7.5840219,Q4 2018,CONSUMER STAPLES,"","",86.0513
Pepsico inc. (loft  inc.),PEP,"",10418202.0,1809746000.0,4.4159,4.1969,10,325550.0,3.225614,addition,0.7534936,Q4 2012,CONSUMER STAPLES,"","",111.458
Automatic data processing inc,ADP,"",7094390.0,1749335000.0,4.2685,3.9222,11,-1744.0,-0.024577,reduction,1.6835925,Q4 2012,INFORMATION TECHNOLOGY,"","",98.71
Waters corporation,WAT,"",4510879.0,1680754000.0,4.1011,4.4563,12,-315.0,-0.006983,reduction,7.3904894,Q1 2015,HEALTH CARE,"","",167.26
Visa inc,V,"",6868694.0,1488515000.0,3.6321,4.0615,13,273645.0,4.149249,addition,0.4119364,Q4 2012,FINANCE,"","",97.0356
Nike inc.,NKE,"",8753982.0,1459026000.0,3.5601,3.5192,14,-10757.0,-0.12273,reduction,0.6850789,Q1 2020,CONSUMER DISCRETIONARY,"","",101.75
Amazon.com inc.,AMZN,"",425426.0,1418515000.0,3.4612,3.341,15,57565.0,15.648574,addition,0.0838860,Q3 2021,CONSUMER DISCRETIONARY,"","",3291.7109
Starbucks corp.,SBUX,"",11576749.0,1354132000.0,3.3042,3.2769,16,831723.0,7.74054,addition,0.9867669,Q1 2020,CONSUMER DISCRETIONARY,"","",78.2009
Johnson & johnson co.,JNJ,"",7219198.0,1234988000.0,3.0134,3.2164,17,15629.0,0.216962,addition,0.2742234,Q4 2012,HEALTH CARE,"","",120.7691
Alphabet inc. class a,GOOGL,"",419096.0,1214138000.0,2.9626,,18,419096.0,,new,0.1393226,Q4 2021,COMMUNICATIONS,"","",2897.04
