Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Global blood therapeutics inc,GBT,"",5865726.0,466266000.0,9.2621,7.6806,1,-10000.0,-0.170192,reduction,9.7729523,Q3 2015,HEALTH CARE,"","",32.23
Mirati therapeutics inc,MRTX,"",3203406.0,412791000.0,8.1998,6.9573,2,-111200.0,-3.354848,reduction,8.1511603,Q4 2017,HEALTH CARE,"","",88.25
Neurocrine biosciences inc.,NBIX,"",3612554.0,388313000.0,7.7136,9.8561,3,-447346.0,-11.018646,reduction,3.9446975,Q2 2010,HEALTH CARE,"","",39.93
Kodiak sciences inc,KOD,"",3663557.0,263593000.0,5.2361,1.2146,4,528358.0,16.852455,addition,9.9202735,Q4 2018,HEALTH CARE,"","",16.4527
Iovance biotherapeutics inc,IOVA,"",9416202.0,260640000.0,5.1775,5.4008,5,-1598500.0,-14.512422,reduction,7.6041363,Q1 2014,HEALTH CARE,"","",9.86
Amicus therapeutics inc,FOLD,"",25132364.0,244789000.0,4.8626,5.3173,6,522664.0,2.123813,addition,9.8701504,Q1 2014,HEALTH CARE,"","",6.6653
Zogenix inc,ZGNX,"",3709152.0,193358000.0,3.8409,3.5211,7,445000.0,13.632944,addition,8.3822644,Q3 2016,HEALTH CARE,"","",20.8627
Athenex inc,ATNX,"",11532467.0,176100000.0,3.4981,3.5183,8,797222.0,7.426212,addition,14.9229645,Q1 2018,HEALTH CARE,"","",16.4708
Amarin corp. adr,AMRN,"",7106079.0,152355000.0,3.0264,3.1188,9,-530000.0,-6.940735,reduction,1.9893281,Q3 2018,HEALTH CARE,"","",15.58
Bridgebio pharma inc,BBIO,"",6706268.0,142273000.0,2.8262,3.8791,10,0.0,0.0,,5.7436348,Q2 2019,HEALTH CARE,"","",26.97
Meiragtx holdings plc,MGTX,"",6433277.0,128794000.0,2.5584,2.7644,11,0.0,0.0,,19.2786245,Q2 2018,HEALTH CARE,"","",12.92
Springworks therapeutics inc,SWTX,"",3337522.0,128461000.0,2.5518,1.8793,12,120000.0,3.729578,addition,7.9692502,Q3 2019,HEALTH CARE,"","",22.2844
Quotient ltd,QTNT,"",13289054.0,126378000.0,2.5104,2.2585,13,2500000.0,23.171633,addition,20.0528957,Q2 2014,HEALTH CARE,"","",7.7482
Zymeworks inc,ZYME,"",2403026.0,109241000.0,2.17,1.5961,14,14136.0,0.591739,addition,6.1130145,Q2 2017,HEALTH CARE,"","",19.4837
Nevro corp,NVRO,"",763886.0,89787000.0,1.7836,2.2577,15,-210887.0,-21.634473,reduction,2.4729233,Q1 2019,HEALTH CARE,"","",63.98
Myokardia inc,MYOK1,"",1206411.0,87929000.0,1.7467,1.5883,16,75900.0,6.713778,addition,2.6158088,Q4 2015,HEALTH CARE,"","",35.8842
Kadmon holdings inc,KDMN,"",14636334.0,66302000.0,1.317,0.8938,17,1470588.0,11.169804,addition,11.2899830,Q3 2016,HEALTH CARE,"","",4.476
Crinetics pharmaceuticals inc,CRNX,"",2587953.0,64931000.0,1.2898,1.0486,18,0.0,0.0,,10.6940207,Q3 2018,HEALTH CARE,"","",28.65
Vbi vaccines inc,VBIV,"",45951556.0,63413000.0,1.2597,1.238,19,0.0,0.0,,53.0918834,Q1 2015,MATERIALS,"","",38.76
Momenta pharmaceuticals inc,MNTA1,"",2835637.0,55947000.0,1.1114,1.0143,20,-69363.0,-2.387711,reduction,2.8726948,Q2 2018,HEALTH CARE,"","",11.19
Verrica pharmaceuticals inc,VRCA,"",3410412.0,52022000.0,1.0334,1.3561,21,0.0,0.0,,13.2494639,Q2 2018,HEALTH CARE,"","",19.73
Rocket pharmaceuticals inc,RCKT,"",2239241.0,50965000.0,1.0124,0.6206,22,261829.0,13.240994,addition,4.4473505,Q4 2018,HEALTH CARE,"","",16.137
Frequency therapeutics inc,FREQ,"",3034296.0,49812000.0,0.9895,,23,3034296.0,,new,9.8548100,Q4 2019,HEALTH CARE,"","",17.53
Blueprint medicines corp,BPMC,"",618624.0,49558000.0,0.9844,1.7483,24,-264640.0,-29.961597,reduction,1.2594137,Q2 2015,HEALTH CARE,"","",65.89
Dbv technologies s.a. adr,DBVT,"",4367809.0,46735000.0,0.9284,0.8362,25,758725.0,21.022647,addition,7.2410627,Q4 2014,HEALTH CARE,"","",11.8403
Adma biologics inc,ADMA,"",11521102.0,46084000.0,0.9154,1.3812,26,0.0,0.0,,19.4219521,Q3 2016,HEALTH CARE,"","",4.05
