Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Tesla inc,TSLA,"",34706535.0,14889451000.0,10.2528,9.6858,1,-24149530.0,-41.031506,reduction,3.6614103,Q1 2013,CONSUMER DISCRETIONARY,"","",41.89
Amazon.com inc.,AMZN,"",3597753.0,11328352000.0,7.8006,8.6599,2,-521532.0,-12.660741,reduction,0.7170393,Q4 2004,CONSUMER DISCRETIONARY,"","",167.67
Alibaba group holding ltd adr,BABA,"",25031910.0,7358881000.0,5.0673,6.6991,3,-15725101.0,-38.582567,reduction,0.9251764,Q3 2014,COMMUNICATIONS,"","",98.55
Shopify inc,SHOP,"",5649097.0,5778857000.0,3.9793,4.2029,4,-161504.0,-2.779472,reduction,5.1334894,Q3 2017,COMMUNICATIONS,"","",175.37
Illumina inc,ILMN,"",17725580.0,5478623000.0,3.7726,4.8287,5,615465.0,3.597083,addition,12.1408082,Q1 2011,HEALTH CARE,"","",120.2233
Mercadolibre inc,MELI,"",4861351.0,5262315000.0,3.6236,3.6063,6,60554.0,1.261332,addition,9.7663354,Q2 2010,COMMUNICATIONS,"","",143.0493
Spotify technology sa,SPOT,"",21418661.0,5195525000.0,3.5776,4.3473,7,-677399.0,-3.0657,reduction,11.2975866,Q2 2018,COMMUNICATIONS,"","",161.1
Netflix inc,NFLX,"",7411144.0,3705794000.0,2.5518,2.6747,8,-302341.0,-3.919642,reduction,1.6775074,Q1 2015,COMMUNICATIONS,"","",92.96
Alphabet inc. class c,GOOG,"",2331236.0,3425985000.0,2.3591,2.7124,9,-186740.0,-7.416274,reduction,0.7067195,Q2 2014,COMMUNICATIONS,"","",633.28
Tal education group american depositary adr,TAL,"",41848978.0,3182196000.0,2.1912,2.3763,10,-3755774.0,-8.235488,reduction,6.9703314,Q1 2016,CONSUMER DISCRETIONARY,"","",33.08
Zoom video communications inc,ZM,"",6296064.0,2959842000.0,2.0381,1.2883,11,-372202.0,-5.581691,reduction,3.2327759,Q2 2019,INFORMATION TECHNOLOGY,"","",120.16
Meta platforms  inc.,FB,"",11179534.0,2927920000.0,2.0162,2.5269,12,-3424043.0,-23.446605,reduction,0.4650449,Q2 2012,COMMUNICATIONS,"","",44.11
Nvidia corp.,NVDA,"",18473556.0,2499564000.0,1.7212,1.5853,13,-3430344.0,-15.660882,reduction,0.7476583,Q1 2016,INFORMATION TECHNOLOGY,"","",86.3
Nio inc,NIO,"",108936586.0,2311635000.0,1.5918,0.5752,14,11158992.0,11.412627,addition,7.9972240,Q3 2018,CONSUMER DISCRETIONARY,"","",8.0438
Ferrari n.v.,RACE,"",12068622.0,2216953000.0,1.5266,1.6183,15,-383566.0,-3.08031,reduction,6.5324816,Q1 2016,CONSUMER DISCRETIONARY,"","",45.42
Wayfair inc class a,W,"",7525232.0,2189918000.0,1.508,0.9172,16,1434383.0,23.549804,addition,10.3351811,Q3 2015,CONSUMER DISCRETIONARY,"","",122.0012
Mastercard inc,MA,"",5884680.0,1990023000.0,1.3703,1.3332,17,-31863.0,-0.538541,reduction,0.5953319,Q2 2011,FINANCE,"","",54.99
Pinduoduo inc,PDD,"",23900719.0,1772238000.0,1.2204,1.6865,18,-1882408.0,-7.30093,reduction,1.9956743,Q3 2018,CONSUMER DISCRETIONARY,"","",33.32
Workday inc,WDAY,"",8202264.0,1764553000.0,1.2151,1.2296,19,-410127.0,-4.762057,reduction,4.6340475,Q4 2012,COMMUNICATIONS,"","",113.07
Dexcom inc,DXCM,"",4228456.0,1743097000.0,1.2003,1.4031,20,-313528.0,-6.902886,reduction,4.4033756,Q4 2012,HEALTH CARE,"","",86.32
Moodys corp,MCO,"",5534169.0,1604079000.0,1.1046,1.1818,21,-111022.0,-1.966665,reduction,2.9468419,Q4 2001,FINANCE,"","",63.36
Peloton interactive inc,PTON,"",15781576.0,1566163000.0,1.0785,0.749,22,-1232498.0,-7.243991,reduction,6.1764320,Q3 2019,CONSUMER DISCRETIONARY,"","",26.72
The trade desk inc class a,TTD,"",28526510.0,1479898000.0,1.0191,0.8702,23,435430.0,1.550065,addition,6.8002908,Q3 2018,COMMUNICATIONS,"","",191.247
Microsoft corp.,MSFT,"",7020347.0,1476591000.0,1.0168,1.1106,24,-140997.0,-1.968862,reduction,0.0928556,Q1 2001,INFORMATION TECHNOLOGY,"","",121.87
Sea ltd adr,SE,"",9258395.0,1426163000.0,0.982,0.7098,25,572997.0,6.597245,addition,1.8982310,Q4 2017,INFORMATION TECHNOLOGY,"","",46.4106
Salesforce.com inc.,CRM,"",5513560.0,1385668000.0,0.9542,0.7342,26,370554.0,7.205008,addition,0.6058857,Q1 2011,INFORMATION TECHNOLOGY,"","",56.012
Teladoc health inc,TDOC,"",6242039.0,1368505000.0,0.9423,0.8677,27,275608.0,4.619311,addition,4.3060201,Q1 2017,HEALTH CARE,"","",80.6423
Intuitive surgical inc,ISRG,"",5631186.0,1331851000.0,0.9171,0.8836,28,-473256.0,-7.75265,reduction,1.5967456,Q3 2009,HEALTH CARE,"","",54.75
Alnylam pharmaceuticals inc,ALNY,"",8891488.0,1294600000.0,0.8915,0.9761,29,242810.0,2.807481,addition,7.6531496,Q3 2010,HEALTH CARE,"","",86.3242
Carvana co,CVNA,"",5691766.0,1269606000.0,0.8742,,30,5691766.0,,new,8.0644202,Q3 2020,CONSUMER DISCRETIONARY,"","",223.06
Atlassian corp plc,TEAM,"",6498531.0,1181368000.0,0.8135,0.9756,31,-603472.0,-8.497208,reduction,4.9170558,Q2 2016,INFORMATION TECHNOLOGY,"","",31.44
Zillow group inc class c,Z,"",11363074.0,1154375000.0,0.7949,0.5024,32,-80247.0,-0.701256,reduction,6.8498622,Q3 2015,COMMUNICATIONS,"","",44.62
Cloudflare inc,NET,"",27652576.0,1135415000.0,0.7818,0.3901,33,13413985.0,94.208654,addition,11.8216828,Q2 2020,INFORMATION TECHNOLOGY,"","",38.4288
Chegg inc,CHGG,"",15736463.0,1124213000.0,0.7741,0.752,34,1064067.0,7.252169,addition,12.2167180,Q4 2017,CONSUMER DISCRETIONARY,"","",33.6599
Anthem inc,ANTM,"",4043350.0,1086003000.0,0.7478,0.8209,35,-52954.0,-1.292726,reduction,1.6257660,Q4 2014,HEALTH CARE,"","",91.96
Thermo fisher scientific  inc.,TMO,"",2237883.0,988070000.0,0.6804,0.6256,36,-28053.0,-1.238031,reduction,0.5646440,Q4 2017,HEALTH CARE,"","",194.65
Novocure ltd,NVCR,"",8124645.0,904355000.0,0.6227,0.3572,37,220925.0,2.795203,addition,7.9812035,Q4 2017,HEALTH CARE,"","",41.511
Ke holdings inc.,BEKE,"",14729730.0,902932000.0,0.6218,,38,14729730.0,,new,1.3064301,Q3 2020,INFORMATION TECHNOLOGY,"","",61.3
Wix.com ltd,WIX,"",3505497.0,893376000.0,0.6152,0.712,39,-141361.0,-3.876241,reduction,6.3002884,Q4 2015,COMMUNICATIONS,"","",76.76
Ryanair holdings adr,RYAAY,"",10681929.0,873354000.0,0.6014,0.3754,40,3256787.0,43.861612,addition,4.7462920,Q2 2010,TRANSPORTS,"","",58.8769
Arthur j. gallagher & co inc,AJG,"",8177407.0,863372000.0,0.5945,0.6177,41,-136955.0,-1.64721,reduction,4.2519353,Q4 2017,FINANCE,"","",68.93
Abiomed inc,ABMD,"",2945253.0,816012000.0,0.5619,0.5237,42,100149.0,3.520047,addition,6.5175053,Q4 2015,HEALTH CARE,"","",217.4967
Netease inc adr,NTES,"",8900640.0,809371000.0,0.5573,0.6632,43,-1233795.0,-12.174285,reduction,0.2596952,Q3 2016,COMMUNICATIONS,"","",66.98
Taiwan semiconductor manufacturing co ltd adr,TSM,"",9678119.0,784605000.0,0.5403,1.0315,44,-14165703.0,-59.410371,reduction,0.1866174,Q1 2016,INFORMATION TECHNOLOGY,"","",26.38
Marketaxess holdings inc,MKTX,"",1577552.0,759733000.0,0.5231,0.7679,45,-434263.0,-21.585633,reduction,4.1554460,Q1 2012,FINANCE,"","",152.73
Twilio inc,TWLO,"",2993985.0,739783000.0,0.5094,0.3459,46,925048.0,44.71127,addition,1.9988665,Q2 2020,INFORMATION TECHNOLOGY,"","",227.9692
Estee lauder companies inc.,EL,"",3140293.0,685369000.0,0.4719,0.2172,47,1629748.0,107.89139,addition,1.3862089,Q4 2015,CONSUMER STAPLES,"","",199.3988
Seagen inc,SGEN,"",3294909.0,644781000.0,0.444,0.438,48,-87700.0,-2.592673,reduction,1.8407660,Q4 2009,HEALTH CARE,"","",35.03
Teradyne inc,TER,"",8072305.0,641426000.0,0.4417,0.5239,49,-62890.0,-0.773061,reduction,4.8611995,Q1 2012,INFORMATION TECHNOLOGY,"","",18.77
Tencent music entertainment group,TME,"",43028837.0,635535000.0,0.4376,0.2106,50,22493131.0,109.531813,addition,2.5650069,Q4 2018,INFORMATION TECHNOLOGY,"","",13.8823
Martin marietta materials inc.,MLM,"",2688976.0,632878000.0,0.4358,0.4322,51,-56815.0,-2.069167,reduction,4.3179614,Q1 2013,MATERIALS,"","",143.24
Mettler-toledo international  inc.,MTD,"",605976.0,585222000.0,0.403,0.3588,52,21445.0,3.668753,addition,2.5466994,Q2 2010,INFORMATION TECHNOLOGY,"","",277.4134
Booking holdings inc. (priceline),BKNG,"",332805.0,569322000.0,0.392,0.1966,53,170804.0,105.433917,addition,0.8126131,Q2 2020,CONSUMER DISCRETIONARY,"","",1653.0751
Datadog inc,DDOG,"",5556957.0,567699000.0,0.3909,,54,5556957.0,,new,2.6709875,Q3 2020,INFORMATION TECHNOLOGY,"","",102.16
Broadridge financial solutions inc,BR,"",4188816.0,552924000.0,0.3807,0.4118,55,-93394.0,-2.180977,reduction,3.6229328,Q2 2019,INFORMATION TECHNOLOGY,"","",126.11
Resmed inc.,RMD,"",3133368.0,537153000.0,0.3699,0.6656,56,-1415794.0,-31.122084,reduction,2.1622087,Q3 2016,HEALTH CARE,"","",65.95
Moderna inc,MRNA,"",7225636.0,511214000.0,0.352,0.1986,57,3166153.0,77.993996,addition,1.8259923,Q4 2018,HEALTH CARE,"","",43.9176
Beyond meat inc,BYND,"",3046103.0,505835000.0,0.3483,0.011,58,2938825.0,2739.447976,addition,4.8616566,Q2 2020,CONSUMER STAPLES,"","",164.9302
Baidu inc adr,BIDU,"",3947668.0,499735000.0,0.3441,0.4044,59,-478841.0,-10.817577,reduction,1.4478691,Q1 2008,COMMUNICATIONS,"","",89.01
Roku inc,ROKU,"",2483638.0,468910000.0,0.3229,0.2156,60,55456.0,2.283849,addition,2.2788512,Q1 2019,INFORMATION TECHNOLOGY,"","",77.5899
Service corp. international  inc.,SCI,"",11071764.0,467007000.0,0.3216,0.3321,61,-135587.0,-1.209804,reduction,6.4093617,Q3 2018,CONSUMER DISCRETIONARY,"","",42.93
Siteone landscape supply inc,SITE,"",3736808.0,455703000.0,0.3138,0.331,62,-74863.0,-1.964047,reduction,8.4483952,Q2 2017,INDUSTRIALS,"","",58.47
First republic bank (ca),FRC,"",4149680.0,452565000.0,0.3116,0.2848,63,623394.0,17.678487,addition,2.4096741,Q1 2012,FINANCE,"","",62.2375
Ritchie brothers auctioneers  inc.,RBA,"",7471107.0,442451000.0,0.3047,0.3229,64,-2914157.0,-28.0605,reduction,6.8291574,Q3 2006,INDUSTRIALS,"","",22.42
Markel corp. (holding co.),MKL,"",442223.0,430592000.0,0.2965,0.3157,65,-6576.0,-1.465244,reduction,3.2096117,Q4 2004,FINANCE,"","",526.09
Redfin corp,RDFN,"",8394466.0,419137000.0,0.2886,0.2597,66,262831.0,3.232204,addition,8.2022054,Q3 2017,REAL ESTATE,"","",22.4289
Lendingtree inc,TREE,"",1365683.0,419114000.0,0.2886,0.3026,67,-6018.0,-0.438725,reduction,10.4070672,Q1 2016,FINANCE,"","",270.81
Beigene ltd adr,BGNE,"",1435189.0,411095000.0,0.2831,0.0468,68,1109006.0,339.995033,addition,1.5806503,Q1 2016,HEALTH CARE,"","",247.6509
Watsco inc.,WSO,"",1694932.0,394732000.0,0.2718,0.2245,69,36927.0,2.227195,addition,5.1601961,Q3 2012,INDUSTRIALS,"","",135.7925
Axon enterprise inc,AXON,"",4307755.0,390714000.0,0.269,0.317,70,69133.0,1.631025,addition,6.7785396,Q4 2018,INDUSTRIALS,"","",63.1297
Denali therapeutics inc,DNLI,"",10827178.0,387938000.0,0.2671,0.171,71,1547984.0,16.682311,addition,9.0287807,Q4 2017,HEALTH CARE,"","",20.035
Albemarle corp.,ALB,"",4333303.0,386877000.0,0.2664,0.2601,72,-87912.0,-1.988413,reduction,4.0704652,Q1 2017,MATERIALS,"","",84.81
Costar group inc,CSGP,"",4535270.0,384823000.0,0.265,0.2392,73,117720.0,2.664826,addition,1.1505559,Q3 2016,INDUSTRIALS,"","",384.466
Appian corp,APPN,"",5900363.0,382049000.0,0.2631,0.1465,74,2150102.0,57.332063,addition,15.5953052,Q1 2019,INFORMATION TECHNOLOGY,"","",51.2245
Stellantis nv,STLA,"",30618275.0,375848000.0,0.2588,0.2434,75,-1179837.0,-3.7104,reduction,1.9443699,Q4 2014,CONSUMER DISCRETIONARY,"","",7.04
Zillow group inc. class b,ZG,"",3645585.0,370174000.0,0.2549,0.155,76,106856.0,3.019615,addition,6.0190246,Q1 2013,COMMUNICATIONS,"","",33.4559
Farfetch ltd,FTCH,"",14651791.0,368639000.0,0.2538,0.0303,77,12348359.0,536.085242,addition,4.9329677,Q2 2019,CONSUMER DISCRETIONARY,"","",23.0188
Petroleo brasileiro sa (petrobras) adr,PBR,"",51553965.0,367064000.0,0.2528,0.2265,78,15617064.0,43.456902,addition,0.7904503,Q4 2016,ENERGY,"","",9.3367
Trip.com group ltd,TCOM,"",11696987.0,364244000.0,0.2508,0.4938,79,-13303380.0,-53.212739,reduction,1.9722785,Q4 2007,CONSUMER DISCRETIONARY,"","",38.77
Chewy inc,CHWY,"",6468772.0,354683000.0,0.2442,0.1821,80,1121319.0,20.969217,addition,6.7980365,Q2 2019,CONSUMER DISCRETIONARY,"","",36.5196
Companhia vale de rio doce s.a. adr,VALE,"",31847138.0,336942000.0,0.232,0.2557,81,-697952.0,-2.144569,reduction,0.6208127,Q1 2019,MATERIALS,"","",12.52
Snowflake  inc.,SNOW,"",1299986.0,326297000.0,0.2247,,82,1299986.0,,new,3.5902578,Q3 2020,INFORMATION TECHNOLOGY,"","",251.0
Stericycle inc.,SRCL,"",4858857.0,306400000.0,0.211,0.2095,83,-53058.0,-1.08019,reduction,5.3071828,Q1 2016,INDUSTRIALS,"","",86.12
Lyft inc,LYFT,"",11037662.0,304087000.0,0.2094,0.2766,84,43333.0,0.39414,addition,3.5752940,Q1 2019,CONSUMER DISCRETIONARY,"","",40.6583
S&p global inc. (mcgraw-hill inc.),SPGI,"",831209.0,299733000.0,0.2064,0.2113,85,-10503.0,-1.247814,reduction,0.3454734,Q2 2020,COMMUNICATIONS,"","",329.48
Zai lab ltd,ZLAB,"",3602436.0,299615000.0,0.2063,0.2072,86,291954.0,8.819078,addition,4.7793188,Q1 2019,HEALTH CARE,"","",40.9164
Autohome inc adr,ATHM,"",3116489.0,299183000.0,0.206,0.182,87,-47509.0,-1.50155,reduction,2.6171994,Q2 2015,COMMUNICATIONS,"","",40.38
Alphabet inc. class a,GOOGL,"",191456.0,280598000.0,0.1932,0.1862,88,19136.0,11.104921,addition,0.0636820,Q1 2008,COMMUNICATIONS,"","",796.4757
Cbre group inc common stock class a,CBRE,"",5796116.0,272244000.0,0.1875,0.204,89,-123871.0,-2.09242,reduction,1.7278307,Q2 2020,REAL ESTATE,"","",45.22
Icici bank ltd. ads adr,IBN,"",27290950.0,268271000.0,0.1847,0.1961,90,-405393.0,-1.463706,reduction,0.7912449,Q1 2013,FINANCE,"","",8.04
Td ameritrade holding corp class a,AMTD1,"",6746337.0,264119000.0,0.1819,0.1872,91,-7268.0,-0.107617,reduction,1.2471548,Q1 2013,FINANCE,"","",28.86
Eog resources inc,EOG,"",7324159.0,263230000.0,0.1813,0.2877,92,-128784.0,-1.727962,reduction,1.2554730,Q1 2001,ENERGY,"","",72.55
Interactive brokers group inc,IBKR,"",5332964.0,257742000.0,0.1775,0.2276,93,-1817559.0,-25.418546,reduction,5.8754536,Q1 2016,FINANCE,"","",40.44
Copa holdings s.a.,CPA,"",4895605.0,246446000.0,0.1697,0.1727,94,413324.0,9.221287,addition,15.5881206,Q2 2012,TRANSPORTS,"","",81.0391
Credicorp ltd adr,BAP,"",1911012.0,236946000.0,0.1632,0.197,95,-23241.0,-1.201549,reduction,2.4066646,Q4 2007,FINANCE,"","",158.92
Ionis phrmacutls,IONS,"",4920843.0,233493000.0,0.1608,0.3693,96,-3297856.0,-40.126254,reduction,3.5193339,Q3 2015,HEALTH CARE,"","",41.46
Slack technologies inc,WORK2,"",8656618.0,232516000.0,0.1601,0.1923,97,541810.0,6.676806,addition,1.7917934,Q3 2019,INFORMATION TECHNOLOGY,"","",30.1222
Westinghouse air brake technologies corp,WAB,"",3745804.0,231790000.0,0.1596,0.1661,98,-39389.0,-1.040607,reduction,1.9680944,Q1 2016,INDUSTRIALS,"","",75.79
Jefferies financial group inc. (talcott national - leucadia national),JEF,"",12580716.0,226454000.0,0.1559,0.1523,99,-270601.0,-2.105629,reduction,4.9501946,Q4 2014,FINANCE,"","",21.08
Vroom  inc.,VRM,"",4269531.0,221076000.0,0.1522,0.0477,100,3069184.0,255.691396,addition,3.2781688,Q2 2020,CONSUMER DISCRETIONARY,"","",51.8812
Glaukos corp,GKOS,"",4384896.0,217139000.0,0.1495,0.1179,101,359389.0,8.927795,addition,9.7525752,Q4 2017,HEALTH CARE,"","",50.5941
Penumbra inc,PEN,"",1094677.0,212783000.0,0.1465,0.1404,102,64284.0,6.238785,addition,3.0147057,Q3 2017,HEALTH CARE,"","",132.557
