Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Uber technologies inc,UBER,"",28911000.0,898554000.0,19.0094,26.0981,1,-2241028.0,-7.193843,reduction,1.6558825,Q2 2019,CONSUMER DISCRETIONARY,"","",30.8
Meta platforms  inc.,FB,"",3753400.0,852285000.0,18.0305,18.7857,2,0.0,0.0,,0.1317530,Q1 2018,COMMUNICATIONS,"","",141.61
Pinduoduo inc,PDD,"",8690000.0,745950000.0,15.781,9.3949,3,0.0,0.0,,0.7256020,Q3 2018,CONSUMER DISCRETIONARY,"","",25.71
Salesforce.com inc.,CRM,"",3153823.0,590806000.0,12.4988,13.6253,4,0.0,0.0,,0.3500358,Q4 2016,INFORMATION TECHNOLOGY,"","",145.89
Expedia group inc,EXPE,"",5319216.0,437240000.0,9.25,6.606,5,1406740.0,35.955237,addition,3.7664377,Q4 2013,CONSUMER DISCRETIONARY,"","",97.2858
Microsoft corp.,MSFT,"",1097135.0,223278000.0,4.7236,2.4844,6,572135.0,108.978095,addition,0.0144977,Q1 2018,INFORMATION TECHNOLOGY,"","",155.4858
Booking holdings inc. (priceline),BKNG,"",136402.0,217198000.0,4.5949,5.5062,7,0.0,0.0,,0.3331052,Q4 2011,CONSUMER DISCRETIONARY,"","",1483.12
United airlines holdings inc,UAL,"",4803279.0,166241000.0,3.5169,10.216,8,-5988030.0,-55.489376,reduction,1.6507040,Q4 2011,TRANSPORTS,"","",54.5
Mongodb inc,MDB,"",452000.0,102306000.0,2.1643,1.2291,9,152000.0,50.666667,addition,0.7776274,Q4 2017,INFORMATION TECHNOLOGY,"","",133.8112
Crowdstrike holdings inc,CRWD,"",870000.0,87252000.0,1.8459,0.2506,10,720000.0,480.0,addition,0.4027894,Q2 2019,INFORMATION TECHNOLOGY,"","",93.7279
Farfetch ltd,FTCH,"",3779409.0,65270000.0,1.3808,0.8959,11,0.0,0.0,,1.1119969,Q3 2019,CONSUMER DISCRETIONARY,"","",9.87
Alibaba group holding ltd adr,BABA,"",294350.0,63491000.0,1.3432,1.7177,12,0.0,0.0,,0.0108831,Q2 2017,COMMUNICATIONS,"","",163.02
Okta inc,OKTA,"",250000.0,50058000.0,1.059,0.9171,13,0.0,0.0,,0.2006272,Q2 2017,INFORMATION TECHNOLOGY,"","",42.19
Dynatrace inc,DT,"",1100000.0,44660000.0,0.9448,0.7869,14,0.0,0.0,,0.3913603,Q3 2019,INFORMATION TECHNOLOGY,"","",20.65
Vroom  inc.,VRM,"",799281.0,41675000.0,0.8817,,15,799281.0,,new,0.6935970,Q2 2020,CONSUMER DISCRETIONARY,"","",52.14
Amazon.com inc.,AMZN,"",12845.0,35437000.0,0.7497,0.0146,16,12595.0,5038.0,addition,0.0025644,Q4 2016,CONSUMER DISCRETIONARY,"","",2743.0726
Datadog inc,DDOG,"",300000.0,26085000.0,0.5518,0.3239,17,0.0,0.0,,0.1002076,Q3 2019,INFORMATION TECHNOLOGY,"","",35.59
Sea ltd adr,SE,"",223000.0,23915000.0,0.5059,,18,223000.0,,new,0.0471483,Q2 2020,INFORMATION TECHNOLOGY,"","",107.24
Zoom video communications inc,ZM,"",80000.0,20283000.0,0.4291,,19,80000.0,,new,0.0283584,Q2 2020,INFORMATION TECHNOLOGY,"","",253.54
Angi homeservices inc,ANGI,"",890000.0,10814000.0,0.2288,0.1402,20,0.0,0.0,,0.1801537,Q3 2019,COMMUNICATIONS,"","",7.74
Trivago n.v. class a adr,TRVG,"",5290428.0,10422000.0,0.2205,0.2318,21,0.0,0.0,,1.4974297,Q3 2017,COMMUNICATIONS,"","",6.2
Ranpak holdings corp,PACK,"",1000000.0,7440000.0,0.1574,0.1878,22,0.0,0.0,,N/A,Q2 2019, ,"","",
Stitch fix inc,SFIX,"",250000.0,6235000.0,0.1319,,23,250000.0,,new,0.2436944,Q2 2020,CONSUMER DISCRETIONARY,"","",24.94
Servicenow inc,NOW,"",0.0,0.0,,0.2493,"",-28991.0,-100.0,soldall,0.0000000,Q1 2020,INFORMATION TECHNOLOGY,"","",286.58
Carvana co,CVNA,"",0.0,0.0,,0.0661,"",-40000.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,"","",55.09
Allegiant travel co,ALGT,"",0.0,0.0,,0.0736,"",-30000.0,-100.0,soldall,0.0000000,Q4 2018,TRANSPORTS,"","",94.08
Mesa air group inc,MESA,"",0.0,0.0,,0.0716,"",-725000.0,-100.0,soldall,0.0000000,Q3 2018,TRANSPORTS,"","",6.44
Skywest inc,SKYW,"",0.0,0.0,,0.0314,"",-40000.0,-100.0,soldall,0.0000000,Q4 2018,TRANSPORTS,"","",45.13
Peloton interactive inc,PTON,"",0.0,0.0,,0.0956,"",-120000.0,-100.0,soldall,0.0000000,Q3 2019,CONSUMER DISCRETIONARY,"","",26.55
