Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Paypal holdings inc,PYPL,"",12304750.0,2988085000.0,9.5035,9.5745,1,-28991.0,-0.235054,reduction,1.0506322,Q3 2015,COMMUNICATIONS,"","",40.85
Microsoft corp.,MSFT,"",12049293.0,2840862000.0,9.0353,8.9002,2,-23045.0,-0.190891,reduction,0.1597580,Q1 2015,INFORMATION TECHNOLOGY,"","",53.33
Idexx laboratories inc.,IDXX,"",4220612.0,2065188000.0,6.5683,7.0027,3,-5816.0,-0.13761,reduction,4.9406598,Q1 2015,HEALTH CARE,"","",83.47
Estee lauder companies inc.,EL,"",6807070.0,1979836000.0,6.2968,5.9881,4,20343.0,0.299747,addition,2.9629906,Q2 2016,CONSUMER STAPLES,"","",117.709
Meta platforms  inc.,FB,"",6433648.0,1894902000.0,6.0267,5.8118,5,14774.0,0.230165,addition,0.2674615,Q1 2018,COMMUNICATIONS,"","",163.332
Intuit  inc.,INTU,"",4577260.0,1753365000.0,5.5765,5.7761,6,-10325.0,-0.225064,reduction,1.6715096,Q2 2017,INFORMATION TECHNOLOGY,"","",167.88
Philip morris international inc,PM,"",19388572.0,1720542000.0,5.4721,5.3424,7,-79369.0,-0.407691,reduction,1.2440430,Q4 2012,CONSUMER STAPLES,"","",85.7
Stryker corp.,SYK,"",7006486.0,1706640000.0,5.4279,5.389,8,371593.0,5.600588,addition,1.8618202,Q4 2012,HEALTH CARE,"","",121.7057
Mccormick & co. non-voting shares,MKC,"",17220169.0,1535350000.0,4.8831,5.1125,9,1086376.0,6.733544,addition,6.9172969,Q4 2018,CONSUMER STAPLES,"","",86.1244
Pepsico inc. (loft  inc.),PEP,"",10033062.0,1419177000.0,4.5136,4.743,10,384256.0,3.98242,addition,0.7270084,Q4 2012,CONSUMER STAPLES,"","",109.2234
Visa inc,V,"",6492332.0,1374621000.0,4.3719,4.4387,11,370101.0,6.045198,addition,0.3827770,Q4 2012,FINANCE,"","",89.9329
Automatic data processing inc,ADP,"",7113605.0,1340701000.0,4.2641,4.1394,12,25988.0,0.366668,addition,1.6622894,Q4 2012,INFORMATION TECHNOLOGY,"","",98.7091
Waters corporation,WAT,"",4393544.0,1248513000.0,3.9709,3.6165,13,-16291.0,-0.369424,reduction,7.0652010,Q1 2015,HEALTH CARE,"","",162.21
Starbucks corp.,SBUX,"",10720429.0,1171421000.0,3.7257,3.7024,14,279348.0,2.67547,addition,0.9105945,Q1 2020,CONSUMER DISCRETIONARY,"","",75.1138
Johnson & johnson co.,JNJ,"",6640844.0,1091423000.0,3.4712,3.3347,15,248335.0,3.884781,addition,0.2522440,Q4 2012,HEALTH CARE,"","",116.9513
Becton  dickinson and co.,BDX,"",4334871.0,1054024000.0,3.3523,3.604,16,-10544.0,-0.242647,reduction,1.4919022,Q4 2012,HEALTH CARE,"","",170.81
Nike inc.,NKE,"",7927468.0,1053481000.0,3.3506,3.6264,17,193924.0,2.50757,addition,0.6234841,Q1 2020,CONSUMER DISCRETIONARY,"","",96.1903
