Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Paypal holdings inc,PYPL,"",6776793.0,1335232000.0,7.0078,10.8159,1,-278458.0,-3.946819,reduction,0.5783767,Q1 2016,COMMUNICATIONS,"","",113.68
Tesla inc,TSLA,"",3107175.0,1333009000.0,6.9962,2.9442,2,1557790.0,100.542473,addition,0.3277954,Q1 2020,CONSUMER DISCRETIONARY,"","",396.6767
Walt disney co. (the),DIS,"",9428261.0,1169859000.0,6.1399,9.0259,3,229139.0,2.490879,addition,0.5217449,Q3 2019,COMMUNICATIONS,"","",111.757
Zoom video communications inc,ZM,"",2474695.0,1163379000.0,6.1059,5.6247,4,-46612.0,-1.848724,reduction,1.2706564,Q2 2019,INFORMATION TECHNOLOGY,"","",228.15
Snowflake  inc.,SNOW,"",4044220.0,1015098000.0,5.3277,,5,4044220.0,,new,11.1691914,Q3 2020,INFORMATION TECHNOLOGY,"","",251.0
Square inc,SQ,"",5507425.0,895232000.0,4.6985,3.9947,6,1181164.0,27.30219,addition,1.4349503,Q2 2019,FINANCE,"","",94.8214
Anaplan inc,PLAN,"",12158094.0,760854000.0,3.9933,3.4414,7,3526010.0,40.847726,addition,8.6985500,Q4 2018,INFORMATION TECHNOLOGY,"","",41.4366
Netflix inc,NFLX,"",1425300.0,712693000.0,3.7405,5.6227,8,20984.0,1.494251,addition,0.3226157,Q4 2012,COMMUNICATIONS,"","",127.2404
Global payments inc.,GPN,"",3800889.0,674962000.0,3.5425,1.7438,9,2632477.0,225.303831,addition,1.2697681,Q2 2019,INFORMATION TECHNOLOGY,"","",172.0252
Amazon.com inc.,AMZN,"",209134.0,658506000.0,3.4561,5.0822,10,-230.0,-0.109857,reduction,0.0416808,Q4 2009,CONSUMER DISCRETIONARY,"","",1042.96
Sunrun inc,RUN,"",8260971.0,636672000.0,3.3415,,11,8260971.0,,new,4.1821255,Q3 2020,ENERGY,"","",77.07
Meta platforms  inc.,FB,"",2331829.0,610706000.0,3.2052,4.0312,12,314150.0,15.56987,addition,0.0969991,Q3 2013,COMMUNICATIONS,"","",130.075
Crowdstrike holdings inc,CRWD,"",4173809.0,573148000.0,3.0081,3.9093,13,-256267.0,-5.784709,reduction,2.2633284,Q1 2020,INFORMATION TECHNOLOGY,"","",68.28
Peloton interactive inc,PTON,"",5140586.0,510152000.0,2.6775,2.613,14,0.0,0.0,,2.0118700,Q4 2019,CONSUMER DISCRETIONARY,"","",37.15
Vivint solar inc,VSLR1,"",11627907.0,492442000.0,2.5845,,15,11627907.0,,new,9.2645745,Q1 2020,ENERGY,"","",42.35
Sea ltd adr,SE,"",3118998.0,480450000.0,2.5216,3.1176,16,-184959.0,-5.598106,reduction,0.6394822,Q2 2019,INFORMATION TECHNOLOGY,"","",32.99
Shopify inc,SHOP,"",439602.0,449700000.0,2.3602,1.3917,17,272963.0,163.804992,addition,0.3994784,Q2 2017,COMMUNICATIONS,"","",992.3565
Uber technologies inc,UBER,"",11832404.0,431646000.0,2.2655,0.5745,18,9731607.0,463.234049,addition,0.6708594,Q2 2019,CONSUMER DISCRETIONARY,"","",36.9185
Jd.com inc adr,JD,"",4562952.0,354131000.0,1.8586,2.46,19,-82838.0,-1.783077,reduction,0.2934107,Q3 2019,CONSUMER DISCRETIONARY,"","",40.5
Insulet corp,PODD,"",1461213.0,345708000.0,1.8144,2.4859,20,6866.0,0.472102,addition,2.2163813,Q3 2019,HEALTH CARE,"","",169.0688
Alibaba group holding ltd adr,BABA,"",1167006.0,343076000.0,1.8006,2.2149,21,0.0,0.0,,0.0431324,Q3 2016,COMMUNICATIONS,"","",135.7
Nvidia corp.,NVDA,"",2503588.0,338748000.0,1.7779,2.0922,22,0.0,0.0,,0.1013247,Q3 2016,INFORMATION TECHNOLOGY,"","",221.46
Lam research corp.,LRCX,"",952193.0,315889000.0,1.6579,2.7101,23,-19.0,-0.001995,reduction,0.6612028,Q1 2020,INFORMATION TECHNOLOGY,"","",279.4
Zillow group inc class c,Z,"",3066462.0,311522000.0,1.635,,24,3066462.0,,new,1.8485176,Q3 2020,COMMUNICATIONS,"","",101.59
Nuance communications  inc.,NUAN,"",9058552.0,300653000.0,1.578,,25,9058552.0,,new,3.2088048,Q3 2020,INFORMATION TECHNOLOGY,"","",33.19
Docusign inc,DOCU,"",1311092.0,282200000.0,1.4811,1.2972,26,454998.0,53.148136,addition,0.7080673,Q4 2019,INFORMATION TECHNOLOGY,"","",187.143
Dynatrace inc,DT,"",6601809.0,270806000.0,1.4213,2.3584,27,0.0,0.0,,2.3402661,Q3 2019,INFORMATION TECHNOLOGY,"","",24.79
Smartsheet inc,SMAR,"",4487942.0,221794000.0,1.1641,2.249,28,-531627.0,-10.591089,reduction,3.7210423,Q2 2019,INFORMATION TECHNOLOGY,"","",45.31
Bath & body works inc (l brands),BBWI,"",8341324.79,214501000.0,1.1258,,29,8341324.79,,new,2.4265763,Q3 2018,CONSUMER DISCRETIONARY,"","",31.81
Wolfspeed inc (cree inc),WOLF,"",2262221.0,144194000.0,0.7568,1.1782,30,0.0,0.0,,2.0502275,Q1 2020,INFORMATION TECHNOLOGY,"","",35.46
Datadog inc,DDOG,"",1355596.0,138488000.0,0.7268,1.0794,31,-55299.0,-3.919427,reduction,0.6515760,Q3 2019,INFORMATION TECHNOLOGY,"","",35.66
Guardant health inc,GH,"",1118537.0,125030000.0,0.6562,1.1243,32,-456440.0,-28.980741,reduction,1.1188460,Q2 2019,HEALTH CARE,"","",79.71
Broadcom ltd. (avago technologies),AVGO,"",317584.0,115702000.0,0.6073,0.8819,33,0.0,0.0,,0.0785125,Q1 2014,INFORMATION TECHNOLOGY,"","",159.99
Zillow group inc. class b,ZG,"",999008.0,101439000.0,0.5324,,34,999008.0,,new,1.6494071,Q3 2020,COMMUNICATIONS,"","",101.54
Microsoft corp.,MSFT,"",457536.0,96234000.0,0.5051,0.8193,35,0.0,0.0,,0.0060517,Q4 2017,INFORMATION TECHNOLOGY,"","",101.95
Gap (the),GPS,"",5109757.0,87019000.0,0.4567,,36,5109757.0,,new,1.3677333,Q3 2020,CONSUMER DISCRETIONARY,"","",17.03
Micron technology  inc.,MU,"",1829932.0,85934000.0,0.451,0.8296,37,-57.0,-0.003115,reduction,0.1643816,Q1 2018,INFORMATION TECHNOLOGY,"","",46.33
Nikola corp,NKLA,"",3697467.0,75724000.0,0.3974,0.0772,38,3567467.0,2744.205385,addition,0.9626622,Q2 2020,FINANCE,"","",22.1342
Green dot corp,GDOT,"",1251295.0,63328000.0,0.3324,0.5404,39,0.0,0.0,,2.3397532,Q2 2019,FINANCE,"","",28.48
Wynn resorts ltd,WYNN,"",864119.0,62052000.0,0.3257,0.5664,40,0.0,0.0,,0.8010700,Q2 2020,CONSUMER DISCRETIONARY,"","",74.49
Deckers outdoor corp,DECK,"",268302.0,59029000.0,0.3098,,41,268302.0,,new,0.9553533,Q3 2020,CONSUMER DISCRETIONARY,"","",220.01
American eagle outfitters inc,AEO,"",3775399.0,55914000.0,0.2935,,42,3775399.0,,new,2.2727762,Q3 2020,CONSUMER DISCRETIONARY,"","",14.81
Liberty broadband corp class c,LBRDK,"",365677.0,52244000.0,0.2742,2.1314,43,-1588438.0,-81.286823,reduction,0.2445200,Q2 2016,COMMUNICATIONS,"","",60.02
Live nation entertainment inc,LYV,"",928113.0,50007000.0,0.2625,0.363,44,-2478.0,-0.266282,reduction,0.4348822,Q4 2019,COMMUNICATIONS,"","",44.33
Urban outfitters inc.,URBN,"",2243516.0,46688000.0,0.245,,45,2243516.0,,new,2.2943031,Q3 2020,CONSUMER DISCRETIONARY,"","",20.81
Inovio pharmaceuticals inc,INO,"",3576923.0,41492000.0,0.2178,0.6521,46,826923.0,30.069927,addition,2.1114129,Q2 2020,HEALTH CARE,"","",23.4013
Okta inc,OKTA,"",186639.0,39913000.0,0.2095,0.5358,47,-117459.0,-38.625377,reduction,0.1555838,Q1 2019,INFORMATION TECHNOLOGY,"","",135.17
Expedia group inc,EXPE,"",431902.0,39601000.0,0.2078,,48,431902.0,,new,0.3177199,Q3 2020,CONSUMER DISCRETIONARY,"","",91.69
Under armour inc,UAA,"",3327365.0,37366000.0,0.1961,0.0015,49,3309326.0,18345.396086,addition,1.7648578,Q2 2020,CONSUMER DISCRETIONARY,"","",11.2219
Liberty media corp series c,FWONK,"",885059.0,32101000.0,0.1685,0.2469,50,0.0,0.0,,0.4349231,Q2 2020,COMMUNICATIONS,"","",31.71
Ke holdings inc.,BEKE,"",500000.0,30650000.0,0.1609,,51,500000.0,,new,0.0443467,Q3 2020,INFORMATION TECHNOLOGY,"","",61.3
Align technology inc,ALGN,"",87875.0,28767000.0,0.151,0.2122,52,0.0,0.0,,0.1114452,Q2 2020,HEALTH CARE,"","",274.44
Pinterest inc,PINS,"",620000.0,25736000.0,0.1351,,53,620000.0,,new,0.1213649,Q3 2020,COMMUNICATIONS,"","",41.51
Under armour inc cl c,UA,"",2513482.0,24733000.0,0.1298,,54,2513482.0,,new,1.0848767,Q3 2020,CONSUMER DISCRETIONARY,"","",9.84
Tjx companies inc.,TJX,"",432724.0,24081000.0,0.1264,0.0021,55,428036.0,9130.460751,addition,0.0360886,Q1 2018,CONSUMER DISCRETIONARY,"","",55.5949
Ribbit leap  ltd.,LEAP.UN,"",1830000.0,23790000.0,0.1249,,56,1830000.0,,new,N/A,Q3 2020,FINANCE,"","",13.0
Fitbit inc,FIT2,"",3178570.0,22123000.0,0.1161,0.1807,57,0.0,0.0,,1.2980762,Q4 2015,INFORMATION TECHNOLOGY,"","",6.66
Dexcom inc,DXCM,"",36226.0,14933000.0,0.0784,0.581,58,-126651.0,-77.758677,reduction,0.0377246,Q2 2020,HEALTH CARE,"","",405.4
Coupa software inc,COUP,"",42560.0,11672000.0,0.0613,,59,42560.0,,new,0.0597317,Q3 2020,INFORMATION TECHNOLOGY,"","",274.24
Eastman kodak co,KODK,"",1250000.0,11025000.0,0.0579,,60,1250000.0,,new,1.6199405,Q3 2020,INFORMATION TECHNOLOGY,"","",8.82
Smiledirectclub inc,SDC,"",848957.0,9916000.0,0.052,0.0686,61,-137488.0,-13.937726,reduction,0.7668247,Q1 2020,HEALTH CARE,"","",4.67
Li auto inc. ads,LI,"",537555.0,9348000.0,0.0491,,62,537555.0,,new,0.0642744,Q3 2020,CONSUMER DISCRETIONARY,"","",17.39
Nordic american tanker shipping ltd,NAT,"",2617878.0,9136000.0,0.0479,,63,2617878.0,,new,1.7356015,Q3 2020,ENERGY,"","",3.49
Dht holdings inc,DHT,"",1763131.0,9098000.0,0.0478,0.0796,64,0.0,0.0,,1.0322882,Q2 2020,ENERGY,"","",5.13
Sorrento therapeutics inc,SRNE,"",750000.0,8363000.0,0.0439,0.0746,65,-600000.0,-44.444444,reduction,0.2852382,Q2 2020,INFORMATION TECHNOLOGY,"","",6.28
Graftech international ltd,EAF,"",1090232.0,7457000.0,0.0391,,66,1090232.0,,new,0.4080384,Q3 2020,INDUSTRIALS,"","",6.84
Teekay tankers ltd,TNK,"",684621.0,7421000.0,0.0389,0.0772,67,0.0,0.0,,2.3526495,Q2 2020,TRANSPORTS,"","",12.82
Lumen technologies  inc,LUMN,"",716117.0,7226000.0,0.0379,,68,716117.0,,new,0.0652718,Q3 2020,UTILITIES AND TELECOMMUNICATIONS,"","",10.09
Stratasys ltd,SSYS,"",456847.0,5697000.0,0.0299,0.0638,69,0.0,0.0,,0.8289429,Q2 2015,INFORMATION TECHNOLOGY,"","",15.95
3d systems corp.,DDD,"",961067.0,4719000.0,0.0248,0.0591,70,-13.0,-0.001353,reduction,0.7741679,Q1 2017,INDUSTRIALS,"","",7.71
