Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Invitae corp,NVTA,"",9033943.0,273638000.0,16.194,5.0477,1,5555555.0,159.716369,addition,6.8550548,Q3 2018,HEALTH CARE,"","",26.1817
Blueprint medicines corp,BPMC,"",1550000.0,120900000.0,7.1549,9.6223,2,0.0,0.0,,2.8043094,Q4 2015,HEALTH CARE,"","",61.58
Fate therapeutics inc,FATE,"",3050000.0,104646000.0,6.193,6.0122,3,500000.0,19.607843,addition,3.5120434,Q2 2017,HEALTH CARE,"","",10.223
Sarepta therapeutics inc,SRPT,"",530000.0,84980000.0,5.0292,6.9573,4,-140000.0,-20.895522,reduction,0.6751127,Q3 2018,HEALTH CARE,"","",93.8
Myokardia inc,MYOK1,"",870000.0,84059000.0,4.9747,4.9517,5,-125000.0,-12.562814,reduction,1.6414130,Q4 2015,HEALTH CARE,"","",39.07
Alnylam pharmaceuticals inc,ALNY,"",550000.0,81461000.0,4.8209,6.7597,6,-35000.0,-5.982906,reduction,0.4742615,Q4 2015,HEALTH CARE,"","",88.58
Biolife solutions inc,BLFS,"",4849524.0,79290000.0,4.6924,2.4894,7,2380953.0,96.450659,addition,15.1862659,Q2 2018,HEALTH CARE,"","",15.6679
Bluebird bio inc,BLUE,"",1706120.0,67449000.0,3.9917,5.3912,8,0.0,0.0,,1.6686054,Q4 2015,HEALTH CARE,"","",96.63
Agios pharmaceuticals inc,AGIO,"",1070000.0,57224000.0,3.3865,4.0301,9,0.0,0.0,,1.5482545,Q4 2015,HEALTH CARE,"","",44.62
Codexis inc,CDXS,"",4692732.0,53497000.0,3.166,6.0108,10,-381048.0,-7.51014,reduction,7.9512983,Q1 2017,MATERIALS,"","",13.76
Burning rock biotech ltd. ads,BNR,"",1730786.0,46749000.0,2.7666,,11,1730786.0,,new,1.7005246,Q2 2020,HEALTH CARE,"","",27.01
Twist bioscience corp,TWST,"",1000000.0,45300000.0,2.6809,3.2462,12,0.0,0.0,,2.2490336,Q2 2019,HEALTH CARE,"","",30.11
Caredx inc,CDNA,"",1193335.0,42280000.0,2.5021,2.9994,13,-101000.0,-7.803235,reduction,2.4371755,Q2 2018,HEALTH CARE,"","",20.79
Revolution medicines  inc.,RVMD,"",1334536.0,42131000.0,2.4933,3.0691,14,15000.0,1.136763,addition,2.0246649,Q1 2020,HEALTH CARE,"","",22.0186
Avalanche biotechnologies inc,ADVM,"",1865000.0,38941000.0,2.3045,1.1668,15,740000.0,65.777778,addition,2.3226689,Q1 2020,HEALTH CARE,"","",14.1783
Adaptive biotechnologies corp,ADPT,"",713125.0,34501000.0,2.0418,2.3389,16,-80000.0,-10.086682,reduction,0.5561129,Q2 2019,HEALTH CARE,"","",39.76
Generation bio co.,GBIO,"",1611214.0,33835000.0,2.0024,,17,1611214.0,,new,3.6098016,Q2 2020,HEALTH CARE,"","",21.0
