Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Microsoft corp.,MSFT,"",15280500.0,2124448000.0,11.2507,11.083,1,0.0,0.0,,0.2001268,Q4 2016,INFORMATION TECHNOLOGY,"","",82.32
Meta platforms  inc.,FB,"",11221100.0,1998253000.0,10.5824,9.3787,2,2246000.0,25.024791,addition,0.3933157,Q4 2016,COMMUNICATIONS,"","",165.4905
Jd.com inc adr,JD,"",52850366.0,1490909000.0,7.8956,8.6675,3,0.0,0.0,,3.6226919,Q4 2014,CONSUMER DISCRETIONARY,"","",29.17
Apollo glbl management llc,APO,"",37663500.0,1424434000.0,7.5436,6.9946,4,0.0,0.0,,18.7576573,Q1 2017,FINANCE,"","",25.13
Alibaba group holding ltd adr,BABA,"",7780262.0,1301093000.0,6.8904,3.9719,5,3451017.0,79.714061,addition,0.3057798,Q3 2016,COMMUNICATIONS,"","",149.9859
Amazon.com inc.,AMZN,"",704112.0,1222275000.0,6.473,7.2191,6,0.0,0.0,,0.1423426,Q2 2015,CONSUMER DISCRETIONARY,"","",694.13
Transdigm group inc,TDG,"",2066000.0,1075704000.0,5.6968,5.4118,7,0.0,0.0,,3.8703634,Q4 2016,INDUSTRIALS,"","",269.66
Stellantis nv,STLA,"",75173950.0,973503000.0,5.1555,7.0523,8,-19074778.0,-20.238764,reduction,4.7881497,Q4 2016,CONSUMER DISCRETIONARY,"","",14.94
Netflix inc,NFLX,"",2146813.0,574530000.0,3.0426,4.2696,9,0.0,0.0,,0.4903191,Q1 2017,COMMUNICATIONS,"","",248.52
Fleetcor technologies inc,FLT,"",1727100.0,495298000.0,2.623,2.6263,10,0.0,0.0,,1.9950329,Q4 2012,INFORMATION TECHNOLOGY,"","",151.05
Sunrun inc,RUN,"",28714000.0,479524000.0,2.5395,2.2212,11,6845600.0,31.303616,addition,24.4145906,Q1 2018,ENERGY,"","",13.5634
Spotify technology sa,SPOT,"",4062379.0,463111000.0,2.4526,3.2943,12,-98756.0,-2.373295,reduction,2.2461456,Q2 2018,COMMUNICATIONS,"","",168.23
Sea ltd adr,SE,"",13598500.0,420874000.0,2.2289,2.4459,13,0.0,0.0,,4.1580541,Q1 2018,INFORMATION TECHNOLOGY,"","",14.66
Ringcentral inc,RNG,"",3263000.0,410029000.0,2.1714,1.8685,14,260000.0,8.658009,addition,3.9327468,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,"","",112.8216
Salesforce.com inc.,CRM,"",2407739.0,357405000.0,1.8928,1.8786,15,121000.0,5.291378,addition,0.3102756,Q4 2017,INFORMATION TECHNOLOGY,"","",114.5056
Carvana co,CVNA,"",4912907.0,324252000.0,1.7172,0.9593,16,2082138.0,73.553794,addition,3.2503520,Q1 2019,CONSUMER DISCRETIONARY,"","",62.1453
Tal education group american depositary adr,TAL,"",9424023.0,322679000.0,1.7089,1.9441,17,0.0,0.0,,1.6624664,Q4 2015,CONSUMER DISCRETIONARY,"","",6.01
New oriental education & tech group inc adr,EDU,"",23536000.0,260685000.0,1.3805,1.2307,18,0.0,0.0,,1.6507224,Q4 2016,CONSUMER DISCRETIONARY,"","",59.27
Gds holdings ltd adr,GDS,"",5730659.0,229685000.0,1.2164,1.1657,19,0.0,0.0,,4.8800639,Q2 2019,COMMUNICATIONS,"","",37.57
Zendesk inc,ZEN,"",2947000.0,214777000.0,1.1374,1.3025,20,245000.0,9.067358,addition,2.6554334,Q3 2018,INFORMATION TECHNOLOGY,"","",69.6068
Mercadolibre inc,MELI,"",389500.0,214704000.0,1.137,1.2902,21,0.0,0.0,,0.7835446,Q1 2018,COMMUNICATIONS,"","",329.69
Uber technologies inc,UBER,"",6664323.0,203062000.0,1.0754,1.6735,22,0.0,0.0,,0.3920190,Q2 2019,CONSUMER DISCRETIONARY,"","",46.38
Servicenow inc,NOW,"",799600.0,202978000.0,1.0749,1.1887,23,0.0,0.0,,0.4264533,Q3 2017,INFORMATION TECHNOLOGY,"","",163.22
Adobe systems  inc.,ADBE,"",714000.0,197243000.0,1.0446,1.1391,24,0.0,0.0,,0.1470831,Q2 2018,INFORMATION TECHNOLOGY,"","",241.12
New relic inc,NEWR,"",2920000.0,179434000.0,0.9503,,25,2920000.0,,new,4.9991440,Q3 2019,INFORMATION TECHNOLOGY,"","",61.45
