Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Alibaba group holding ltd adr,BABA,"",51700537.0,10965684000.0,10.5966,9.4398,1,2069139.0,4.169012,addition,2.0319343,Q3 2014,COMMUNICATIONS,"","",98.5538
Amazon.com inc.,AMZN,"",4493110.0,8302548000.0,8.0231,8.76,2,56178.0,1.266145,addition,0.9083229,Q4 2004,CONSUMER DISCRETIONARY,"","",167.6733
Illumina inc,ILMN,"",17739707.0,5884971000.0,5.6869,5.9713,3,481804.0,2.791788,addition,12.0678279,Q1 2011,HEALTH CARE,"","",113.4346
Tesla inc,TSLA,"",69134895.0,5784239000.0,5.5896,3.6851,4,1877040.0,2.790812,addition,7.7189633,Q1 2013,CONSUMER DISCRETIONARY,"","",41.886
Alphabet inc. class c,GOOG,"",2515209.0,3362886000.0,3.2497,3.1938,5,211618.0,9.18644,addition,0.3627357,Q2 2014,COMMUNICATIONS,"","",629.3131
Spotify technology sa,SPOT,"",21720001.0,3248226000.0,3.1389,2.4805,6,2589054.0,13.533329,addition,12.0092895,Q2 2018,COMMUNICATIONS,"","",159.2212
Meta platforms  inc.,FB,"",15414613.0,3163849000.0,3.0574,3.2089,7,-428736.0,-2.706095,reduction,0.5403044,Q2 2012,COMMUNICATIONS,"","",44.11
Netflix inc,NFLX,"",8043935.0,2602776000.0,2.5152,2.3423,8,348403.0,4.527341,addition,1.8371860,Q1 2015,COMMUNICATIONS,"","",92.9605
Mercadolibre inc,MELI,"",4401845.0,2517592000.0,2.4329,2.8953,9,-216244.0,-4.682543,reduction,8.8550493,Q2 2010,COMMUNICATIONS,"","",82.33
Shopify inc,SHOP,"",6038304.0,2400709000.0,2.3199,2.147,10,-18702.0,-0.308766,reduction,5.3659504,Q3 2017,COMMUNICATIONS,"","",175.37
Tal education group american depositary adr,TAL,"",47235605.0,2276756000.0,2.2001,1.8027,11,944174.0,2.03963,addition,8.3327050,Q1 2016,CONSUMER DISCRETIONARY,"","",33.0784
Ferrari n.v.,RACE,"",13551433.0,2249779000.0,2.1741,2.3833,12,-27576.0,-0.203078,reduction,7.1719677,Q1 2016,CONSUMER DISCRETIONARY,"","",45.42
Nvidia corp.,NVDA,"",30845388.0,1814480000.0,1.7534,1.485,13,842200.0,2.807035,addition,1.2662310,Q1 2016,INFORMATION TECHNOLOGY,"","",86.3024
Mastercard inc,MA,"",5934001.0,1771833000.0,1.7122,1.8574,14,-79669.0,-1.324798,reduction,0.5848842,Q2 2011,FINANCE,"","",53.14
Trip.com group ltd,TCOM,"",45951406.0,1541210000.0,1.4893,1.5711,15,-1209650.0,-2.564934,reduction,8.3097772,Q4 2007,CONSUMER DISCRETIONARY,"","",38.77
Taiwan semiconductor manufacturing co ltd adr,TSM,"",26008292.0,1511081000.0,1.4602,1.3912,16,-308400.0,-1.17188,reduction,0.5015019,Q1 2016,INFORMATION TECHNOLOGY,"","",26.38
Moodys corp,MCO,"",5645037.0,1340188000.0,1.2951,1.355,17,-171444.0,-2.947555,reduction,2.9836348,Q4 2001,FINANCE,"","",62.88
Intuitive surgical inc,ISRG,"",6531852.0,1287101000.0,1.2438,1.2895,18,232431.0,3.68972,addition,1.8891835,Q3 2009,HEALTH CARE,"","",54.7516
Anthem inc,ANTM,"",4137303.0,1249590000.0,1.2075,1.1698,19,-146621.0,-3.422586,reduction,1.6172711,Q4 2014,HEALTH CARE,"","",91.96
Marketaxess holdings inc,MKTX,"",3021606.0,1145521000.0,1.107,1.4507,20,-873038.0,-22.416375,reduction,8.0021345,Q1 2012,FINANCE,"","",152.73
Microsoft corp.,MSFT,"",7211031.0,1137180000.0,1.0989,0.9017,21,1508441.0,26.451858,addition,0.0944420,Q1 2001,INFORMATION TECHNOLOGY,"","",121.2751
Dexcom inc,DXCM,"",4815299.0,1053298000.0,1.0178,0.819,22,-10022.0,-0.207696,reduction,5.2805121,Q4 2012,HEALTH CARE,"","",85.74
Alnylam pharmaceuticals inc,ALNY,"",8186723.0,942865000.0,0.9111,0.7533,23,-49251.0,-0.597998,reduction,7.3614990,Q3 2010,HEALTH CARE,"","",82.16
Atlassian corp plc,TEAM,"",7593631.0,913818000.0,0.8831,1.041,24,297215.0,4.073438,addition,6.1646623,Q2 2016,INFORMATION TECHNOLOGY,"","",31.4412
Salesforce.com inc.,CRM,"",5389563.0,876558000.0,0.8471,0.8675,25,251455.0,4.893922,addition,0.6145454,Q1 2011,INFORMATION TECHNOLOGY,"","",41.9371
Workday inc,WDAY,"",5203257.0,855675000.0,0.8269,0.9698,26,186403.0,3.715536,addition,2.2821303,Q4 2012,COMMUNICATIONS,"","",84.7416
Visa inc,V,"",4332280.0,814035000.0,0.7866,1.1475,27,-1533445.0,-26.142463,reduction,0.2183708,Q4 2012,FINANCE,"","",53.82
Martin marietta materials inc.,MLM,"",2726348.0,762395000.0,0.7367,0.8811,28,-99967.0,-3.537008,reduction,4.3663485,Q1 2013,MATERIALS,"","",142.87
The trade desk inc class a,TTD,"",27871250.0,724039000.0,0.6997,0.5831,29,537380.0,1.965986,addition,6.1963651,Q3 2018,COMMUNICATIONS,"","",182.5484
Thermo fisher scientific  inc.,TMO,"",2221756.0,721781000.0,0.6975,0.7611,30,-75687.0,-3.294402,reduction,0.5547733,Q4 2017,HEALTH CARE,"","",189.95
Resmed inc.,RMD,"",4558736.0,706468000.0,0.6827,0.729,31,-185122.0,-3.902351,reduction,3.1730605,Q3 2016,HEALTH CARE,"","",65.42
Novocure ltd,NVCR,"",8008982.0,674917000.0,0.6522,0.736,32,-644636.0,-7.449324,reduction,8.1574475,Q4 2017,HEALTH CARE,"","",39.13
Netease inc adr,NTES,"",10833360.0,664389000.0,0.642,0.6261,33,492875.0,4.766459,addition,1.6932416,Q3 2016,COMMUNICATIONS,"","",66.9806
Baidu inc adr,BIDU,"",5190923.0,656132000.0,0.634,1.1193,34,-4385883.0,-45.796929,reduction,1.4859229,Q1 2008,COMMUNICATIONS,"","",88.96
Kirby corp,KEX,"",7298977.0,653477000.0,0.6315,0.7094,35,-292646.0,-3.854854,reduction,12.1852705,Q1 2016,TRANSPORTS,"","",69.78
Arthur j. gallagher & co inc,AJG,"",6766642.0,644387000.0,0.6227,0.7133,36,-235063.0,-3.357225,reduction,3.6366110,Q4 2017,FINANCE,"","",63.41
