Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Square inc,SQ,"",6485530.0,405735000.0,6.3895,7.3652,1,-206051.0,-3.079257,reduction,1.5183972,Q4 2016,FINANCE,"","",52.28
Tesla inc,TSLA,"",3519685.0,294478000.0,4.6374,4.0863,2,-1254500.0,-26.276736,reduction,0.3929755,Q1 2018,CONSUMER DISCRETIONARY,"","",49.02
Illumina inc,ILMN,"",833268.0,276428000.0,4.3532,4.0707,3,80144.0,10.641541,addition,0.5668490,Q3 2018,HEALTH CARE,"","",330.4295
Apple inc,AAPL,"",744674.0,218674000.0,3.4437,4.0979,4,-285132.0,-27.687933,reduction,0.0164781,Q1 2010,INFORMATION TECHNOLOGY,"","",42.44
Zillow group inc class c,Z,"",4720432.0,216857000.0,3.415,2.6469,5,-275429.0,-5.513144,reduction,3.3077093,Q3 2018,COMMUNICATIONS,"","",35.05
Crispr therapeutics ag,CRSP,"",3049553.0,185733000.0,2.9249,2.0227,6,272139.0,9.798287,addition,5.5791310,Q3 2018,HEALTH CARE,"","",44.8711
Invitae corp,NVTA,"",10057040.0,162220000.0,2.5546,2.4992,7,2757337.0,37.773277,addition,10.5663375,Q3 2018,HEALTH CARE,"","",20.6374
Splunk inc,SPLK,"",1053578.0,157794000.0,2.4849,2.3815,8,-83690.0,-7.358864,reduction,0.6961203,Q4 2016,INFORMATION TECHNOLOGY,"","",101.26
Lendingtree inc,TREE,"",508907.0,154423000.0,2.4318,2.6669,9,25368.0,5.246319,addition,3.9176828,Q4 2016,FINANCE,"","",266.8401
Mercadolibre inc,MELI,"",260179.0,148807000.0,2.3434,1.8987,10,66309.0,34.202816,addition,0.5233937,Q4 2016,COMMUNICATIONS,"","",462.5533
Editas medicine inc,EDIT,"",4948227.0,146517000.0,2.3073,2.0034,11,-10366.0,-0.209051,reduction,9.9923809,Q3 2018,HEALTH CARE,"","",23.96
