Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Alibaba group holding ltd adr,BABA,"",51146770.0,9947024000.0,10.7768,10.5966,1,-553767.0,-1.071105,reduction,1.9065244,Q3 2014,COMMUNICATIONS,"","",98.55
Amazon.com inc.,AMZN,"",4299219.0,8382272000.0,9.0816,8.0231,2,-193891.0,-4.315296,reduction,0.8623878,Q4 2004,CONSUMER DISCRETIONARY,"","",167.67
Tesla inc,TSLA,"",60382080.0,6328042000.0,6.856,5.5896,3,-8752815.0,-12.660488,reduction,6.5494202,Q1 2013,CONSUMER DISCRETIONARY,"","",41.89
Illumina inc,ILMN,"",17619078.0,4812123000.0,5.2136,5.6869,4,-120629.0,-0.679994,reduction,12.0009301,Q1 2011,HEALTH CARE,"","",113.43
Netflix inc,NFLX,"",8012300.0,3008618000.0,3.2596,2.5152,5,-31635.0,-0.393278,reduction,1.8217887,Q1 2015,COMMUNICATIONS,"","",92.96
Alphabet inc. class c,GOOG,"",2534070.0,2946643000.0,3.1925,3.2497,6,18861.0,0.749878,addition,0.3686271,Q2 2014,COMMUNICATIONS,"","",633.2808
Spotify technology sa,SPOT,"",21677415.0,2632505000.0,2.8521,3.1389,7,-42586.0,-0.196068,reduction,11.7603702,Q2 2018,COMMUNICATIONS,"","",159.22
Meta platforms  inc.,FB,"",15293081.0,2550886000.0,2.7637,3.0574,8,-121532.0,-0.788421,reduction,0.5364519,Q2 2012,COMMUNICATIONS,"","",44.11
Shopify inc,SHOP,"",6023962.0,2511571000.0,2.7211,2.3199,9,-14342.0,-0.237517,reduction,5.7193304,Q3 2017,COMMUNICATIONS,"","",175.37
Tal education group american depositary adr,TAL,"",46947827.0,2500441000.0,2.709,2.2001,10,-287778.0,-0.60924,reduction,7.9330963,Q1 2016,CONSUMER DISCRETIONARY,"","",33.08
Mercadolibre inc,MELI,"",4654923.0,2274303000.0,2.464,2.4329,11,253078.0,5.749362,addition,9.3250619,Q2 2010,COMMUNICATIONS,"","",104.4169
Ferrari n.v.,RACE,"",13327952.0,2070041000.0,2.2427,2.1741,12,-223481.0,-1.649132,reduction,5.3605514,Q1 2016,CONSUMER DISCRETIONARY,"","",45.42
Nvidia corp.,NVDA,"",29837728.0,1966307000.0,2.1303,1.7534,13,-1007660.0,-3.266809,reduction,1.2188614,Q1 2016,INFORMATION TECHNOLOGY,"","",86.3
Mastercard inc,MA,"",5871441.0,1418306000.0,1.5366,1.7122,14,-62560.0,-1.054263,reduction,0.5841596,Q2 2011,FINANCE,"","",53.14
Dexcom inc,DXCM,"",4830552.0,1300723000.0,1.4092,1.0178,15,15253.0,0.316761,addition,5.2309913,Q4 2012,HEALTH CARE,"","",86.3195
Taiwan semiconductor manufacturing co ltd adr,TSM,"",25067396.0,1197972000.0,1.2979,1.4602,16,-940896.0,-3.617677,reduction,0.4833596,Q1 2016,INFORMATION TECHNOLOGY,"","",26.38
Moodys corp,MCO,"",5632479.0,1191269000.0,1.2906,1.2951,17,-12558.0,-0.222461,reduction,3.0086786,Q4 2001,FINANCE,"","",62.88
Microsoft corp.,MSFT,"",7109927.0,1121306000.0,1.2148,1.0989,18,-101104.0,-1.402074,reduction,0.0934773,Q1 2001,INFORMATION TECHNOLOGY,"","",121.28
Intuitive surgical inc,ISRG,"",6498594.0,1072723000.0,1.1622,1.2438,19,-33258.0,-0.509166,reduction,1.8575194,Q3 2009,HEALTH CARE,"","",54.75
Zoom video communications inc,ZM,"",7169538.0,1047612000.0,1.135,0.162,20,4706193.0,191.048879,addition,2.5697120,Q2 2019,INFORMATION TECHNOLOGY,"","",120.1622
Atlassian corp plc,TEAM,"",7576014.0,1039884000.0,1.1266,0.8831,21,-17617.0,-0.231997,reduction,3.0868716,Q2 2016,INFORMATION TECHNOLOGY,"","",31.44
Pinduoduo inc,PDD,"",27255238.0,982007000.0,1.0639,0.6196,22,10301190.0,60.759472,addition,2.2757716,Q3 2018,CONSUMER DISCRETIONARY,"","",33.3179
Trip.com group ltd,TCOM,"",41666786.0,977086000.0,1.0586,1.4893,23,-4284620.0,-9.324241,reduction,7.0256132,Q4 2007,CONSUMER DISCRETIONARY,"","",38.77
Anthem inc,ANTM,"",4097078.0,930201000.0,1.0078,1.2075,24,-40225.0,-0.972252,reduction,1.6249397,Q4 2014,HEALTH CARE,"","",91.96
Workday inc,WDAY,"",7055860.0,918814000.0,0.9955,0.8269,25,1852603.0,35.60468,addition,3.0247321,Q4 2012,COMMUNICATIONS,"","",96.6813
Alnylam pharmaceuticals inc,ALNY,"",8411769.0,915621000.0,0.992,0.9111,26,225046.0,2.748914,addition,7.3764239,Q3 2010,HEALTH CARE,"","",82.8741
Teladoc health inc,TDOC,"",5774002.0,895028000.0,0.9697,0.4637,27,41779.0,0.728845,addition,7.7944981,Q1 2017,HEALTH CARE,"","",70.3471
Salesforce.com inc.,CRM,"",5363352.0,772215000.0,0.8366,0.8471,28,-26211.0,-0.486329,reduction,0.5992572,Q1 2011,INFORMATION TECHNOLOGY,"","",41.94
