Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Mirati therapeutics inc,MRTX,"",3474505.0,595183000.0,7.5266,8.7059,1,-219011.0,-5.929607,reduction,6.8620024,Q4 2017,HEALTH CARE,"","",111.13
Bridgebio pharma inc,BBIO,"",7756928.0,477827000.0,6.0425,5.1177,2,1050660.0,15.666836,addition,5.2075182,Q2 2019,HEALTH CARE,"","",31.6606
Travere therapeutics inc,TVTX,PRN,45000000.0,474750000.0,6.0036,4.749,3,0.0,0.0,,N/A,Q1 2020,MATERIALS,"","",
Springworks therapeutics inc,SWTX,"",4849912.0,356808000.0,4.5121,3.2513,4,672191.0,16.089897,addition,9.9026050,Q3 2019,HEALTH CARE,"","",36.8743
Iovance biotherapeutics inc,IOVA,"",8651785.0,273915000.0,3.4639,4.5643,5,-514519.0,-5.613157,reduction,5.8863988,Q1 2014,HEALTH CARE,"","",13.9
Amicus therapeutics inc,FOLD,"",22861329.0,225870000.0,2.8563,6.2226,6,-2250719.0,-8.962706,reduction,8.6492390,Q1 2014,HEALTH CARE,"","",6.68
Biogen inc,BIIB,CALL,748000.0,209253000.0,2.6462,,7,748000.0,,new,N/A,Q3 2020,HEALTH CARE,"","",
Global blood therapeutics inc,GBT,"",5058642.0,206139000.0,2.6068,2.6375,8,-616069.0,-10.856394,reduction,8.1385096,Q3 2015,HEALTH CARE,"","",32.85
Invitae corp,NVTA,"",5360673.0,204831000.0,2.5903,3.2684,9,-1923793.0,-26.409527,reduction,2.7259287,Q4 2020,HEALTH CARE,"","",41.81
Collegium pharmaceutical inc note 2.625% 2/1,PRN-COLL,PRN,17500000.0,189560000.0,2.3971,1.8592,10,0.0,0.0,,N/A,Q2 2020, ,"","",
Horizon therapeutics plc,HZNP,"",2050002.0,188682000.0,2.386,2.421,11,-1034040.0,-33.528726,reduction,0.9148756,Q4 2020,HEALTH CARE,"","",73.15
Atea pharmaceuticals  inc.,AVIR,"",3109224.0,184693000.0,2.3356,1.3941,12,0.0,0.0,,3.7634220,Q4 2020,HEALTH CARE,"","",
Vbi vaccines inc,VBIV,"",55042465.0,171182000.0,2.1647,1.6244,13,0.0,0.0,,21.6698766,Q1 2015,MATERIALS,"","",32.87
Biogen inc,BIIB,PUT,600000.0,167850000.0,2.1226,,14,600000.0,,new,N/A,Q1 2021,HEALTH CARE,"","",
Landos biopharma inc,LABP,"",14869915.0,140967000.0,1.7826,,15,14869915.0,,new,37.9691263,Q1 2021,HEALTH CARE,"","",9.63
Zymeworks inc,ZYME,"",4330868.0,136769000.0,1.7296,2.1814,16,29869.0,0.694467,addition,9.3814730,Q2 2017,HEALTH CARE,"","",28.8291
Nevro corp note 2.750% 4/0,DEBT-NEVR,PRN,9000000.0,135324000.0,1.7113,1.7752,17,0.0,0.0,,N/A,Q2 2020, ,"","",
Outset medical  inc.,OM,"",2387535.0,129858000.0,1.6422,1.7371,18,-460287.0,-16.162773,reduction,5.5776006,Q3 2020,INFORMATION TECHNOLOGY,"","",50.0
Rocket pharmaceuticals inc,RCKT,"",2867771.0,127243000.0,1.6091,1.9991,19,-529096.0,-15.576,reduction,4.6420377,Q4 2018,HEALTH CARE,"","",29.9
C4 therapeutics  inc.,CCCC,"",3158566.0,116835000.0,1.4775,1.123,20,0.0,0.0,,7.3251648,Q4 2020,HEALTH CARE,"","",33.13
Nevro corp,NVRO,"",812154.0,113295000.0,1.4327,1.816,21,-165411.0,-16.920716,reduction,2.3589398,Q1 2019,HEALTH CARE,"","",90.02
Aldeyra therapeutics inc,ALDX,"",8703879.0,103402000.0,1.3076,0.4627,22,2418421.0,38.476448,addition,18.4221372,Q1 2015,HEALTH CARE,"","",8.3415
Meiragtx holdings plc,MGTX,"",6933277.0,93374000.0,1.1808,1.1265,23,0.0,0.0,,15.6634138,Q2 2018,HEALTH CARE,"","",13.08
Neurocrine biosciences inc.,NBIX,"",941832.0,91593000.0,1.1583,1.9536,24,-957383.0,-50.409406,reduction,1.0025500,Q2 2010,HEALTH CARE,"","",50.25
