Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Jd.com inc adr,JD,"",51650366.0,3108319000.0,12.0531,12.351,1,1000000.0,1.974319,addition,3.3212646,Q4 2014,CONSUMER DISCRETIONARY,"","",29.7704
Microsoft corp.,MSFT,"",11011151.0,2240879000.0,8.6894,10.2494,2,217367.0,2.013816,addition,0.1455029,Q4 2016,INFORMATION TECHNOLOGY,"","",84.7124
Meta platforms  inc.,FB,"",8750500.0,1986976000.0,7.7049,8.7881,3,0.0,0.0,,0.3071627,Q4 2016,COMMUNICATIONS,"","",165.55
Apollo glbl management llc,APO,"",33913500.0,1692962000.0,6.5648,6.8404,4,0.0,0.0,,14.7971300,Q1 2017,FINANCE,"","",25.13
Amazon.com inc.,AMZN,"",593030.0,1636063000.0,6.3441,6.4838,5,40710.0,7.370727,addition,0.1183953,Q2 2015,CONSUMER DISCRETIONARY,"","",835.8657
Alibaba group holding ltd adr,BABA,"",4491662.0,968851000.0,3.7569,5.2595,6,0.0,0.0,,0.1660710,Q3 2016,COMMUNICATIONS,"","",159.66
Ringcentral inc,RNG,"",3326370.0,948049000.0,3.6762,4.2441,7,0.0,0.0,,3.7842056,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,"","",114.26
Sea ltd adr,SE,"",8359235.0,896444000.0,3.4761,2.2301,8,0.0,0.0,,1.7673691,Q1 2018,INFORMATION TECHNOLOGY,"","",14.66
Spotify technology sa,SPOT,"",3185589.0,822487000.0,3.1893,2.0023,9,447109.0,16.326904,addition,1.7004711,Q2 2018,COMMUNICATIONS,"","",180.8562
Transdigm group inc,TDG,"",1757245.0,776790000.0,3.0122,3.3877,10,0.0,0.0,,3.2417740,Q4 2016,INDUSTRIALS,"","",269.66
Carvana co,CVNA,"",6012907.0,722751000.0,2.8026,1.9944,11,0.0,0.0,,3.5238445,Q1 2019,CONSUMER DISCRETIONARY,"","",60.86
Netflix inc,NFLX,"",1551000.0,705767000.0,2.7367,3.5066,12,0.0,0.0,,0.3516884,Q1 2017,COMMUNICATIONS,"","",248.52
Sunrun inc,RUN,"",29773257.0,587129000.0,2.2767,1.8106,13,0.0,0.0,,24.3333130,Q1 2018,ENERGY,"","",13.57
Workday inc,WDAY,"",3010000.0,563954000.0,2.1868,1.8174,14,692000.0,29.853322,addition,1.2808511,Q3 2019,COMMUNICATIONS,"","",146.7526
Pinduoduo inc,PDD,"",6098000.0,523452000.0,2.0298,1.2875,15,162996.0,2.74635,addition,0.5091739,Q3 2018,CONSUMER DISCRETIONARY,"","",36.0475
Crowdstrike holdings inc,CRWD,"",5042000.0,505662000.0,1.9608,0.0838,16,4792000.0,1916.8,addition,2.3343269,Q2 2019,INFORMATION TECHNOLOGY,"","",98.7033
Gds holdings ltd adr,GDS,"",5730659.0,456504000.0,1.7702,2.0002,17,0.0,0.0,,3.5856213,Q2 2019,COMMUNICATIONS,"","",37.57
