Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Square inc,SQ,"",5857039.0,621077000.0,8.1366,6.9989,1,-1337158.0,-18.586619,reduction,1.3205456,Q4 2016,FINANCE,"","",52.29
Tesla inc,TSLA,"",1828140.0,392867000.0,5.1469,4.8038,2,-639805.0,-25.924605,reduction,0.1961926,Q1 2018,CONSUMER DISCRETIONARY,"","",49.02
Invitae corp,NVTA,"",12221159.0,356247000.0,4.6671,3.324,3,-870966.0,-6.652595,reduction,9.2735492,Q3 2018,HEALTH CARE,"","",19.02
Zillow group inc class c,Z,"",5272440.0,300529000.0,3.9372,3.3687,4,237046.0,4.707596,addition,2.3228039,Q3 2018,COMMUNICATIONS,"","",36.1216
Crispr therapeutics ag,CRSP,"",3711970.0,269118000.0,3.5257,2.9668,5,-54571.0,-1.448836,reduction,5.2898181,Q3 2018,HEALTH CARE,"","",44.4
Lendingtree inc,TREE,"",991832.0,267795000.0,3.5083,2.6838,6,203889.0,25.87611,addition,7.5624867,Q4 2016,FINANCE,"","",248.0289
Mercadolibre inc,MELI,"",235337.0,227100000.0,2.9752,2.229,7,-10296.0,-4.191619,reduction,0.4734203,Q4 2016,COMMUNICATIONS,"","",462.55
Roku inc,ROKU,"",1905869.0,221081000.0,2.8963,2.1787,8,564947.0,42.131235,addition,1.5795768,Q3 2019,INFORMATION TECHNOLOGY,"","",106.7081
Pinterest inc,PINS,"",9411133.0,206292000.0,2.7026,2.5181,9,630228.0,7.177256,addition,1.5670833,Q3 2019,COMMUNICATIONS,"","",17.4209
2u  inc,TWOU,"",5410777.0,201551000.0,2.6405,1.9729,10,404989.0,8.090415,addition,8.4013434,Q4 2018,CONSUMER DISCRETIONARY,"","",21.113
Illumina inc,ILMN,"",548821.0,198157000.0,2.596,5.2296,11,-482107.0,-46.764372,reduction,0.3733476,Q3 2018,HEALTH CARE,"","",319.44
Splunk inc,SPLK,"",925789.0,176826000.0,2.3166,2.4422,12,-115902.0,-11.126332,reduction,0.5827375,Q4 2016,INFORMATION TECHNOLOGY,"","",101.26
Apple inc,AAPL,"",475139.0,172856000.0,2.2645,2.6953,13,-95534.0,-16.740585,reduction,0.0111127,Q1 2010,INFORMATION TECHNOLOGY,"","",42.44
Editas medicine inc,EDIT,"",4993055.0,146147000.0,1.9146,1.8812,14,-114622.0,-2.244112,reduction,8.0364301,Q3 2018,HEALTH CARE,"","",23.83
Sea ltd adr,SE,"",1286359.0,138927000.0,1.82,0.6818,15,457905.0,55.27223,addition,0.2719712,Q1 2020,INFORMATION TECHNOLOGY,"","",66.7112
Proto labs inc,PRLB,"",1305221.0,137179000.0,1.7971,1.7412,16,73833.0,5.995917,addition,4.8872681,Q3 2018,CONSUMER DISCRETIONARY,"","",92.724
