Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Ascendis pharma a/s adr,ASND,"",3343100.0,465092000.0,6.6401,6.7976,1,-376073.0,-10.111737,reduction,7.9333175,Q1 2015,HEALTH CARE,"","",29.06
Synthorx inc,THOR,"",5316355.0,371560000.0,5.3047,1.6413,2,0.0,0.0,,16.4746049,Q4 2018,HEALTH CARE,"","",17.38
Tricida inc,TCDA,"",9614280.0,362843000.0,5.1803,6.5104,3,-1500000.0,-13.496151,reduction,19.4660458,Q2 2018,HEALTH CARE,"","",30.09
Springworks therapeutics inc,SWTX,"",7406307.0,285069000.0,4.0699,3.0469,4,0.0,0.0,,17.6845917,Q3 2019,HEALTH CARE,"","",21.68
Prevail therapeutics inc,PRVL,"",13822463.0,218810000.0,3.1239,3.2209,5,0.0,0.0,,40.6304027,Q2 2019,HEALTH CARE,"","",13.2
Boston scientific corp. 5.5% mandatory convertible preferred stock series a due 6/1/2023,BSX+A,"",4674800.0,211394000.0,3.018,,6,4674800.0,,new,N/A,Q4 2019,HEALTH CARE,"","",
Alector inc,ALEC,"",10987944.0,189322000.0,2.7029,3.4292,7,-1544385.0,-12.323208,reduction,15.9638878,Q1 2019,HEALTH CARE,"","",18.72
Alexion pharmaceuticals inc.,ALXN1,"",1662585.0,179809000.0,2.5671,3.0911,8,-700.0,-0.042085,reduction,0.7414641,Q1 2011,HEALTH CARE,"","",136.37
Merck & co,MRK,"",2047896.8,177725000.0,2.5374,3.1214,9,0.0,0.0,,0.0763207,Q1 2016,HEALTH CARE,"","",59.09
Mirati therapeutics inc,MRTX,"",1340600.0,172750000.0,2.4663,0.7911,10,805457.0,150.51248,addition,3.4111959,Q3 2019,HEALTH CARE,"","",108.5217
Vertex pharmaceuticals  inc.,VRTX,"",783100.0,171460000.0,2.4479,2.721,11,-63300.0,-7.478733,reduction,0.3046608,Q4 2012,HEALTH CARE,"","",96.2
Turning point therapeutics inc,TPTX,"",2745327.0,171006000.0,2.4414,1.9587,12,0.0,0.0,,8.7598181,Q2 2019,HEALTH CARE,"","",40.5
Iovance biotherapeutics inc,IOVA,"",5548326.0,153578000.0,2.1926,1.9161,13,0.0,0.0,,4.4805992,Q1 2015,HEALTH CARE,"","",8.56
Nextcure inc,NXTC,"",2711013.0,152711000.0,2.1802,1.587,14,0.0,0.0,,No Data,Q2 2019,HEALTH CARE,"","",14.98
Humana  inc.,HUM,"",391900.0,143639000.0,2.0507,0.882,15,210100.0,115.566557,addition,0.2901029,Q2 2018,HEALTH CARE,"","",315.0974
Bristol-myers squibb co,BMY,"",1700000.0,109123000.0,1.5579,,16,1700000.0,,new,0.1039266,Q2 2007,HEALTH CARE,"","",64.19
Ehealth inc,EHTH,"",1111914.0,106833000.0,1.5252,1.4162,17,-5500.0,-0.492208,reduction,4.8746778,Q1 2015,FINANCE,"","",24.87
89bio  inc.,ETNB,"",4004442.0,105277000.0,1.503,,18,4004442.0,,new,No Data,Q4 2019,HEALTH CARE,"","",26.29
Edwards lifesciences corp.,EW,"",1304700.0,101458000.0,1.4485,2.119,19,-218700.0,-14.356046,reduction,0.2091167,Q1 2016,HEALTH CARE,"","",47.26
Neurocrine biosciences inc.,NBIX,"",935970.0,100607000.0,1.4364,2.6934,20,-639200.0,-40.579747,reduction,1.0220245,Q1 2012,HEALTH CARE,"","",84.99
Cigna holding co,CI,"",489700.0,100139000.0,1.4297,0.8399,21,198100.0,67.935528,addition,0.1296841,Q2 2017,HEALTH CARE,"","",195.2424
Inspire medical systems inc,INSP,"",1347000.0,99961000.0,1.4271,1.7032,22,-124000.0,-8.42964,reduction,No Data,Q2 2018,HEALTH CARE,"","",35.66
Arqule  inc.,ARQL,"",5000000.0,99800000.0,1.4248,0.5036,23,1298727.0,35.088657,addition,4.1576584,Q2 2019,HEALTH CARE,"","",11.262
Intuitive surgical inc,ISRG,"",503400.0,99195000.0,1.4162,2.1065,24,-113400.0,-18.385214,reduction,0.1455965,Q4 2013,HEALTH CARE,"","",327.28
Sarepta therapeutics inc,SRPT,"",766049.0,98851000.0,1.4113,1.1968,25,-71300.0,-8.514968,reduction,1.0304668,Q4 2017,HEALTH CARE,"","",121.3
Danaher corp,DHR+B,"",638900.0,98058000.0,1.4,,26,638900.0,,new,N/A,Q4 2019,HEALTH CARE,"","",
Bausch health companies,BHC,"",3183100.0,95238000.0,1.3597,1.3733,27,-129200.0,-3.900613,reduction,0.9112797,Q3 2018,HEALTH CARE,"","",22.37
