Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Neurocrine biosciences inc.,NBIX,"",4059900.0,365837000.0,9.8561,7.7956,1,36038.0,0.895607,addition,4.4331732,Q2 2010,HEALTH CARE,"","",39.9294
Global blood therapeutics inc,GBT,"",5875726.0,285090000.0,7.6806,6.9712,2,100000.0,1.731384,addition,9.7896135,Q3 2015,HEALTH CARE,"","",32.232
Mirati therapeutics inc,MRTX,"",3314606.0,258241000.0,6.9573,6.8531,3,415000.0,14.312289,addition,8.4341120,Q4 2017,HEALTH CARE,"","",88.2501
Iovance biotherapeutics inc,IOVA,"",11014702.0,200467000.0,5.4008,6.7039,4,-900425.0,-7.55699,reduction,8.8950190,Q1 2014,HEALTH CARE,"","",9.86
Amicus therapeutics inc,FOLD,"",24609700.0,197369000.0,5.3173,6.1597,5,3100214.0,14.413241,addition,9.6648863,Q1 2014,HEALTH CARE,"","",6.5953
Bridgebio pharma inc,BBIO,"",6706268.0,143983000.0,3.8791,4.1503,6,0.0,0.0,,5.7436348,Q2 2019,HEALTH CARE,"","",26.97
Zogenix inc,ZGNX,"",3264152.0,130696000.0,3.5211,3.8452,7,-243071.0,-6.930583,reduction,7.3766147,Q3 2016,HEALTH CARE,"","",16.6
Athenex inc,ATNX,"",10735245.0,130594000.0,3.5183,4.3056,8,913127.0,9.296641,addition,13.8913626,Q1 2018,HEALTH CARE,"","",16.5613
Amarin corp. adr,AMRN,"",7636079.0,115763000.0,3.1188,2.7591,9,1434810.0,23.137361,addition,2.1377002,Q3 2018,HEALTH CARE,"","",15.5823
Dova pharmaceuticals inc,DOVA,"",3708705.0,103658000.0,2.7927,1.1496,10,155645.0,4.38059,addition,12.8774479,Q2 2017,HEALTH CARE,"","",23.6868
Meiragtx holdings plc,MGTX,"",6433277.0,102610000.0,2.7644,3.5743,11,425531.0,7.083039,addition,19.2786245,Q2 2018,HEALTH CARE,"","",12.9243
Quotient ltd,QTNT,"",10789054.0,83830000.0,2.2585,2.3148,12,0.0,0.0,,16.2804497,Q2 2014,HEALTH CARE,"","",7.34
Nevro corp,NVRO,"",974773.0,83801000.0,2.2577,1.6925,13,-162992.0,-14.32563,reduction,3.1556264,Q1 2019,HEALTH CARE,"","",63.98
Solid biosciences inc,SLDB,"",6749803.0,69792000.0,1.8803,0.5182,14,2822581.0,71.872204,addition,No Data,Q1 2018,HEALTH CARE,"","",8.6876
Springworks therapeutics inc,SWTX,"",3217522.0,69755000.0,1.8793,,15,3217522.0,,new,No Data,Q3 2019,HEALTH CARE,"","",21.68
Blueprint medicines corp,BPMC,"",883264.0,64893000.0,1.7483,2.625,16,-329467.0,-27.16736,reduction,1.7981759,Q2 2015,HEALTH CARE,"","",65.89
Zymeworks inc,ZYME,"",2388890.0,59244000.0,1.5961,1.1958,17,20000.0,0.844277,addition,6.0770542,Q2 2017,HEALTH CARE,"","",19.3262
Myokardia inc,MYOK1,"",1130511.0,58956000.0,1.5883,1.2662,18,30000.0,2.726006,addition,2.4512381,Q4 2015,HEALTH CARE,"","",33.4011
Adma biologics inc,ADMA,"",11521102.0,51268000.0,1.3812,1.0231,19,0.0,0.0,,19.4219521,Q3 2016,HEALTH CARE,"","",4.05
Verrica pharmaceuticals inc,VRCA,"",3410412.0,50337000.0,1.3561,0.9093,20,0.0,0.0,,13.2494639,Q2 2018,HEALTH CARE,"","",19.73
Neptune wellness solutions inc,NEPT,"",13436906.0,47835000.0,1.2887,0.6879,21,4545454.0,51.121617,addition,14.5342412,Q2 2011,HEALTH CARE,"","",3.2027
Vbi vaccines inc,VBIV,"",45951556.0,45951000.0,1.238,0.5646,22,20000000.0,77.06667,addition,53.0918834,Q1 2015,MATERIALS,"","",38.755
Kodiak sciences inc,KOD,"",3135199.0,45084000.0,1.2146,0.8417,23,0.0,0.0,,8.4895722,Q4 2018,HEALTH CARE,"","",7.1
Arena pharmaceuticals inc,ARNA,"",953129.0,43624000.0,1.1753,1.8568,24,-427042.0,-30.941238,reduction,1.9127614,Q4 2017,HEALTH CARE,"","",43.71
Allogene therapeutics inc,ALLO,"",1543790.0,42075000.0,1.1335,0.9511,25,0.0,0.0,,No Data,Q4 2018,HEALTH CARE,"","",26.93
Crinetics pharmaceuticals inc,CRNX,"",2587953.0,38922000.0,1.0486,1.4846,26,0.0,0.0,,10.6940207,Q3 2018,HEALTH CARE,"","",28.65
Travere therapeutics inc,TVTX,"",3270571.0,37905000.0,1.0212,1.7391,27,-502011.0,-13.306828,reduction,7.6148335,Q4 2013,MATERIALS,"","",17.07
Momenta pharmaceuticals inc,MNTA1,"",2905000.0,37649000.0,1.0143,0.8299,28,0.0,0.0,,2.9429642,Q2 2018,HEALTH CARE,"","",11.19
Albireo pharma inc,ALBO,"",1704330.0,34087000.0,0.9183,1.2609,29,0.0,0.0,,13.4304965,Q2 2017,HEALTH CARE,"","",24.69
Foamix pharmaceuticals ltd,FOMX1,"",11203881.0,34060000.0,0.9176,0.2546,30,6542057.0,140.332561,addition,18.3670180,Q2 2016,HEALTH CARE,"","",4.0469
Spark therapeutics inc,ONCE,"",350000.0,33943000.0,0.9145,0.8222,31,0.0,0.0,,0.9093271,Q2 2019,HEALTH CARE,"","",102.38
Kadmon holdings inc,KDMN,"",13165746.0,33177000.0,0.8938,0.6223,32,0.0,0.0,,10.1556202,Q3 2016,HEALTH CARE,"","",4.47
Dbv technologies s.a. adr,DBVT,"",3609084.0,31038000.0,0.8362,0.6807,33,0.0,0.0,,5.9832294,Q4 2014,HEALTH CARE,"","",12.08
Protagonist therapeutics inc,PTGX,"",2071297.0,24876000.0,0.6702,0.5756,34,0.0,0.0,,7.8816476,Q3 2018,HEALTH CARE,"","",10.55
Eidos therapeutics inc,EIDX1,"",686992.0,24711000.0,0.6657,0.4899,35,0.0,0.0,,1.8627766,Q2 2018,HEALTH CARE,"","",20.34
Cytomx therapeutics inc,CTMX,"",3253923.0,24014000.0,0.647,0.812,36,100000.0,3.170654,addition,7.1656529,Q4 2015,HEALTH CARE,"","",16.307
Establishment labs holdings inc,ESTA,"",1260528.0,23836000.0,0.6422,0.636,37,0.0,0.0,,6.1489171,Q3 2018,HEALTH CARE,"","",23.02
Invitae corp,NVTA,"",1198182.0,23088000.0,0.622,0.7245,38,-145309.0,-10.815778,reduction,1.2588590,Q4 2016,HEALTH CARE,"","",10.95
Rocket pharmaceuticals inc,RCKT,"",1977412.0,23037000.0,0.6206,0.6806,39,0.0,0.0,,3.9273327,Q4 2018,HEALTH CARE,"","",15.26
Turning point therapeutics inc,TPTX,"",597190.0,22454000.0,0.6049,0.3969,40,172222.0,40.525875,addition,1.9055201,Q2 2019,HEALTH CARE,"","",39.806
Y-mabs therapeutics inc,YMAB,"",854940.0,22280000.0,0.6002,,41,854940.0,,new,2.4716392,Q3 2019,HEALTH CARE,"","",26.06
