Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Ascendis pharma a/s adr,ASND,"",3287400.0,370194000.0,6.2214,6.6401,1,-55700.0,-1.666118,reduction,6.8507714,Q1 2015,HEALTH CARE,"","",29.06
Tricida inc,TCDA,"",9614280.0,211514000.0,3.5546,5.1803,2,0.0,0.0,,19.2843554,Q2 2018,HEALTH CARE,"","",30.09
Alector inc,ALEC,"",8327691.0,200947000.0,3.3771,2.7029,3,-2660253.0,-24.210653,reduction,10.5423324,Q1 2019,HEALTH CARE,"","",18.72
Springworks therapeutics inc,SWTX,"",7406307.0,199970000.0,3.3606,4.0699,4,0.0,0.0,,17.2233934,Q3 2019,HEALTH CARE,"","",21.68
Merck & co,MRK,"",2713376.8,199205000.0,3.3478,2.5374,5,665480.0,32.495778,addition,0.1025351,Q1 2016,HEALTH CARE,"","",63.4679
Alexion pharmaceuticals inc.,ALXN1,"",2071385.0,185990000.0,3.1257,2.5671,6,408800.0,24.588217,addition,0.9326362,Q1 2011,HEALTH CARE,"","",127.1772
Vertex pharmaceuticals  inc.,VRTX,"",737400.0,175464000.0,2.9488,2.4479,7,-45700.0,-5.835781,reduction,0.2844155,Q4 2012,HEALTH CARE,"","",96.2
Prevail therapeutics inc,PRVL,"",13822463.0,168496000.0,2.8317,3.1239,8,0.0,0.0,,40.4509998,Q2 2019,HEALTH CARE,"","",13.2
Iovance biotherapeutics inc,IOVA,"",5548326.0,166089000.0,2.7912,2.1926,9,0.0,0.0,,4.3740364,Q1 2015,HEALTH CARE,"","",8.56
Boston scientific corp. 5.5% mandatory convertible preferred stock series a due 6/1/2023,BSX+A,"",4847300.0,158167000.0,2.6581,3.018,10,172500.0,3.689997,addition,N/A,Q4 2019,HEALTH CARE,"","",
Biogen inc,BIIB,"",480400.0,151989000.0,2.5543,0.2732,11,415900.0,644.806202,addition,0.2943853,Q3 2010,HEALTH CARE,"","",308.8666
Arcutis biotherapeutics  inc.,ARQT,"",4673850.0,139281000.0,2.3407,,12,4673850.0,,new,12.2708788,Q1 2020,HEALTH CARE,"","",29.8
Bristol-myers squibb co,BMY,"",2474800.0,137945000.0,2.3183,1.5579,13,774800.0,45.576471,addition,0.1093852,Q2 2007,HEALTH CARE,"","",61.5445
Turning point therapeutics inc,TPTX,"",2745327.0,122606000.0,2.0605,2.4414,14,0.0,0.0,,7.6420773,Q2 2019,HEALTH CARE,"","",40.5
Gilead sciences inc.,GILD,"",1471100.0,109979000.0,1.8483,0.3025,15,1145000.0,351.119289,addition,0.1168453,Q2 2006,HEALTH CARE,"","",73.3014
Passage bio  inc.,PASG,"",6962899.0,109666000.0,1.843,,16,6962899.0,,new,15.2034022,Q1 2020,HEALTH CARE,"","",15.75
Mirati therapeutics inc,MRTX,"",1423300.0,109409000.0,1.8387,2.4663,17,82700.0,6.16888,addition,3.2717412,Q3 2019,HEALTH CARE,"","",106.681
89bio  inc.,ETNB,"",4004442.0,101112000.0,1.6993,1.503,18,0.0,0.0,,29.0408821,Q4 2019,HEALTH CARE,"","",26.29
Nextcure inc,NXTC,"",2711013.0,100497000.0,1.6889,2.1802,19,0.0,0.0,,9.8521910,Q2 2019,HEALTH CARE,"","",14.98
Neurocrine biosciences inc.,NBIX,"",1155015.0,99967000.0,1.68,1.4364,20,219045.0,23.402994,addition,1.2449047,Q1 2012,HEALTH CARE,"","",85.2858
Natera inc,NTRA,"",3347000.0,99941000.0,1.6796,1.1739,21,906387.0,37.137678,addition,4.2551882,Q3 2015,HEALTH CARE,"","",25.0546
Pfizer  inc.,PFE,"",3174753.4,98315000.0,1.6523,,22,3174753.4,,new,0.0542952,Q1 2020,HEALTH CARE,"","",32.64
Dexcom inc,DXCM,"",338000.0,91013000.0,1.5295,0.7336,23,103100.0,43.891017,addition,0.3660193,Q4 2018,HEALTH CARE,"","",178.5972
Ehealth inc,EHTH,"",638558.0,89922000.0,1.5112,1.5252,24,-473356.0,-42.571278,reduction,2.5014335,Q1 2015,FINANCE,"","",24.87
Sarepta therapeutics inc,SRPT,"",902449.0,88278000.0,1.4836,1.4113,25,136400.0,17.80565,addition,1.1575703,Q4 2017,HEALTH CARE,"","",117.7511
Humana  inc.,HUM,"",280300.0,88020000.0,1.4792,2.0507,26,-111600.0,-28.476652,reduction,0.2121494,Q2 2018,HEALTH CARE,"","",315.1
Intuitive surgical inc,ISRG,"",507300.0,83740000.0,1.4073,1.4162,27,3900.0,0.774732,addition,0.1450036,Q4 2013,HEALTH CARE,"","",328.571
Centene corp,CNC,"",1335700.0,79354000.0,1.3336,,28,1335700.0,,new,0.2276202,Q1 2020,HEALTH CARE,"","",59.41
Cigna holding co,CI,"",439700.0,77906000.0,1.3093,1.4297,29,-50000.0,-10.210333,reduction,0.1182245,Q2 2017,HEALTH CARE,"","",195.24
Bellus health ord shs,BLU:TSE,"",7025832.0,69370000.0,1.1658,0.7586,30,0.0,0.0,,N/A,Q3 2019, ,"","",
Horizon therapeutics plc,HZNP,"",2341700.0,69361000.0,1.1657,0.8178,31,759400.0,47.993427,addition,1.2314635,Q4 2019,HEALTH CARE,"","",34.0661
Hca healthcare inc,HCA,"",709800.0,63776000.0,1.0718,0.401,32,519800.0,273.578947,addition,0.2097091,Q4 2019,HEALTH CARE,"","",105.3648
Stryker corp.,SYK,"",371100.0,61784000.0,1.0383,,33,371100.0,,new,0.0990054,Q1 2020,HEALTH CARE,"","",166.49
Agios pharmaceuticals inc,AGIO,"",1652696.0,58638000.0,0.9855,,34,1652696.0,,new,2.4022774,Q1 2020,HEALTH CARE,"","",35.48
Exelixis inc,EXEL,"",3180100.0,54761000.0,0.9203,0.9443,35,-573600.0,-15.280923,reduction,1.0401543,Q2 2018,HEALTH CARE,"","",20.39
Ptc therapeutics inc,PTCT,"",1148723.0,51245000.0,0.8612,1.1857,36,-580477.0,-33.569107,reduction,1.8294034,Q3 2018,HEALTH CARE,"","",44.97
Meiragtx holdings plc,MGTX,"",3582320.0,48146000.0,0.8091,0.9869,37,129300.0,3.744548,addition,9.7238859,Q3 2018,HEALTH CARE,"","",16.5245
Glaukos corp,GKOS,"",1547646.0,47760000.0,0.8026,1.2035,38,0.0,0.0,,3.5030772,Q4 2019,HEALTH CARE,"","",54.47
Deciphera pharmaceuticals inc,DCPH,"",1157600.0,47658000.0,0.8009,1.3455,39,-356571.0,-23.548925,reduction,2.0756902,Q3 2017,HEALTH CARE,"","",24.1
Kala pharmaceuticals inc,KALA,"",5402730.0,47490000.0,0.7981,0.1816,40,1954890.0,56.698977,addition,9.8999993,Q3 2017,HEALTH CARE,"","",16.365
Uniqure n.v.,QURE,"",983979.0,46690000.0,0.7847,1.1067,41,-97786.0,-9.039486,reduction,2.2226915,Q2 2019,HEALTH CARE,"","",76.7
Biomarin pharmaceutical inc,BMRN,"",540500.0,45672000.0,0.7675,0.0419,42,505800.0,1457.636888,addition,0.2990140,Q2 2015,HEALTH CARE,"","",84.5032
Imara inc.,IMRA,"",2719902.0,43600000.0,0.7327,,43,2719902.0,,new,16.4092048,Q1 2020,HEALTH CARE,"","",16.03
Applied therapeutics inc,APLT,"",1319877.0,43147000.0,0.7251,0.3845,44,332691.0,33.700944,addition,6.0078308,Q4 2019,HEALTH CARE,"","",28.6437
Arvinas holding company llc,ARVN,"",995000.0,40099000.0,0.6739,1.1139,45,-903800.0,-47.598483,reduction,2.5410529,Q3 2018,HEALTH CARE,"","",16.82
Bausch health companies,BHC,"",2399880.0,37198000.0,0.6251,1.3597,46,-783220.0,-24.605573,reduction,0.6815397,Q3 2018,HEALTH CARE,"","",22.37
Avalanche biotechnologies inc,ADVM,"",3450644.0,33713000.0,0.5666,0.7142,47,-891546.0,-20.532174,reduction,4.3305592,Q1 2019,HEALTH CARE,"","",6.91
Edwards lifesciences corp.,EW,"",530400.0,33348000.0,0.5604,1.4485,48,-774300.0,-59.346976,reduction,0.0852764,Q1 2016,HEALTH CARE,"","",47.26
Logicbio therapeutics inc,LOGC,"",6466783.0,31946000.0,0.5369,0.6647,49,0.0,0.0,,27.7547801,Q4 2018,HEALTH CARE,"","",10.4
Thermo fisher scientific  inc.,TMO,"",110300.0,31281000.0,0.5257,1.0227,50,-110200.0,-49.977324,reduction,0.0279275,Q4 2007,HEALTH CARE,"","",147.8
Atricure inc,ATRC,"",928189.0,31178000.0,0.524,0.0783,51,759568.0,450.458721,addition,2.3158787,Q4 2019,HEALTH CARE,"","",33.3938
Prothena corp plc,PRTA,"",2902239.0,31054000.0,0.5219,0.6559,52,0.0,0.0,,7.2717020,Q1 2019,CONSUMER STAPLES,"","",11.81
Athenex inc,ATNX,"",4009346.0,31032000.0,0.5215,0.6044,53,1237125.0,44.625771,addition,4.9104750,Q1 2018,HEALTH CARE,"","",15.8644
Crinetics pharmaceuticals inc,CRNX,"",2039282.0,29977000.0,0.5038,0.7305,54,0.0,0.0,,6.2193338,Q3 2018,HEALTH CARE,"","",28.43
Nanostring technologies inc,NSTG,"",1192400.0,28677000.0,0.4819,,55,1192400.0,,new,3.1622202,Q1 2020,HEALTH CARE,"","",24.05
Harpoon therapeutics inc,HARP,"",2446409.0,28329000.0,0.4761,0.5166,56,0.0,0.0,,9.7821066,Q1 2019,HEALTH CARE,"","",9.47
Acadia healthcare company inc.,ACHC,"",1380160.0,25326000.0,0.4256,,57,1380160.0,,new,1.5545950,Q1 2020,HEALTH CARE,"","",18.35
Scpharmaceuticals inc,SCPH,"",3409865.0,25233000.0,0.4241,0.2755,58,0.0,0.0,,16.2514751,Q4 2017,HEALTH CARE,"","",12.09
Tela bio  inc,TELA,"",3027542.0,23675000.0,0.3979,0.5598,59,0.0,0.0,,26.5402372,Q4 2019,HEALTH CARE,"","",12.95
Crispr therapeutics ag,CRSP,"",551200.0,23376000.0,0.3929,0.6664,60,-215178.0,-28.077267,reduction,0.9033443,Q3 2019,HEALTH CARE,"","",47.49
Acceleron pharma inc,XLRN,"",257549.0,23146000.0,0.389,0.0814,61,150049.0,139.580465,addition,0.4811922,Q4 2019,HEALTH CARE,"","",74.4889
Benefytt technologies ord shs class a,BFYT,"",962900.0,21559000.0,0.3623,,62,962900.0,,new,N/A,Q1 2020, ,"","",
Amgen  inc.,AMGN,"",105200.0,21327000.0,0.3584,0.4202,63,-16900.0,-13.841114,reduction,0.0178984,Q4 2002,HEALTH CARE,"","",132.67
Inspire medical systems inc,INSP,"",347000.0,20917000.0,0.3515,1.4271,64,-1000000.0,-74.23905,reduction,1.3114414,Q2 2018,HEALTH CARE,"","",35.66
Zymeworks inc,ZYME,"",582302.0,20654000.0,0.3471,,65,582302.0,,new,1.4813393,Q1 2020,HEALTH CARE,"","",35.47
Novo-nordisk a/s ads,NVO,"",330000.0,19866000.0,0.3339,0.2727,66,0.0,0.0,,0.0140815,Q3 2017,HEALTH CARE,"","",48.15
Aurinia pharmaceuticals inc,AUPH,"",1336547.0,19393000.0,0.3259,0.6784,67,-1008900.0,-43.015255,reduction,1.1901859,Q1 2019,HEALTH CARE,"","",6.51
Iqvia holdings inc,IQV,"",175000.0,18876000.0,0.3172,0.386,68,0.0,0.0,,0.0907599,Q3 2019,HEALTH CARE,"","",149.38
Xenon pharmaceuticals inc,XENE,"",1662812.0,18856000.0,0.3169,0.1188,69,1028000.0,161.937708,addition,4.7568345,Q3 2016,HEALTH CARE,"","",10.1031
Alcon inc,ALC,"",351380.0,17946000.0,0.3016,0.2845,70,0.0,0.0,,0.0719653,Q2 2019,HEALTH CARE,"","",62.05
Abbvie inc,ABBV,"",229000.0,17448000.0,0.2932,,71,229000.0,,new,0.0155078,Q1 2020,HEALTH CARE,"","",76.19
Sinovac biotech ltd,SVA1,"",2839500.0,17151000.0,0.2882,0.2449,72,0.0,0.0,,3.9916498,Q4 2012,HEALTH CARE,"","",4.37
Si-bone inc,SIBN,"",1381300.0,16507000.0,0.2774,,73,1381300.0,,new,4.8593137,Q4 2018,HEALTH CARE,"","",11.95
Pfizer  inc.,PFE,CALL,527000.0,16320000.0,0.2743,,74,527000.0,,new,N/A,Q1 2020,HEALTH CARE,"","",
Biomx ord shs,PHGE,"",2313489.0,16194000.0,0.2722,0.3199,75,0.0,0.0,,N/A,Q4 2019, ,"","",
Verrica pharmaceuticals inc,VRCA,"",1479733.0,16173000.0,0.2718,0.3357,76,0.0,0.0,,5.7321792,Q2 2018,HEALTH CARE,"","",19.73
Spdr s&p 500 etf trust,SPY,PUT,50000.0,15774000.0,0.2651,,77,50000.0,,new,No Data,Q1 2020,FINANCE,"","",
Sierra oncology inc,SRRA,"",1477320.0,14507000.0,0.2438,,78,1477320.0,,new,14.2108319,Q1 2020,HEALTH CARE,"","",9.82
Corvus pharmaceuticals inc,CRVS,"",6767584.0,14280000.0,0.24,0.5256,79,0.0,0.0,,24.2103802,Q1 2016,HEALTH CARE,"","",12.94
