Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Ascendis pharma a/s adr,ASND,"",3719173.0,358231000.0,6.7976,6.8599,1,-127500.0,-3.314553,reduction,8.8257546,Q1 2015,HEALTH CARE,"","",29.06
Tricida inc,TCDA,"",11114280.0,343098000.0,6.5104,6.7921,2,0.0,0.0,,22.5030978,Q2 2018,HEALTH CARE,"","",30.09
Boston scientific inc.,BSX,"",5268700.0,214383000.0,4.068,4.4947,3,-1483800.0,-21.974084,reduction,0.3782350,Q1 2014,HEALTH CARE,"","",21.42
Alector inc,ALEC,"",12532329.0,180716000.0,3.4292,3.8789,4,-650000.0,-4.930843,reduction,18.2076551,Q1 2019,HEALTH CARE,"","",18.72
Prevail therapeutics inc,PRVL,"",13822463.0,169740000.0,3.2209,2.8257,5,0.0,0.0,,40.6304027,Q2 2019,HEALTH CARE,"","",13.2
Merck & co,MRK,"",2047896.8,164496000.0,3.1214,3.3375,6,-645568.0,-23.967939,reduction,0.0763207,Q1 2016,HEALTH CARE,"","",59.09
Alexion pharmaceuticals inc.,ALXN1,"",1663285.0,162902000.0,3.0911,3.907,7,-262800.0,-13.644258,reduction,0.7417763,Q1 2011,HEALTH CARE,"","",136.37
Springworks therapeutics inc,SWTX,"",7406307.0,160569000.0,3.0469,,8,7406307.0,,new,No Data,Q3 2019,HEALTH CARE,"","",21.68
Vertex pharmaceuticals  inc.,VRTX,"",846400.0,143397000.0,2.721,2.7642,9,-126900.0,-13.038118,reduction,0.3292873,Q4 2012,HEALTH CARE,"","",96.2
Neurocrine biosciences inc.,NBIX,"",1575170.0,141939000.0,2.6934,2.397,10,-258030.0,-14.075387,reduction,1.7199934,Q1 2012,HEALTH CARE,"","",84.99
Edwards lifesciences corp.,EW,"",1523400.0,111670000.0,2.119,2.0457,11,-621600.0,-28.979021,reduction,0.2441698,Q1 2016,HEALTH CARE,"","",47.26
Intuitive surgical inc,ISRG,"",616800.0,111010000.0,2.1065,1.7084,12,-14100.0,-2.234903,reduction,0.1783948,Q4 2013,HEALTH CARE,"","",327.28
Turning point therapeutics inc,TPTX,"",2745327.0,103224000.0,1.9587,1.6184,13,177777.0,6.923994,addition,8.7598181,Q2 2019,HEALTH CARE,"","",40.4993
Thermo fisher scientific  inc.,TMO,"",351900.0,102498000.0,1.9449,2.1049,14,-110900.0,-23.962835,reduction,0.0878696,Q4 2007,HEALTH CARE,"","",147.8
Iovance biotherapeutics inc,IOVA,"",5548326.0,100980000.0,1.9161,2.1069,15,0.0,0.0,,4.4805992,Q1 2015,HEALTH CARE,"","",8.56
Natera inc,NTRA,"",3000128.0,98404000.0,1.8673,1.3772,16,-224200.0,-6.953387,reduction,4.2779524,Q3 2015,HEALTH CARE,"","",23.27
Avedro inc,AVDR1,"",4240128.0,96251000.0,1.8264,1.2897,17,0.0,0.0,,24.7382030,Q1 2019,HEALTH CARE,"","",12.27
Inspire medical systems inc,INSP,"",1471000.0,89760000.0,1.7032,1.3817,18,0.0,0.0,,No Data,Q2 2018,HEALTH CARE,"","",35.66
Synthorx inc,THOR,"",5316355.0,86497000.0,1.6413,1.1123,19,0.0,0.0,,16.4746049,Q4 2018,HEALTH CARE,"","",17.38
Nextcure inc,NXTC,"",2711013.0,83635000.0,1.587,0.6289,20,0.0,0.0,,No Data,Q2 2019,HEALTH CARE,"","",14.98
Deciphera pharmaceuticals inc,DCPH,"",2460571.0,83512000.0,1.5847,1.2636,21,-1157600.0,-31.994066,reduction,4.8579882,Q3 2017,HEALTH CARE,"","",24.1
Wright medical group n.v.,WMGI2,"",3837250.0,79162000.0,1.5021,1.934,22,-350549.0,-8.370722,reduction,3.0290890,Q4 2015,HEALTH CARE,"","",25.25
Ehealth inc,EHTH,"",1117414.0,74632000.0,1.4162,1.2132,23,207600.0,22.817851,addition,4.8987900,Q1 2015,FINANCE,"","",24.8661
Bausch health companies,BHC,"",3312300.0,72374000.0,1.3733,1.461,24,-428400.0,-11.452402,reduction,0.9482680,Q3 2018,HEALTH CARE,"","",22.37
Logicbio therapeutics inc,LOGC,"",6466783.0,69906000.0,1.3265,1.302,25,0.0,0.0,,28.7540373,Q4 2018,HEALTH CARE,"","",10.4
