Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Square inc,SQ,"",7194197.0,376832000.0,6.9989,6.3895,1,708667.0,10.926894,addition,1.6376836,Q4 2016,FINANCE,"","",52.2899
Illumina inc,ILMN,"",1030928.0,281567000.0,5.2296,4.3532,2,197660.0,23.72106,addition,0.7021988,Q3 2018,HEALTH CARE,"","",319.4419
Tesla inc,TSLA,"",2467945.0,258641000.0,4.8038,4.6374,3,-1051740.0,-29.881651,reduction,0.2676888,Q1 2018,CONSUMER DISCRETIONARY,"","",49.02
Zillow group inc class c,Z,"",5035394.0,181375000.0,3.3687,3.415,4,314962.0,6.672313,addition,2.3977815,Q3 2018,COMMUNICATIONS,"","",35.1107
Invitae corp,NVTA,"",13092125.0,178969000.0,3.324,2.5546,5,3035085.0,30.178711,addition,10.5157652,Q3 2018,HEALTH CARE,"","",19.0242
Crispr therapeutics ag,CRSP,"",3766541.0,159739000.0,2.9668,2.9249,6,716988.0,23.511249,addition,6.1728655,Q3 2018,HEALTH CARE,"","",44.4017
Apple inc,AAPL,"",570673.0,145116000.0,2.6953,3.4437,7,-174001.0,-23.366064,reduction,0.0130425,Q1 2010,INFORMATION TECHNOLOGY,"","",42.44
Lendingtree inc,TREE,"",787943.0,144501000.0,2.6838,2.4318,8,279036.0,54.83045,addition,6.0397087,Q4 2016,FINANCE,"","",237.2877
Pinterest inc,PINS,"",8780905.0,135577000.0,2.5181,0.849,9,5888564.0,203.591624,addition,1.5091619,Q3 2019,COMMUNICATIONS,"","",17.0837
Splunk inc,SPLK,"",1041691.0,131493000.0,2.4422,2.4849,10,-11887.0,-1.128251,reduction,0.6567223,Q4 2016,INFORMATION TECHNOLOGY,"","",101.26
Mercadolibre inc,MELI,"",245633.0,120011000.0,2.229,2.3434,11,-14546.0,-5.590766,reduction,0.4920689,Q4 2016,COMMUNICATIONS,"","",462.55
Roku inc,ROKU,"",1340922.0,117304000.0,2.1787,1.1853,12,778830.0,138.559168,addition,1.1176356,Q3 2019,INFORMATION TECHNOLOGY,"","",102.5748
Amazon.com inc.,AMZN,"",60163.0,117301000.0,2.1786,1.8066,13,-1922.0,-3.095756,reduction,0.0120682,Q4 2009,CONSUMER DISCRETIONARY,"","",1278.31
Nvidia corp.,NVDA,"",1775572.0,117010000.0,2.1732,2.1468,14,-541884.0,-23.382709,reduction,0.0725315,Q4 2016,INFORMATION TECHNOLOGY,"","",171.48
2u  inc,TWOU,"",5005788.0,106223000.0,1.9729,1.5796,15,824595.0,19.721524,addition,7.8673164,Q4 2018,CONSUMER DISCRETIONARY,"","",19.7499
Alibaba group holding ltd adr,BABA,"",541456.0,105302000.0,1.9558,2.163,16,-106128.0,-16.388299,reduction,0.0201831,Q4 2016,COMMUNICATIONS,"","",163.23
Editas medicine inc,EDIT,"",5107677.0,101285000.0,1.8812,2.3073,17,159450.0,3.222366,addition,9.3077731,Q3 2018,HEALTH CARE,"","",23.8311
Xilinx  inc,XLNX,"",1218167.0,94944000.0,1.7634,1.5282,18,225606.0,22.729686,addition,0.4895450,Q4 2016,INFORMATION TECHNOLOGY,"","",92.7775
Proto labs inc,PRLB,"",1231388.0,93746000.0,1.7412,1.0336,19,585053.0,90.518539,addition,4.6162292,Q3 2018,CONSUMER DISCRETIONARY,"","",91.5353
Stratasys ltd,SSYS,"",5465567.0,87176000.0,1.6191,1.7384,20,7452.0,0.136531,addition,10.0395176,Q3 2018,INFORMATION TECHNOLOGY,"","",25.6168
Intellia therapeutics inc,NTLA,"",7091263.0,86726000.0,1.6108,1.6584,21,-87257.0,-1.215529,reduction,13.8073195,Q3 2018,HEALTH CARE,"","",15.62
Nanostring technologies inc,NSTG,"",3598769.0,86550000.0,1.6075,1.6782,22,-231833.0,-6.05213,reduction,9.5438611,Q3 2018,HEALTH CARE,"","",26.38
Paypal holdings inc,PYPL,"",894163.0,85607000.0,1.59,1.2171,23,179697.0,25.151232,addition,0.0762358,Q4 2015,COMMUNICATIONS,"","",82.8836
Veracyte inc,VCYT,"",3287467.0,79918000.0,1.4843,1.3425,24,234216.0,7.671037,addition,6.5701216,Q3 2018,HEALTH CARE,"","",26.6505
Autodesk  inc.,ADSK,"",413011.0,64471000.0,1.1974,0.5748,25,214076.0,107.611029,addition,0.1881415,Q3 2018,INFORMATION TECHNOLOGY,"","",154.2937
Intercontinental exchange inc,ICE,"",763607.0,61661000.0,1.1452,1.0947,26,12515.0,1.666241,addition,0.1390557,Q1 2018,FINANCE,"","",78.5565
Workday inc,WDAY,"",467880.0,60927000.0,1.1316,0.8417,27,142873.0,43.959976,addition,0.2005725,Q3 2019,COMMUNICATIONS,"","",157.0608
Pinduoduo inc,PDD,"",1685442.0,60726000.0,1.1279,1.03,28,-44005.0,-2.544455,reduction,0.1407319,Q1 2019,CONSUMER DISCRETIONARY,"","",21.4
Compugen ltd,CGEN,"",8360770.0,60699000.0,1.1274,0.7649,29,210788.0,2.586362,addition,10.8950481,Q3 2018,HEALTH CARE,"","",4.3259
Materialise nv adr,MTLS,"",2838938.0,52719000.0,0.9792,0.769,30,171887.0,6.444834,addition,5.3675499,Q3 2018,INFORMATION TECHNOLOGY,"","",18.8612
Salesforce.com inc.,CRM,"",358443.0,51609000.0,0.9585,1.9466,31,-401572.0,-52.837378,reduction,0.0400495,Q1 2016,INFORMATION TECHNOLOGY,"","",124.6
Lendingclub corp,LC,"",6417106.0,50374000.0,0.9356,1.1631,32,564678.0,9.648611,addition,9.1844543,Q4 2016,FINANCE,"","",346.2492
Cerus corp.,CERS,"",10709561.0,49799000.0,0.9249,0.649,33,944507.0,9.672317,addition,6.5320141,Q3 2018,HEALTH CARE,"","",5.2791
Teradyne inc,TER,"",918860.0,49775000.0,0.9245,0.7404,34,229344.0,33.261592,addition,0.5514872,Q1 2018,INFORMATION TECHNOLOGY,"","",45.9606
Taiwan semiconductor manufacturing co ltd adr,TSM,"",1008023.0,48173000.0,0.8947,0.9837,35,-67138.0,-6.24446,reduction,0.0194371,Q1 2018,INFORMATION TECHNOLOGY,"","",41.55
Pure storage inc,PSTG,"",3898413.0,47950000.0,0.8906,,36,3898413.0,,new,1.4599216,Q1 2020,INFORMATION TECHNOLOGY,"","",12.3
Twilio inc,TWLO,"",534869.0,47865000.0,0.889,0.8063,37,13893.0,2.666726,addition,0.3821292,Q1 2019,INFORMATION TECHNOLOGY,"","",114.0354
Hdfc bank ltd adr,HDB,"",1123681.0,43217000.0,0.8027,0.8893,38,232592.0,26.101994,addition,0.0614944,Q4 2016,FINANCE,"","",45.1371
Intuit  inc.,INTU,"",170742.0,39271000.0,0.7294,0.7643,39,-14551.0,-7.852968,reduction,0.0655466,Q4 2016,INFORMATION TECHNOLOGY,"","",170.78
