Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Rivian automotive inc,RIVN,"",35226301.0,3652616000.0,16.1969,,1,35226301.0,,new,3.9469583,Q4 2021,CONSUMER DISCRETIONARY,"","",103.69
Tesla inc,TSLA,"",1479068.0,1563050000.0,6.9311,3.555,2,352143.0,31.248131,addition,0.1472787,Q1 2020,CONSUMER DISCRETIONARY,"","",565.3368
Moderna inc,MRNA,"",4287003.0,1088813000.0,4.8281,9.4701,3,-1761923.0,-29.127865,reduction,1.0573457,Q1 2021,HEALTH CARE,"","",213.67
Walt disney co. (the),DIS,"",5796739.0,897856000.0,3.9814,4.026,4,-53488.0,-0.914289,reduction,0.3189129,Q3 2019,COMMUNICATIONS,"","",121.98
Amazon.com inc.,AMZN,"",267348.0,891429000.0,3.9529,2.8818,5,51695.0,23.97138,addition,0.0527160,Q4 2009,CONSUMER DISCRETIONARY,"","",2452.572
Kanzhun ltd,BZ,"",23074632.0,804843000.0,3.5689,3.3121,6,11102.0,0.048137,addition,N/A,Q2 2021,INFORMATION TECHNOLOGY,"","",
Meta platforms  inc.,FB,"",2366415.0,795943000.0,3.5295,3.3761,7,-78942.0,-3.22824,reduction,0.1000058,Q3 2013,COMMUNICATIONS,"","",185.38
Snowflake  inc.,SNOW,"",2096373.0,710147000.0,3.149,4.8116,8,-1814701.0,-46.399045,reduction,0.6844182,Q3 2020,INFORMATION TECHNOLOGY,"","",246.27
Microsoft corp.,MSFT,"",1969224.0,662289000.0,2.9368,1.1929,9,929082.0,89.322612,addition,0.0262284,Q3 2021,INFORMATION TECHNOLOGY,"","",307.586
Endeavor group holdings  inc.,EDR,"",17862184.0,623212000.0,2.7635,2.4297,10,-2971149.0,-14.261515,reduction,6.8311064,Q2 2021,COMMUNICATIONS,"","",27.71
Lam research corp.,LRCX,"",860025.0,618487000.0,2.7426,0.9443,11,452154.0,110.857109,addition,0.6108189,Q1 2020,INFORMATION TECHNOLOGY,"","",686.6873
Pfizer  inc.,PFE,"",10311917.0,608919000.0,2.7001,,12,10311917.0,,new,0.1837193,Q4 2021,HEALTH CARE,"","",59.05
Netflix inc,NFLX,"",931252.0,561023000.0,2.4878,2.3121,13,0.0,0.0,,0.2107883,Q4 2012,COMMUNICATIONS,"","",130.09
Jd.com inc adr,JD,"",7145584.0,500691000.0,2.2202,2.3946,14,-1003070.0,-12.30964,reduction,0.5334690,Q3 2019,CONSUMER DISCRETIONARY,"","",73.05
Confluent inc,CFLT,"",6472072.0,493431000.0,2.188,1.6816,15,-675867.0,-9.455411,reduction,9.3071064,Q2 2021,INFORMATION TECHNOLOGY,"","",56.72
Paypal holdings inc,PYPL,"",2598586.0,490041000.0,2.173,3.073,16,-304565.0,-10.490843,reduction,0.2211694,Q1 2016,COMMUNICATIONS,"","",152.34
Sea ltd adr,SE,"",2186304.0,489097000.0,2.1688,2.858,17,-18003.0,-0.816719,reduction,0.5466046,Q2 2019,INFORMATION TECHNOLOGY,"","",37.92
Visa inc,V,"",2246685.0,486879000.0,2.159,,18,2246685.0,,new,0.1347405,Q4 2021,FINANCE,"","",216.71
Square inc,SQ,"",2719924.0,439295000.0,1.948,3.0482,19,-404347.0,-12.942123,reduction,0.6813866,Q2 2019,FINANCE,"","",127.7
Doordash  inc.,DASH,"",2932870.0,436705000.0,1.9365,7.9226,20,-6522345.0,-68.981456,reduction,0.9232733,Q4 2020,CONSUMER DISCRETIONARY,"","",143.61
Nvidia corp.,NVDA,"",1182260.0,347714000.0,1.5419,0.3321,21,788143.0,199.97691,addition,0.0472904,Q3 2016,INFORMATION TECHNOLOGY,"","",212.7371
Shopify inc,SHOP,"",233490.0,321608000.0,1.4261,1.4484,22,-29128.0,-11.091395,reduction,0.2055237,Q2 2017,COMMUNICATIONS,"","",1169.52
Roblox corp. class a,RBLX,"",2963221.0,305686000.0,1.3555,2.2483,23,-4352314.0,-59.494131,reduction,0.5739960,Q2 2021,INFORMATION TECHNOLOGY,"","",88.28
Applied materials inc.,AMAT,"",1889195.0,297284000.0,1.3183,,24,1889195.0,,new,0.2126243,Q4 2021,INFORMATION TECHNOLOGY,"","",157.36
Mastercard inc,MA,"",777508.0,279374000.0,1.2388,,25,777508.0,,new,0.0797682,Q4 2021,FINANCE,"","",359.32
Biontech se adr,BNTX,"",1057661.0,272665000.0,1.2091,1.1482,26,23676.0,2.289782,addition,0.4361184,Q1 2021,HEALTH CARE,"","",193.6391
Uber technologies inc,UBER,"",5914797.0,248007000.0,1.0997,2.3216,27,-6824000.0,-53.568638,reduction,0.3178450,Q2 2019,CONSUMER DISCRETIONARY,"","",43.13
Ke holdings inc.,BEKE,"",12071862.0,242886000.0,1.077,0.5119,28,5180823.0,75.18203,addition,1.3476110,Q3 2021,INFORMATION TECHNOLOGY,"","",19.0582
Crowdstrike holdings inc,CRWD,"",1096807.0,224571000.0,0.9958,1.8293,29,-732815.0,-40.052809,reduction,0.5267862,Q1 2020,INFORMATION TECHNOLOGY,"","",68.28
Bath & body works inc (l brands),BBWI,"",3214424.0,224335000.0,0.9948,0.8242,30,0.0,0.0,,1.2472402,Q3 2018,CONSUMER DISCRETIONARY,"","",31.81
Broadcom ltd. (avago technologies),AVGO,"",317584.0,211324000.0,0.9371,0.6265,31,0.0,0.0,,0.0769203,Q1 2014,INFORMATION TECHNOLOGY,"","",203.49
Didi global inc,DIDI,"",40485696.0,201619000.0,0.894,1.2252,32,0.0,0.0,,0.9298724,Q2 2021,INFORMATION TECHNOLOGY,"","",14.14
Zoom video communications inc,ZM,"",950652.0,174834000.0,0.7753,2.0645,33,-990089.0,-51.016029,reduction,0.3924425,Q2 2019,INFORMATION TECHNOLOGY,"","",258.82
Global payments inc.,GPN,"",1293332.0,174833000.0,0.7753,0.8291,34,0.0,0.0,,0.4457445,Q2 2019,INFORMATION TECHNOLOGY,"","",172.03
