Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Seagen inc,SGEN,"",50060240.0,5775950000.0,35.5744,30.4072,1,2963.0,0.005919,addition,29.0033994,Q3 2004,HEALTH CARE,"","",32.0649
Incyte corporation,INCY,"",31978785.0,2341806000.0,14.4233,14.8445,2,1912.0,0.005979,addition,14.7400323,Q4 2001,HEALTH CARE,"","",71.7101
Acadia pharmaceuticals inc,ACAD,"",41904586.0,1770469000.0,10.9044,9.2917,3,1050000.0,2.570091,addition,26.9761013,Q4 2010,HEALTH CARE,"","",15.4586
Beigene ltd adr,BGNE,"",11777285.0,1449902000.0,8.93,10.3786,4,0.0,0.0,,15.2276146,Q1 2016,HEALTH CARE,"","",117.58
Alexion pharmaceuticals inc.,ALXN1,"",8760794.0,786632000.0,4.8449,4.7481,5,502726.0,6.087695,addition,3.9445268,Q2 2015,HEALTH CARE,"","",162.428
Biomarin pharmaceutical inc,BMRN,"",7589294.0,641295000.0,3.9498,3.4114,6,0.0,0.0,,4.1985298,Q2 2012,HEALTH CARE,"","",84.32
Kodiak sciences inc,KOD,"",11574538.0,552105000.0,3.4005,4.2257,7,527249.0,4.772655,addition,26.0570254,Q4 2018,HEALTH CARE,"","",19.6106
Ascendis pharma a/s adr,ASND,"",3390270.0,381778000.0,2.3514,2.5075,8,0.0,0.0,,7.0651472,Q1 2015,HEALTH CARE,"","",44.21
Igm biosciences inc,IGMS,"",3144000.0,176536000.0,1.0873,0.6378,9,0.0,0.0,,10.2882039,Q3 2019,HEALTH CARE,"","",17.75
Amarin corp. adr,AMRN,"",34496685.0,137987000.0,0.8499,3.932,10,0.0,0.0,,9.5505362,Q1 2015,HEALTH CARE,"","",8.92
Argenx se ads adr,ARGX,"",1019557.0,134306000.0,0.8272,0.8701,11,0.0,0.0,,2.3826393,Q2 2017,HEALTH CARE,"","",59.75
Invitae corp,NVTA,"",9100615.0,124405000.0,0.7662,0.7801,12,3450.0,0.037924,addition,7.3097325,Q1 2015,HEALTH CARE,"","",17.0687
Principia biopharma inc,PRNB1,"",1955413.0,116112000.0,0.7151,0.5207,13,167456.0,9.365773,addition,5.9167160,Q3 2018,HEALTH CARE,"","",33.5492
Mirati therapeutics inc,MRTX,"",1409784.0,108370000.0,0.6675,0.8955,14,102564.0,7.845963,addition,3.2406720,Q3 2013,HEALTH CARE,"","",22.8485
