Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Blueprint medicines corp,BPMC,"",1550000.0,90644000.0,9.6223,6.9249,1,610000.0,64.893617,addition,2.8689354,Q4 2015,HEALTH CARE,"","",61.579
Sarepta therapeutics inc,SRPT,"",670000.0,65539000.0,6.9573,7.9507,2,0.0,0.0,,0.8594082,Q3 2018,HEALTH CARE,"","",93.8
Alnylam pharmaceuticals inc,ALNY,"",585000.0,63677000.0,6.7597,5.4545,3,70000.0,13.592233,addition,0.5129965,Q4 2015,HEALTH CARE,"","",88.5757
Fate therapeutics inc,FATE,"",2550000.0,56636000.0,6.0122,4.5892,4,0.0,0.0,,3.3580298,Q2 2017,HEALTH CARE,"","",5.5
Codexis inc,CDXS,"",5073780.0,56623000.0,6.0108,7.4608,5,0.0,0.0,,8.6141656,Q1 2017,MATERIALS,"","",13.76
Bluebird bio inc,BLUE,"",1706120.0,50786000.0,5.3912,7.8275,6,208440.0,13.917526,addition,1.9860718,Q4 2015,HEALTH CARE,"","",96.6282
Invitae corp,NVTA,"",3478388.0,47550000.0,5.0477,5.3969,7,-160000.0,-4.397552,reduction,2.7938865,Q3 2018,HEALTH CARE,"","",19.62
Myokardia inc,MYOK1,"",995000.0,46646000.0,4.9517,6.7361,8,-10000.0,-0.995025,reduction,2.1337046,Q4 2015,HEALTH CARE,"","",39.07
Agios pharmaceuticals inc,AGIO,"",1070000.0,37964000.0,4.0301,3.6227,9,245000.0,29.69697,addition,1.5552992,Q4 2015,HEALTH CARE,"","",44.6167
Constellation pharmaceuticals inc,CNST,"",980000.0,30801000.0,3.2697,5.2539,10,-232734.0,-19.190853,reduction,2.3432607,Q3 2018,HEALTH CARE,"","",6.31
Twist bioscience corp,TWST,"",1000000.0,30580000.0,3.2462,0.5794,11,700000.0,233.333333,addition,2.4518472,Q2 2019,HEALTH CARE,"","",30.109
Revolution medicines  inc.,RVMD,"",1319536.0,28911000.0,3.0691,,12,1319536.0,,new,2.2364682,Q1 2020,HEALTH CARE,"","",21.91
Caredx inc,CDNA,"",1294335.0,28255000.0,2.9994,2.3803,13,94335.0,7.86125,addition,3.0185455,Q2 2018,HEALTH CARE,"","",20.7916
Alector inc,ALEC,"",1076039.0,25965000.0,2.7563,1.705,14,0.0,0.0,,1.3621976,Q1 2019,HEALTH CARE,"","",17.37
Denali therapeutics inc,DNLI,"",1455000.0,25477000.0,2.7045,2.0025,15,205000.0,16.4,addition,1.3777706,Q4 2018,HEALTH CARE,"","",17.9825
Biolife solutions inc,BLFS,"",2468571.0,23451000.0,2.4894,3.673,16,0.0,0.0,,12.0699504,Q2 2018,HEALTH CARE,"","",15.01
Adaptive biotechnologies corp,ADPT,"",793125.0,22033000.0,2.3389,1.2743,17,330000.0,71.255061,addition,0.6258813,Q2 2019,HEALTH CARE,"","",39.7621
Magenta therapeutics inc,MGTA,"",2971034.0,18658000.0,1.9806,4.3192,18,-127087.0,-4.102067,reduction,7.5047452,Q2 2018,HEALTH CARE,"","",12.53
Global blood therapeutics inc,GBT,"",300000.0,15327000.0,1.627,2.193,19,0.0,0.0,,0.4931856,Q4 2015,HEALTH CARE,"","",32.45
Fulcrum therapeutics inc,FULC,"",1209285.0,14439000.0,1.5328,1.8964,20,-30000.0,-2.420751,reduction,5.1773978,Q3 2019,HEALTH CARE,"","",9.83
Genmark diagnostics inc,GNMK1,"",3365000.0,13864000.0,1.4717,1.4885,21,0.0,0.0,,5.4864320,Q4 2015,HEALTH CARE,"","",6.69
Gritstone bio inc,GRTS,"",2270000.0,13211000.0,1.4024,1.7817,22,110000.0,5.092593,addition,6.1224985,Q3 2018,HEALTH CARE,"","",11.8718
Gilead sciences inc.,GILD,"",175000.0,13083000.0,1.3888,,23,175000.0,,new,0.0138998,Q1 2020,HEALTH CARE,"","",74.76
Crispr therapeutics ag,CRSP,"",266430.0,11299000.0,1.1994,,24,266430.0,,new,0.4366437,Q1 2020,HEALTH CARE,"","",42.41
Sage therapeutics inc,SAGE,"",385000.0,11057000.0,1.1738,1.5269,25,155000.0,67.391304,addition,0.7416523,Q4 2015,HEALTH CARE,"","",65.1556
Avalanche biotechnologies inc,ADVM,"",1125000.0,10991000.0,1.1668,,26,1125000.0,,new,1.4118753,Q1 2020,HEALTH CARE,"","",9.77
Voyager therapeutics inc,VYGR,"",1095075.0,10020000.0,1.0637,1.4048,27,0.0,0.0,,2.9465570,Q4 2015,HEALTH CARE,"","",14.86
