Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Moderna inc,MRNA,"",42217354.0,16247771000.0,8.5004,5.2543,1,-3665859.0,-7.989543,reduction,10.4589966,Q4 2018,HEALTH CARE,"","",108.62
Tesla inc,TSLA,"",13853124.0,10742820000.0,5.6203,5.2496,2,-1995022.0,-12.588362,reduction,1.3992840,Q1 2013,CONSUMER DISCRETIONARY,"","",41.89
Illumina inc,ILMN,"",20628655.0,8367188000.0,4.3775,4.8864,3,-560194.0,-2.643815,reduction,14.0617962,Q1 2011,HEALTH CARE,"","",164.48
Mercadolibre inc,MELI,"",4702313.0,7897064000.0,4.1315,3.4942,4,99690.0,2.165939,addition,9.4591771,Q2 2010,COMMUNICATIONS,"","",175.6209
Shopify inc,SHOP,"",5494689.0,7449602000.0,3.8974,4.0951,5,-256875.0,-4.466177,reduction,4.8380267,Q3 2017,COMMUNICATIONS,"","",210.49
Amazon.com inc.,AMZN,"",2245077.0,7375168000.0,3.8585,4.2151,6,-269125.0,-10.704192,reduction,0.4433052,Q4 2004,CONSUMER DISCRETIONARY,"","",167.67
Spotify technology sa,SPOT,"",22333544.0,5032640000.0,2.6329,2.779,7,1641852.0,7.934837,addition,12.4596529,Q2 2018,COMMUNICATIONS,"","",166.9159
Netflix inc,NFLX,"",7985380.0,4873796000.0,2.5498,2.0931,8,-145826.0,-1.793412,reduction,1.8074853,Q1 2015,COMMUNICATIONS,"","",135.28
Nvidia corp.,NVDA,"",20608893.0,4269338000.0,2.2336,2.063,9,-554795.0,-2.621448,reduction,0.8270021,Q1 2016,INFORMATION TECHNOLOGY,"","",37.94
The trade desk inc class a,TTD,"",52083406.0,3661463000.0,1.9156,1.9806,10,-451377.0,-0.859196,reduction,11.9974860,Q3 2018,COMMUNICATIONS,"","",72.56
Cloudflare inc,NET,"",29734942.0,3349642000.0,1.7524,1.5612,11,-532242.0,-1.758479,reduction,11.2873763,Q2 2020,INFORMATION TECHNOLOGY,"","",41.92
Nio inc,NIO,"",90627004.0,3229040000.0,1.6893,2.3571,12,-287255.0,-0.315963,reduction,6.6553128,Q3 2018,CONSUMER DISCRETIONARY,"","",8.04
Sea ltd adr,SE,"",9637552.0,3071776000.0,1.6071,1.3132,13,-175391.0,-1.787344,reduction,2.4095142,Q4 2017,INFORMATION TECHNOLOGY,"","",64.5
Dexcom inc,DXCM,"",5349818.0,2925601000.0,1.5306,1.0855,14,133197.0,2.553319,addition,5.5295905,Q4 2012,HEALTH CARE,"","",159.8808
Meta platforms  inc.,FB,"",7904602.0,2682743000.0,1.4035,1.3552,15,-93232.0,-1.165716,reduction,0.3315950,Q2 2012,COMMUNICATIONS,"","",44.11
Wayfair inc class a,W,"",9986944.0,2551764000.0,1.335,1.5553,16,-121542.0,-1.202376,reduction,12.9136111,Q3 2015,CONSUMER DISCRETIONARY,"","",170.0
Pinduoduo inc,PDD,"",27488510.0,2492383000.0,1.3039,1.6994,17,35335.0,0.12871,addition,2.1933101,Q3 2018,CONSUMER DISCRETIONARY,"","",48.5842
Peloton interactive inc,PTON,"",28189031.0,2453855000.0,1.2838,1.2243,18,7933027.0,39.16383,addition,10.3824474,Q3 2019,CONSUMER DISCRETIONARY,"","",59.2698
Carvana co,CVNA,"",7718043.0,2327300000.0,1.2176,1.1483,19,-88518.0,-1.133892,reduction,9.1335570,Q3 2020,CONSUMER DISCRETIONARY,"","",241.3
Atlassian corp plc,TEAM,"",5892549.0,2306463000.0,1.2067,0.7442,20,-52311.0,-0.879937,reduction,4.2914899,Q2 2016,INFORMATION TECHNOLOGY,"","",33.85
Workday inc,WDAY,"",9051250.0,2261817000.0,1.1833,1.1678,21,-986212.0,-9.825312,reduction,4.7388743,Q4 2012,COMMUNICATIONS,"","",139.84
Ferrari n.v.,RACE,"",10175203.0,2133862000.0,1.1164,1.0313,22,-80346.0,-0.783439,reduction,5.5076153,Q1 2016,CONSUMER DISCRETIONARY,"","",49.82
Zoom video communications inc,ZM,"",7959057.0,2081294000.0,1.0889,1.5191,23,-95084.0,-1.18056,reduction,3.3060178,Q2 2019,INFORMATION TECHNOLOGY,"","",165.58
Alnylam pharmaceuticals inc,ALNY,"",10415784.0,1966605000.0,1.0289,0.8447,24,190925.0,1.867263,addition,8.7639766,Q3 2010,HEALTH CARE,"","",95.3747
Moodys corp,MCO,"",5500058.0,1953125000.0,1.0218,0.9758,25,-25453.0,-0.460645,reduction,2.9538443,Q4 2001,FINANCE,"","",70.95
Microsoft corp.,MSFT,"",6927412.0,1952976000.0,1.0217,0.9264,26,-89639.0,-1.277445,reduction,0.0921825,Q1 2001,INFORMATION TECHNOLOGY,"","",126.1
