Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Tesla inc,TSLA,"",1715651.0,1338084000.0,5.7458,5.4757,1,-331632.0,-16.19864,reduction,0.1732954,Q1 2018,CONSUMER DISCRETIONARY,"","",293.66
Square inc,SQ,"",4920437.0,1190746000.0,5.1131,5.2524,2,-579986.0,-10.544389,reduction,1.2381692,Q4 2016,FINANCE,"","",95.57
Coinbase global inc,COIN,"",4758975.0,1125294000.0,4.832,3.366,3,1333733.0,38.938358,addition,3.1523115,Q2 2021,INFORMATION TECHNOLOGY,"","",246.0638
Teladoc health inc,TDOC,"",7405282.0,933140000.0,4.0069,3.7051,4,1714753.0,30.133455,addition,4.6501503,Q4 2018,HEALTH CARE,"","",173.9846
Shopify inc,SHOP,"",643823.0,871093000.0,3.7405,3.9558,5,-48221.0,-6.96791,reduction,0.5668807,Q3 2020,COMMUNICATIONS,"","",1187.11
Unity software inc.,U,"",6496860.0,822178000.0,3.5305,2.1394,6,1506654.0,30.192221,addition,2.2996221,Q4 2020,INFORMATION TECHNOLOGY,"","",118.9992
Roku inc,ROKU,"",2464083.0,771814000.0,3.3142,3.9735,7,250776.0,11.330376,addition,2.1168273,Q3 2019,INFORMATION TECHNOLOGY,"","",160.6424
Uipath inc,PATH,"",14094071.0,739939000.0,3.1773,1.6112,8,8069377.0,133.938371,addition,3.2694598,Q2 2021,INFORMATION TECHNOLOGY,"","",59.1587
Twilio inc,TWLO,"",2295152.0,722353000.0,3.1018,3.7153,9,-114002.0,-4.732035,reduction,1.3749079,Q1 2019,INFORMATION TECHNOLOGY,"","",300.95
Zillow group inc class c,Z,"",7800295.0,687769000.0,2.9533,2.6558,10,2199794.0,39.278522,addition,4.1939514,Q3 2018,COMMUNICATIONS,"","",72.5382
Zoom video communications inc,ZM,"",2356244.0,638542000.0,2.7419,2.6549,11,599507.0,34.126167,addition,0.9787321,Q3 2020,INFORMATION TECHNOLOGY,"","",325.3802
Sea ltd adr,SE,"",1919951.0,606225000.0,2.6031,3.1011,12,-980384.0,-33.80244,reduction,0.4800129,Q1 2020,INFORMATION TECHNOLOGY,"","",132.0
Paypal holdings inc,PYPL,"",1887119.0,493104000.0,2.1174,2.3659,13,-191525.0,-9.213939,reduction,0.1606015,Q4 2015,COMMUNICATIONS,"","",177.44
Invitae corp,NVTA,"",17124589.0,489763000.0,2.1031,1.9518,14,2261248.0,15.213592,addition,7.8791825,Q3 2018,HEALTH CARE,"","",23.9948
Twitter inc,TWTR,"",7896854.0,478549000.0,2.0549,1.9542,15,628060.0,8.640498,addition,0.9896222,Q1 2018,COMMUNICATIONS,"","",66.3822
Draftkings inc cl a,DKNG,"",9750179.0,472104000.0,2.0272,1.4531,16,2649616.0,37.315576,addition,2.4176103,Q1 2021,FINANCE,"","",54.2773
Spotify technology sa,SPOT,"",2059934.0,463972000.0,1.9923,2.2572,17,-35497.0,-1.694019,reduction,1.1492158,Q2 2018,COMMUNICATIONS,"","",268.95
Docusign inc,DOCU,"",1711868.0,440549000.0,1.8917,1.7383,18,114941.0,7.197636,addition,0.8702129,Q3 2019,INFORMATION TECHNOLOGY,"","",203.3803
Palantir technologies inc.,PLTR,"",17335075.0,420267000.0,1.8046,0.9976,19,7557634.0,77.296646,addition,0.9289965,Q1 2021,INFORMATION TECHNOLOGY,"","",24.3502
Exact sciences corp,EXAS,"",4200416.0,382448000.0,1.6422,1.5726,20,955854.0,29.460186,addition,2.4428299,Q3 2020,HEALTH CARE,"","",121.0254
Crispr therapeutics ag,CRSP,"",3289516.0,368426000.0,1.582,2.146,21,-93940.0,-2.776451,reduction,4.3168830,Q3 2018,HEALTH CARE,"","",48.34
Opendoor technologies  inc.,OPEN,"",16742268.0,343216000.0,1.4738,0.9952,22,2477629.0,17.369027,addition,2.7689594,Q4 2020,CONSUMER DISCRETIONARY,"","",19.6354
Intellia therapeutics inc,NTLA,"",2399933.0,322191000.0,1.3835,1.9862,23,-663516.0,-21.659117,reduction,3.2657905,Q3 2018,HEALTH CARE,"","",15.62
Mercadolibre inc,MELI,"",188438.0,316578000.0,1.3594,1.5008,24,-60807.0,-24.396477,reduction,0.3790621,Q4 2016,COMMUNICATIONS,"","",957.06
Meta platforms  inc.,FB,"",905877.0,309402000.0,1.3286,1.4265,25,-142995.0,-13.633217,reduction,0.0380012,Q2 2019,COMMUNICATIONS,"","",254.27
Trimble navigation ltd.,TRMB,"",3535999.0,289103000.0,1.2414,1.0268,26,298114.0,9.20706,addition,1.4052939,Q1 2018,INFORMATION TECHNOLOGY,"","",75.3823
Pagerduty inc,PD,"",6279022.0,257565000.0,1.106,1.322,27,-1748822.0,-21.784454,reduction,7.3894785,Q1 2020,INFORMATION TECHNOLOGY,"","",29.35
Pacific biosciences of california  inc.,PACB,"",9348002.0,236037000.0,1.0135,1.113,28,1225930.0,15.093809,addition,4.6928243,Q3 2020,HEALTH CARE,"","",21.7705
Etsy inc,ETSY,"",1058791.0,219117000.0,0.9409,0.4385,29,519307.0,96.259945,addition,0.8364811,Q3 2020,CONSUMER DISCRETIONARY,"","",189.9227
Twist bioscience corp,TWST,"",2146110.0,216757000.0,0.9308,1.2739,30,-378492.0,-14.992145,reduction,4.3538676,Q1 2020,HEALTH CARE,"","",79.99
Pinduoduo inc,PDD,"",2366272.0,212982000.0,0.9146,1.1308,31,102757.0,4.539709,addition,0.1888050,Q1 2019,CONSUMER DISCRETIONARY,"","",100.7427
Stoneco ltd,STNE,"",5913542.0,206383000.0,0.8862,0.2333,32,5025844.0,566.165971,addition,2.2396515,Q2 2021,FINANCE,"","",39.5746
Robinhood markets inc,HOOD,"",4576365.0,195045000.0,0.8375,,33,4576365.0,,new,0.6309720,Q3 2021,INFORMATION TECHNOLOGY,"","",42.08
10x genomics inc,TXG,"",1333544.0,191750000.0,0.8234,1.1721,34,-208044.0,-13.495435,reduction,1.4718350,Q2 2020,HEALTH CARE,"","",179.3
Iridium communications inc,IRDM,"",4571350.0,178328000.0,0.7657,0.6991,35,107532.0,2.408969,addition,3.4648611,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,"","",33.4345
Editas medicine inc,EDIT,"",4262572.0,176008000.0,0.7558,1.1185,36,-607124.0,-12.46739,reduction,6.2444970,Q3 2018,HEALTH CARE,"","",28.02
Peloton interactive inc,PTON,"",1985926.0,171505000.0,0.7364,0.9667,37,3416.0,0.172307,addition,0.7314466,Q3 2020,CONSUMER DISCRETIONARY,"","",122.3192
Netflix inc,NFLX,"",263282.0,160602000.0,0.6896,0.5823,38,-19455.0,-6.880953,reduction,0.0595937,Q1 2018,COMMUNICATIONS,"","",491.27
2u  inc,TWOU,"",4975068.0,160197000.0,0.6879,0.7925,39,85688.0,1.752533,addition,6.6674781,Q4 2018,CONSUMER DISCRETIONARY,"","",23.2508
Iovance biotherapeutics inc,IOVA,"",6380803.0,144972000.0,0.6225,0.7773,40,-1343985.0,-17.398342,reduction,4.1157974,Q1 2019,HEALTH CARE,"","",29.04
Intercontinental exchange inc,ICE,"",1257393.0,143343000.0,0.6155,0.7823,41,-434993.0,-25.702942,reduction,0.2232765,Q1 2018,FINANCE,"","",99.67
Walt disney co. (the),DIS,"",832277.0,141903000.0,0.6093,0.5689,42,6721.0,0.814118,addition,0.0458018,Q3 2020,COMMUNICATIONS,"","",167.0076
Tusimple holdings inc,TSP,"",3818590.0,138615000.0,0.5952,0.5703,43,1802652.0,89.420012,addition,2.0636521,Q2 2021,INFORMATION TECHNOLOGY,"","",55.1376
Proto labs inc,PRLB,"",1958029.0,130561000.0,0.5606,0.7427,44,-128794.0,-6.171774,reduction,7.0531485,Q3 2018,CONSUMER DISCRETIONARY,"","",105.2
Amazon.com inc.,AMZN,"",38876.0,127943000.0,0.5494,0.3687,45,11478.0,41.893569,addition,0.0076763,Q4 2009,CONSUMER DISCRETIONARY,"","",2121.4918
Intuit  inc.,INTU,"",231673.0,124411000.0,0.5342,0.469,46,-13497.0,-5.50516,reduction,0.0848333,Q4 2016,INFORMATION TECHNOLOGY,"","",297.89
Farfetch ltd,FTCH,"",3271683.0,119809000.0,0.5145,,47,3271683.0,,new,1.0507986,Q3 2021,CONSUMER DISCRETIONARY,"","",37.48
Veracyte inc,VCYT,"",2956379.0,118255000.0,0.5078,0.4951,48,-206433.0,-6.526882,reduction,4.1725009,Q3 2018,HEALTH CARE,"","",28.69
