Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Microsoft corp.,MSFT,"",11972921.0,1888249000.0,10.6267,9.0825,1,-217608.0,-1.785058,reduction,0.1574132,Q1 2015,INFORMATION TECHNOLOGY,"","",51.3
Philip morris international inc,PM,"",17022953.0,1241995000.0,6.9897,6.7935,2,123717.0,0.732086,addition,1.0932433,Q4 2012,CONSUMER STAPLES,"","",87.9403
Paypal holdings inc,PYPL,"",12407094.0,1187855000.0,6.685,7.7606,3,-2778705.0,-18.298049,reduction,1.0578215,Q3 2015,COMMUNICATIONS,"","",40.85
Estee lauder companies inc.,EL,"",6738662.0,1073738000.0,6.0428,6.7091,4,-136925.0,-1.991466,reduction,1.8742441,Q2 2016,CONSUMER STAPLES,"","",116.36
Meta platforms  inc.,FB,"",6433861.0,1073168000.0,6.0396,6.3886,5,-154425.0,-2.343933,reduction,0.2256875,Q1 2018,COMMUNICATIONS,"","",162.93
Idexx laboratories inc.,IDXX,"",4245227.0,1028364000.0,5.7874,5.665,6,-346672.0,-7.549643,reduction,4.9812030,Q1 2015,HEALTH CARE,"","",83.47
Intuit  inc.,INTU,"",4457596.0,1025247000.0,5.7699,5.8694,7,-285450.0,-6.018284,reduction,1.7112385,Q2 2017,INFORMATION TECHNOLOGY,"","",163.91
Mccormick & co. non-voting shares,MKC,"",14248410.0,1006009000.0,5.6616,5.9176,8,-511012.0,-3.462277,reduction,5.3604187,Q4 2018,CONSUMER STAPLES,"","",148.03
Stryker corp.,SYK,"",5931325.0,987506000.0,5.5575,6.0334,9,-151667.0,-2.493296,reduction,1.5824116,Q4 2012,HEALTH CARE,"","",102.88
Visa inc,V,"",6098637.0,982612000.0,5.53,5.6952,10,-316879.0,-4.93926,reduction,0.2752224,Q4 2012,FINANCE,"","",81.62
Pepsico inc. (loft  inc.),PEP,"",7995065.0,960207000.0,5.4039,5.4686,11,-474329.0,-5.600507,reduction,0.5754988,Q4 2012,CONSUMER STAPLES,"","",101.33
Becton  dickinson and co.,BDX,"",3810792.0,875606000.0,4.9277,4.9102,12,-10635.0,-0.278299,reduction,1.4052984,Q4 2012,HEALTH CARE,"","",161.37
Waters corporation,WAT,"",4755050.0,865657000.0,4.8718,5.6371,13,-351616.0,-6.885432,reduction,7.6776557,Q1 2015,HEALTH CARE,"","",156.21
Automatic data processing inc,ADP,"",6274833.0,857644000.0,4.8267,5.207,14,-189365.0,-2.929443,reduction,1.4533344,Q4 2012,INFORMATION TECHNOLOGY,"","",91.76
Johnson & johnson co.,JNJ,"",5379781.0,705451000.0,3.9701,4.1786,15,-683618.0,-11.274501,reduction,0.2040615,Q4 2012,HEALTH CARE,"","",110.21
Brown-forman corp. class b,BF.B,"",9844631.0,546475000.0,3.0755,3.0758,16,214024.0,2.222331,addition,2.0589424,Q3 2019,CONSUMER STAPLES,"","",62.8078
Clorox co.,CLX,"",1592042.0,275821000.0,1.5523,1.2202,17,-90134.0,-5.358179,reduction,1.2726196,Q4 2019,CONSUMER STAPLES,"","",153.54
Nike inc.,NKE,"",2319351.0,191903000.0,1.08,,18,2319351.0,,new,0.1491511,Q1 2020,CONSUMER DISCRETIONARY,"","",82.74
Starbucks corp.,SBUX,"",2649785.0,174197000.0,0.9803,,19,2649785.0,,new,0.2257634,Q1 2020,CONSUMER DISCRETIONARY,"","",65.74
Check point software technologies ltd,CHKP,"",866437.0,87112000.0,0.4903,0.4203,20,64603.0,8.056905,addition,0.6059598,Q4 2018,INFORMATION TECHNOLOGY,"","",106.7589
Masimo corp,MASI,"",475853.0,84283000.0,0.4743,0.4294,21,-99110.0,-17.237631,reduction,0.8793299,Q4 2018,HEALTH CARE,"","",114.05
Verisk analytics inc,VRSK,"",598306.0,83392000.0,0.4693,0.4386,22,-23357.0,-3.75718,reduction,0.3682974,Q4 2018,INDUSTRIALS,"","",118.54
Ansys  inc.,ANSS,"",329985.0,76712000.0,0.4317,0.4221,23,-17143.0,-4.938524,reduction,0.3855849,Q4 2018,INFORMATION TECHNOLOGY,"","",156.02
Equifax inc.,EFX,"",568122.0,67862000.0,0.3819,0.4331,24,-86166.0,-13.16943,reduction,0.4680326,Q4 2018,INDUSTRIALS,"","",100.23
Verisign inc.,VRSN,"",355281.0,63983000.0,0.3601,0.2484,25,82408.0,30.20013,addition,0.3074975,Q4 2018,COMMUNICATIONS,"","",155.6661
Cognex corp,CGNX,"",1508999.0,63710000.0,0.3585,0.3092,26,341182.0,29.215365,addition,0.8789193,Q4 2018,INFORMATION TECHNOLOGY,"","",40.3007
Ipg photonics corp,IPGP,"",566147.0,62435000.0,0.3514,0.3148,27,106343.0,23.127898,addition,1.0653439,Q4 2018,INFORMATION TECHNOLOGY,"","",130.6572
Msci inc,MSCI,"",204376.0,59056000.0,0.3324,0.244,28,4306.0,2.152247,addition,0.2404006,Q4 2018,FINANCE,"","",166.0944
Smith (a.o.) corp.  class b,AOS,"",1465215.0,55400000.0,0.3118,0.2651,29,287167.0,24.376511,addition,0.9044251,Q4 2018,INDUSTRIALS,"","",43.6391
Sabre corp,SABR,"",7950501.0,47146000.0,0.2653,0.4315,30,3880203.0,95.329703,addition,2.9042283,Q4 2018,CONSUMER DISCRETIONARY,"","",14.0394
Paycom software inc,PAYC,"",174606.0,35272000.0,0.1985,0.2138,31,3678.0,2.151783,addition,0.2967890,Q4 2018,INFORMATION TECHNOLOGY,"","",124.1259
Mercadolibre inc,MELI,"",34804.0,17005000.0,0.0957,0.094,32,0.0,0.0,,0.0697218,Q4 2018,COMMUNICATIONS,"","",431.61
Marriott international inc/md,MAR,"",172847.0,12931000.0,0.0728,0.1229,33,1089.0,0.634032,addition,0.0533114,Q2 2016,CONSUMER DISCRETIONARY,"","",87.7977
Xp inc.,XP,"",253367.0,4887000.0,0.0275,,34,253367.0,,new,0.0459164,Q1 2020,FINANCE,"","",19.29
