Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Travere therapeutics inc,TVTX,PRN,45000000.0,484736000.0,7.4797,6.6066,1,0.0,0.0,,N/A,Q1 2020,MATERIALS,"","",
Mirati therapeutics inc,MRTX,"",3283783.0,481698000.0,7.4328,8.7055,2,-103962.0,-3.068767,reduction,6.3373354,Q4 2017,HEALTH CARE,"","",115.05
Lianbio,LIAN,"",56319960.0,346931000.0,5.3533,,3,56319960.0,,new,52.5182138,Q4 2021,HEALTH CARE,"","",6.16
Amicus therapeutics inc,FOLD,"",26559443.0,306762000.0,4.7335,3.6843,4,0.0,0.0,,9.5318513,Q1 2014,HEALTH CARE,"","",7.08
Springworks therapeutics inc,SWTX,"",4849912.0,300598000.0,4.6383,4.4692,5,0.0,0.0,,9.8476940,Q3 2019,HEALTH CARE,"","",36.87
Iovance biotherapeutics inc,IOVA,"",10127941.0,193342000.0,2.9833,4.1156,6,-1361831.0,-11.85255,reduction,6.4550656,Q1 2014,HEALTH CARE,"","",16.83
Horizon therapeutics plc,HZNP,"",1738140.0,187301000.0,2.8901,3.1137,7,-218800.0,-11.180721,reduction,0.7663047,Q4 2020,HEALTH CARE,"","",73.15
Collegium pharmaceutical inc note 2.625% 2/1,PRN-COLL,PRN,17500000.0,169313000.0,2.6126,2.6182,8,0.0,0.0,,N/A,Q2 2020, ,"","",
Meiragtx holdings plc,MGTX,"",6948277.0,164952000.0,2.5453,1.3302,9,0.0,0.0,,15.6321532,Q2 2018,HEALTH CARE,"","",13.09
Cerevel therapeutics holdings  inc.,CERE,"",5086727.0,164911000.0,2.5446,2.1797,10,0.0,0.0,,3.4548170,Q1 2021,FINANCE,"","",15.11
Crinetics pharmaceuticals inc,CRNX,"",5163517.0,146696000.0,2.2636,1.2119,11,1200000.0,30.276141,addition,10.8705882,Q3 2018,HEALTH CARE,"","",25.708
Prometheus biosciences inc,RXDX,"",3172785.0,125452000.0,1.9358,1.1414,12,-141247.0,-4.262089,reduction,8.1480446,Q1 2021,HEALTH CARE,"","",18.26
