Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Seagen inc,SGEN,"",47269424.0,8032021000.0,35.4286,35.5744,1,-2790816.0,-5.574915,reduction,27.1668634,Q3 2004,HEALTH CARE,"","",32.06
Incyte corporation,INCY,"",31999081.0,3326944000.0,14.6749,14.4233,2,20296.0,0.063467,addition,14.6315569,Q4 2001,HEALTH CARE,"","",71.7305
Beigene ltd adr,BGNE,"",11777285.0,2218840000.0,9.7871,8.93,3,0.0,0.0,,13.0145075,Q1 2016,HEALTH CARE,"","",117.58
Acadia pharmaceuticals inc,ACAD,"",41904586.0,2031115000.0,8.9591,10.9044,4,0.0,0.0,,26.5755742,Q4 2010,HEALTH CARE,"","",15.46
Alexion pharmaceuticals inc.,ALXN1,"",8760794.0,983312000.0,4.3373,4.8449,5,0.0,0.0,,3.9972053,Q2 2015,HEALTH CARE,"","",162.43
Biomarin pharmaceutical inc,BMRN,"",7589294.0,936064000.0,4.1289,3.9498,6,0.0,0.0,,4.1848971,Q2 2012,HEALTH CARE,"","",84.32
Kodiak sciences inc,KOD,"",11574538.0,626414000.0,2.7631,3.4005,7,0.0,0.0,,26.0192636,Q4 2018,HEALTH CARE,"","",19.61
Ascendis pharma a/s adr,ASND,"",3390270.0,501421000.0,2.2117,2.3514,8,0.0,0.0,,6.3761364,Q1 2015,HEALTH CARE,"","",44.21
Invitae corp,NVTA,"",11850962.0,358966000.0,1.5834,0.7662,9,2750347.0,30.221551,addition,8.9926397,Q1 2015,HEALTH CARE,"","",20.1381
Myokardia inc,MYOK1,"",3164234.0,305728000.0,1.3485,0.5123,10,1390000.0,78.343668,addition,5.9699021,Q3 2016,HEALTH CARE,"","",72.1336
Amarin corp. adr,AMRN,"",34496685.0,238717000.0,1.053,0.8499,11,0.0,0.0,,8.8754946,Q1 2015,HEALTH CARE,"","",8.92
Argenx se ads adr,ARGX,"",1019557.0,229635000.0,1.0129,0.8272,12,0.0,0.0,,2.1642740,Q2 2017,HEALTH CARE,"","",59.75
Igm biosciences inc,IGMS,"",3144223.0,229528000.0,1.0124,1.0873,13,223.0,0.007093,addition,10.2567516,Q3 2019,HEALTH CARE,"","",17.7539
Madrigal pharmaceuticals inc,MDGL,"",1499212.0,169786000.0,0.7489,0.6164,14,0.0,0.0,,9.7167479,Q2 2016,HEALTH CARE,"","",164.39
Mirati therapeutics inc,MRTX,"",1409784.0,160955000.0,0.71,0.6675,15,0.0,0.0,,3.1651596,Q3 2013,HEALTH CARE,"","",22.85
Exact sciences corp,EXAS,"",1846139.0,160503000.0,0.708,0.6595,16,0.0,0.0,,1.2293880,Q4 2019,HEALTH CARE,"","",92.48
Neurocrine biosciences inc.,NBIX,"",906986.0,110652000.0,0.4881,0.6611,17,-333257.0,-26.870299,reduction,0.9725883,Q1 2014,HEALTH CARE,"","",65.88
Principia biopharma inc,PRNB1,"",1580873.0,94520000.0,0.4169,0.7151,18,-374540.0,-19.15401,reduction,4.7604416,Q3 2018,HEALTH CARE,"","",33.55
Forma therapeutics holdings  inc.,FMTX,"",2000000.0,92980000.0,0.4101,,19,2000000.0,,new,4.8679211,Q2 2020,FINANCE,"","",46.49
Cerus corp.,CERS,"",13713195.0,90507000.0,0.3992,0.3927,20,0.0,0.0,,8.2524435,Q2 2012,HEALTH CARE,"","",4.35
Heron therapeutics inc,HRTX,"",6018104.0,88526000.0,0.3905,0.4352,21,0.0,0.0,,6.6238371,Q1 2014,HEALTH CARE,"","",19.93
Insmed inc,INSM,"",3025384.0,83319000.0,0.3675,0.2987,22,0.0,0.0,,2.9812325,Q4 2012,HEALTH CARE,"","",21.13
Axsome therapeutics inc,AXSM,"",1009757.0,83083000.0,0.3665,0.3224,23,120000.0,13.486828,addition,2.7234829,Q1 2019,HEALTH CARE,"","",30.0361
Adc therapeutics sa,ADCT,"",1687500.0,78992000.0,0.3484,,24,1687500.0,,new,N/A,Q2 2020,HEALTH CARE,"","",46.81
Atreca inc,BCEL,"",3532760.0,75177000.0,0.3316,0.3601,25,0.0,0.0,,12.5261829,Q2 2019,HEALTH CARE,"","",18.84
Kiniksa pharmaceuticals ltd,KNSA,"",2799577.0,71333000.0,0.3146,0.2669,26,0.0,0.0,,4.1246747,Q2 2018,HEALTH CARE,"","",17.35
Adaptimmune therapeutics plc adr,ADAP,"",6675181.0,66819000.0,0.2947,0.0618,27,2984874.0,80.884165,addition,4.3173900,Q1 2020,HEALTH CARE,"","",5.9798
Biocryst pharmaceutical inc.,BCRX,"",13766405.0,65597000.0,0.2893,0.1348,28,2820239.0,25.764628,addition,7.8028017,Q4 2004,HEALTH CARE,"","",7.9962
Dbv technologies s.a. adr,DBVT,"",14614264.0,64157000.0,0.283,0.3528,29,0.0,0.0,,13.3161799,Q4 2014,HEALTH CARE,"","",19.06
Zymeworks inc,ZYME,"",1708472.0,61625000.0,0.2718,0.3732,30,0.0,0.0,,4.3462443,Q2 2018,HEALTH CARE,"","",14.76
Rhythm pharmaceuticals inc,RYTM,"",2700055.0,60211000.0,0.2656,0.2539,31,-8145.0,-0.300753,reduction,6.1199933,Q4 2017,HEALTH CARE,"","",29.6
Neoleukin therapeutics ord shs,NLTX,"",3397740.0,56402000.0,0.2488,0.2381,32,0.0,0.0,,N/A,Q3 2019, ,"","",
Chemocentryx  inc.,CCXI,"",945221.0,54388000.0,0.2399,0.2126,33,86206.0,10.035448,addition,1.3934322,Q1 2012,HEALTH CARE,"","",35.5834
Allakos inc,ALLK,"",735469.0,52851000.0,0.2331,0.2015,34,0.0,0.0,,1.5081485,Q3 2019,HEALTH CARE,"","",60.26
Neurocrine biosciences inc.,NBIX,PRN,30770000.0,51144000.0,0.2256,0.2422,35,0.0,0.0,,N/A,Q2 2018,HEALTH CARE,"","",
Aeglea biotherapeutics inc,AGLE,"",4379592.0,40511000.0,0.1787,0.0492,36,2665988.0,155.577835,addition,9.8197467,Q2 2016,HEALTH CARE,"","",7.8375
Assembly biosciences inc,ASMB,"",1541618.0,35951000.0,0.1586,0.1408,37,0.0,0.0,,4.6921992,Q1 2015,HEALTH CARE,"","",17.5
Krystal biotech inc,KRYS,"",817631.0,33866000.0,0.1494,0.2521,38,-128840.0,-13.612673,reduction,4.1586844,Q3 2017,HEALTH CARE,"","",24.29
Protagonist therapeutics inc,PTGX,"",1911446.0,33756000.0,0.1489,0.073,39,232282.0,13.833193,addition,5.1930957,Q1 2019,HEALTH CARE,"","",11.5458
Merus bv,MRUS,"",2037469.0,32783000.0,0.1446,0.1518,40,0.0,0.0,,7.0157051,Q2 2016,HEALTH CARE,"","",10.77
Apellis pharmaceuticals inc,APLS,"",896551.0,29281000.0,0.1292,0.1479,41,0.0,0.0,,1.1858514,Q2 2018,HEALTH CARE,"","",25.57
Aurinia pharmaceuticals inc,AUPH,"",1701929.0,27656000.0,0.122,0.1521,42,0.0,0.0,,1.3503276,Q4 2019,HEALTH CARE,"","",20.26
Alkermes plc.,ALKS,"",1244744.0,24154000.0,0.1065,0.1105,43,0.0,0.0,,0.7826428,Q4 2015,HEALTH CARE,"","",21.82
Gw pharmaceuticals plc adr,GWPH,"",185045.0,22709000.0,0.1002,0.2,44,-185800.0,-50.101795,reduction,0.5953887,Q3 2017,HEALTH CARE,"","",132.99
Altimmune inc,ALT,"",2107600.0,22572000.0,0.0996,,45,2107600.0,,new,6.5857400,Q2 2020,HEALTH CARE,"","",10.71
Adaptive biotechnologies corp,ADPT,"",463539.0,22426000.0,0.0989,0.1273,46,-280195.0,-37.674088,reduction,0.3614795,Q2 2019,HEALTH CARE,"","",48.3
Frequency therapeutics inc,FREQ,"",945719.0,21988000.0,0.097,0.1295,47,-234443.0,-19.865324,reduction,2.8346170,Q4 2019,HEALTH CARE,"","",17.53
Tricida inc,TCDA,"",787582.0,21643000.0,0.0955,0.3612,48,-1878433.0,-70.458456,reduction,1.5736227,Q2 2018,HEALTH CARE,"","",29.1
Novavax inc,NVAX,"",241376.0,20119000.0,0.0887,,49,241376.0,,new,0.4112880,Q2 2020,HEALTH CARE,"","",83.35
Biomarin pharmaceutical inc,BMRN,PRN,15000000.0,18340000.0,0.0809,0.0959,50,0.0,0.0,,N/A,Q1 2006,HEALTH CARE,"","",
Bluebird bio inc,BLUE,"",409160.0,16176000.0,0.0714,0.0113,51,347400.0,562.5,addition,0.4001633,Q3 2013,HEALTH CARE,"","",58.0528
Vaxart inc ord,VXRT,"",1639121.0,14506000.0,0.064,,52,1639121.0,,new,1.5010014,Q2 2020,HEALTH CARE,"","",
Xencor inc,XNCR,"",428120.0,13867000.0,0.0612,0.0788,53,0.0,0.0,,0.7479008,Q4 2013,HEALTH CARE,"","",11.52
Immunomedics inc.,IMMU1,"",330000.0,11695000.0,0.0516,0.0257,54,20000.0,6.451613,addition,0.1427684,Q1 2020,HEALTH CARE,"","",14.8109
Anaptysbio inc,ANAB,"",513677.0,11476000.0,0.0506,0.0204,55,279085.0,118.96612,addition,1.8831794,Q1 2017,HEALTH CARE,"","",31.2044
Mirum pharmaceuticals inc,MIRM,"",583333.0,11352000.0,0.0501,0.0503,56,0.0,0.0,,2.2966651,Q3 2019,HEALTH CARE,"","",11.75
Aimmune therapeutics inc,AIMT1,"",673908.0,11261000.0,0.0497,0.0599,57,0.0,0.0,,1.0296509,Q3 2015,HEALTH CARE,"","",16.2
Horizon therapeutics plc,HZNP,"",200000.0,11116000.0,0.049,0.0365,58,0.0,0.0,,0.0968709,Q1 2020,HEALTH CARE,"","",29.62
Uniqure n.v.,QURE,"",230883.0,10404000.0,0.0459,0.1044,59,-126200.0,-35.341923,reduction,0.5194631,Q4 2017,HEALTH CARE,"","",22.87
Xenon pharmaceuticals inc,XENE,"",799102.0,10021000.0,0.0442,,60,799102.0,,new,2.2834783,Q2 2020,HEALTH CARE,"","",12.54
Urovant sciences ltd,UROV1,"",1000000.0,9840000.0,0.0434,0.0568,61,0.0,0.0,,3.2069996,Q4 2019,HEALTH CARE,"","",15.51
Albireo pharma inc,ALBO,"",369047.0,9776000.0,0.0431,0.0372,62,0.0,0.0,,2.4618379,Q2 2017,HEALTH CARE,"","",20.85
