Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Tesla inc,TSLA,"",16216060.0,10831192000.0,6.0597,10.7231,1,-11088110.0,-40.609585,reduction,1.6894307,Q1 2013,CONSUMER DISCRETIONARY,"","",41.89
Amazon.com inc.,AMZN,"",2947556.0,9119975000.0,5.1023,5.7953,2,-249684.0,-7.809361,reduction,0.5853380,Q4 2004,CONSUMER DISCRETIONARY,"","",167.67
Illumina inc,ILMN,"",21433335.0,8231687000.0,4.6054,4.0843,3,1598573.0,8.059451,addition,14.6904284,Q1 2011,HEALTH CARE,"","",164.4772
Mercadolibre inc,MELI,"",4638532.0,6828569000.0,3.8204,4.4301,4,-113192.0,-2.382125,reduction,9.3012982,Q2 2010,COMMUNICATIONS,"","",143.05
Shopify inc,SHOP,"",5868340.0,6493317000.0,3.6328,3.6064,5,143601.0,2.508429,addition,5.2158252,Q3 2017,COMMUNICATIONS,"","",210.4859
Alibaba group holding ltd adr,BABA,"",26692992.0,6052102000.0,3.3859,3.247,6,1623584.0,6.476356,addition,0.9865697,Q3 2014,COMMUNICATIONS,"","",106.5343
Moderna inc,MRNA,"",45337764.0,5936980000.0,3.3215,1.4135,7,21025493.0,86.480991,addition,11.3195731,Q4 2018,HEALTH CARE,"","",107.0977
Spotify technology sa,SPOT,"",21028506.0,5634588000.0,3.1524,3.6418,8,232536.0,1.118178,addition,11.7315857,Q2 2018,COMMUNICATIONS,"","",162.2816
Netflix inc,NFLX,"",8187881.0,4271291000.0,2.3896,2.4441,9,66263.0,0.815884,addition,1.8533213,Q1 2015,COMMUNICATIONS,"","",135.2824
Pinduoduo inc,PDD,"",26867200.0,3596980000.0,2.0124,2.5085,10,1497750.0,5.903754,addition,3.0593652,Q3 2018,CONSUMER DISCRETIONARY,"","",46.8198
Nio inc,NIO,"",92019761.0,3586930000.0,2.0068,2.927,11,-15888007.0,-14.723692,reduction,7.1205514,Q3 2018,CONSUMER DISCRETIONARY,"","",8.04
Nvidia corp.,NVDA,"",21647588.0,2889574000.0,1.6166,1.3637,12,2878096.0,15.333905,addition,0.8728866,Q1 2016,INFORMATION TECHNOLOGY,"","",151.77
Alphabet inc. class c,GOOG,"",1309897.0,2709692000.0,1.516,1.9335,13,-673195.0,-33.946736,reduction,0.3998996,Q2 2014,COMMUNICATIONS,"","",633.28
The trade desk inc class a,TTD,"",41295660.0,2691072000.0,1.5056,1.2983,14,12171920.0,41.793808,addition,9.6941068,Q3 2018,COMMUNICATIONS,"","",162.9023
Wayfair inc class a,W,"",8534258.0,2686158000.0,1.5028,0.9659,15,848531.0,11.040348,addition,11.0810230,Q3 2015,CONSUMER DISCRETIONARY,"","",143.1187
Zoom video communications inc,ZM,"",8100660.0,2602661000.0,1.4561,1.24,16,1495639.0,22.64397,addition,3.4582650,Q2 2019,INFORMATION TECHNOLOGY,"","",165.5791
Workday inc,WDAY,"",10232905.0,2542161000.0,1.4223,1.108,17,1924361.0,23.16123,addition,5.5613614,Q4 2012,COMMUNICATIONS,"","",139.8406
Ferrari n.v.,RACE,"",12117885.0,2540087000.0,1.4211,1.5148,18,325565.0,2.760822,addition,6.5591466,Q1 2016,CONSUMER DISCRETIONARY,"","",49.8223
Meta platforms  inc.,FB,"",8169264.0,2406093000.0,1.3461,1.6961,19,-2987780.0,-26.779315,reduction,0.3396150,Q2 2012,COMMUNICATIONS,"","",44.11
Mastercard inc,MA,"",6069727.0,2161126000.0,1.2091,1.1598,20,231164.0,3.959262,addition,0.6161240,Q2 2011,FINANCE,"","",66.4558
Sea ltd adr,SE,"",9603704.0,2143835000.0,1.1994,0.9826,21,733740.0,8.272187,addition,14.5609946,Q4 2017,INFORMATION TECHNOLOGY,"","",59.9194
Cloudflare inc,NET,"",29995218.0,2107465000.0,1.1791,1.2629,22,132980.0,0.445312,addition,11.9834634,Q2 2020,INFORMATION TECHNOLOGY,"","",41.3388
Tal education group american depositary adr,TAL,"",38229657.0,2058667000.0,1.1518,1.636,23,-2877890.0,-7.00088,reduction,9.5692907,Q1 2016,CONSUMER DISCRETIONARY,"","",33.08
Dexcom inc,DXCM,"",5330238.0,1915634000.0,1.0717,1.1222,24,-123606.0,-2.266401,reduction,5.5420921,Q4 2012,HEALTH CARE,"","",150.0
Peloton interactive inc,PTON,"",16149465.0,1815846000.0,1.0159,1.3496,25,165569.0,1.035849,addition,6.1256347,Q3 2019,CONSUMER DISCRETIONARY,"","",29.1626
Carvana co,CVNA,"",6236566.0,1636475000.0,0.9156,0.774,26,430405.0,7.412902,addition,7.9617628,Q3 2020,CONSUMER DISCRETIONARY,"","",226.0729
Twilio inc,TWLO,"",4749577.0,1618466000.0,0.9055,0.5637,27,1757505.0,58.738727,addition,2.9679193,Q2 2020,INFORMATION TECHNOLOGY,"","",269.7061
Moodys corp,MCO,"",5385192.0,1608073000.0,0.8997,0.8765,28,-41131.0,-0.75799,reduction,2.8774769,Q4 2001,FINANCE,"","",63.36
Microsoft corp.,MSFT,"",6817737.0,1607418000.0,0.8993,0.8492,29,-42587.0,-0.620772,reduction,0.0903944,Q1 2001,INFORMATION TECHNOLOGY,"","",121.87
Beigene ltd adr,BGNE,"",4428715.0,1541548000.0,0.8624,0.6108,30,180888.0,4.258366,addition,4.8364526,Q1 2016,HEALTH CARE,"","",258.5716
Chegg inc,CHGG,"",17930195.0,1535900000.0,0.8593,0.8036,31,1944355.0,12.162983,addition,13.8539034,Q4 2017,CONSUMER DISCRETIONARY,"","",40.0835
Teladoc health inc,TDOC,"",7939079.0,1442926000.0,0.8073,0.8056,32,700412.0,9.67598,addition,5.1991349,Q1 2017,HEALTH CARE,"","",104.5408
Alnylam pharmaceuticals inc,ALNY,"",10074963.0,1422484000.0,0.7958,0.6606,33,942541.0,10.320822,addition,8.6109309,Q3 2010,HEALTH CARE,"","",92.4957
Anthem inc,ANTM,"",3924086.0,1408551000.0,0.788,0.7062,34,-27583.0,-0.698009,reduction,1.5778392,Q4 2014,HEALTH CARE,"","",91.96
Atlassian corp plc,TEAM,"",6257636.0,1318859000.0,0.7379,0.856,35,-319166.0,-4.852906,reduction,4.7347847,Q2 2016,INFORMATION TECHNOLOGY,"","",33.85
Martin marietta materials inc.,MLM,"",3786796.0,1271682000.0,0.7115,0.4269,36,1085670.0,40.193238,addition,6.0796148,Q1 2013,MATERIALS,"","",198.9018
Ryanair holdings adr,RYAAY,"",10373329.0,1192933000.0,0.6674,0.6422,37,-119310.0,-1.137083,reduction,4.5995053,Q2 2010,TRANSPORTS,"","",58.88
Intuitive surgical inc,ISRG,"",4797039.0,1181575000.0,0.6611,0.8698,38,-934392.0,-16.302944,reduction,1.3507672,Q3 2009,HEALTH CARE,"","",68.1
Roku inc,ROKU,"",3609008.0,1175706000.0,0.6578,0.5789,39,476242.0,15.201965,addition,3.2489827,Q1 2019,INFORMATION TECHNOLOGY,"","",156.1028
