Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Springworks therapeutics inc,SWTX,"",6186307.0,455127000.0,4.2555,4.6999,1,-1220000.0,-16.472447,reduction,12.6312714,Q3 2019,HEALTH CARE,"","",21.68
Edgewise therapeutics inc,EWTX,"",13944680.0,453202000.0,4.2375,,2,13944680.0,,new,No Data,Q1 2021,HEALTH CARE,"","",32.5
Prelude therapeutics inc.,PRLD,"",10039691.0,435020000.0,4.0675,9.7638,3,-5555186.0,-35.621865,reduction,21.5509406,Q3 2020,HEALTH CARE,"","",30.13
Silverback therapeutics  inc.,SBTX,"",8740887.0,381365000.0,3.5658,3.5444,4,0.0,0.0,,30.6518084,Q4 2020,HEALTH CARE,"","",46.34
Horizon therapeutics plc,HZNP,"",3144355.0,289406000.0,2.706,1.9259,5,135600.0,4.506848,addition,1.4032638,Q4 2019,HEALTH CARE,"","",42.1294
Merck & co,MRK,"",3911555.2,287731000.0,2.6904,1.9035,6,1124608.8,40.352724,addition,0.1475073,Q1 2016,HEALTH CARE,"","",66.7127
Bristol-myers squibb co,BMY,"",4515400.0,285057000.0,2.6653,1.9264,7,966300.0,27.226621,addition,0.2021283,Q2 2007,HEALTH CARE,"","",61.448
Abcellera biologics inc.,ABCL,"",8200768.0,278498000.0,2.604,2.958,8,-200000.0,-2.380735,reduction,3.0835508,Q4 2020,HEALTH CARE,"","",40.24
Boston scientific inc.,BSX,"",6920600.0,267481000.0,2.501,2.052,9,397600.0,6.095355,addition,0.4871889,Q2 2020,HEALTH CARE,"","",35.5207
Prelude therapeutics - non voting shares,PRLD-NV,"",5680186.0,246122000.0,2.3013,,10,5680186.0,,new,N/A,Q1 2021, ,"","",
Vertex pharmaceuticals  inc.,VRTX,"",1135900.0,244094000.0,2.2823,1.725,11,301800.0,36.182712,addition,0.4369517,Q4 2012,HEALTH CARE,"","",148.4645
Pmv pharmaceuticals  inc.,PMVP,"",7330423.0,241098000.0,2.2543,3.9455,12,0.0,0.0,,16.3689213,Q3 2020,HEALTH CARE,"","",35.5
Turning point therapeutics inc,TPTX,"",2361327.0,223358000.0,2.0884,2.9272,13,-384000.0,-13.987405,reduction,4.8210120,Q2 2019,HEALTH CARE,"","",40.5
Natera inc,NTRA,"",2195900.0,222972000.0,2.0848,1.8381,14,85200.0,4.036576,addition,2.5364227,Q3 2015,HEALTH CARE,"","",28.0178
Iovance biotherapeutics inc,IOVA,"",6645100.0,210384000.0,1.9671,2.698,15,0.0,0.0,,4.5211143,Q1 2015,HEALTH CARE,"","",11.68
Mirati therapeutics inc,MRTX,"",1221200.0,209192000.0,1.956,2.2012,16,75900.0,6.627085,addition,2.4118191,Q3 2019,HEALTH CARE,"","",110.6963
Arcutis biotherapeutics  inc.,ARQT,"",6073850.0,175716000.0,1.643,1.4951,17,0.0,0.0,,12.1271622,Q1 2020,HEALTH CARE,"","",29.42
Ikena oncology - non voting shares,IKNA-NV,"",6215466.0,175587000.0,1.6418,,18,6215466.0,,new,N/A,Q1 2021, ,"","",
Xtant med hldgs inc com (de),XTNT,"",72873494.0,171981000.0,1.6081,0.762,19,70422.0,0.096729,addition,N/A,Q1 2018, ,"","",
Unitedhealth group inc.,UNH,"",403000.0,149944000.0,1.402,1.1977,20,12700.0,3.253907,addition,0.0426311,Q4 2020,HEALTH CARE,"","",351.3541
Guardant health inc,GH,"",977400.0,149200000.0,1.3951,0.607,21,439200.0,81.605351,addition,0.9732454,Q3 2020,HEALTH CARE,"","",136.863
Humana  inc.,HUM,"",313600.0,131477000.0,1.2293,1.0271,22,27500.0,9.612024,addition,0.2430774,Q2 2018,HEALTH CARE,"","",325.9938
Abbvie inc,ABBV,"",1213200.0,131293000.0,1.2276,0.8085,23,350900.0,40.693494,addition,0.0687432,Q1 2020,HEALTH CARE,"","",99.8756
Theravance biopharma inc,TBPH,"",6219110.0,126932000.0,1.1868,0.967,24,0.0,0.0,,N/A,Q1 2020,HEALTH CARE,"","",17.41
Neurocrine biosciences inc.,NBIX,"",1301715.0,126592000.0,1.1837,1.0918,25,0.0,0.0,,1.3856339,Q1 2012,HEALTH CARE,"","",87.13
