Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Tesla inc,TSLA,"",27304170.0,19267733000.0,10.7231,10.2528,1,-7402365.0,-21.328447,reduction,2.8804883,Q1 2013,CONSUMER DISCRETIONARY,"","",41.89
Amazon.com inc.,AMZN,"",3197240.0,10413187000.0,5.7953,7.8006,2,-400513.0,-11.13231,reduction,0.6372162,Q4 2004,CONSUMER DISCRETIONARY,"","",167.67
Mercadolibre inc,MELI,"",4751724.0,7960183000.0,4.4301,3.6236,3,-109627.0,-2.255073,reduction,9.5282735,Q2 2010,COMMUNICATIONS,"","",143.05
Illumina inc,ILMN,"",19834762.0,7338863000.0,4.0843,3.7726,4,2109182.0,11.899086,addition,13.5854534,Q1 2011,HEALTH CARE,"","",146.781
Spotify technology sa,SPOT,"",20795970.0,6543660000.0,3.6418,3.5776,5,-622691.0,-2.907236,reduction,10.9691391,Q2 2018,COMMUNICATIONS,"","",161.1
Shopify inc,SHOP,"",5724739.0,6480118000.0,3.6064,3.9793,6,75642.0,1.33901,addition,5.1665901,Q3 2017,COMMUNICATIONS,"","",188.0095
Alibaba group holding ltd adr,BABA,"",25069408.0,5834403000.0,3.247,5.0673,7,37498.0,0.149801,addition,0.9265623,Q3 2014,COMMUNICATIONS,"","",98.7507
Nio inc,NIO,"",107907768.0,5259424000.0,2.927,1.5918,8,-1028818.0,-0.944419,reduction,6.9220179,Q3 2018,CONSUMER DISCRETIONARY,"","",8.04
Pinduoduo inc,PDD,"",25369450.0,4507391000.0,2.5085,1.2204,9,1468731.0,6.145133,addition,2.0687358,Q3 2018,CONSUMER DISCRETIONARY,"","",41.677
Netflix inc,NFLX,"",8121618.0,4391603000.0,2.4441,2.5518,10,710474.0,9.586563,addition,1.8383227,Q1 2015,COMMUNICATIONS,"","",132.1306
Alphabet inc. class c,GOOG,"",1983092.0,3474139000.0,1.9335,2.3591,11,-348144.0,-14.933881,reduction,0.6011789,Q2 2014,COMMUNICATIONS,"","",633.28
Meta platforms  inc.,FB,"",11157044.0,3047658000.0,1.6961,2.0162,12,-22490.0,-0.201171,reduction,0.4641093,Q2 2012,COMMUNICATIONS,"","",44.11
Tal education group american depositary adr,TAL,"",41107547.0,2939601000.0,1.636,2.1912,13,-741431.0,-1.771682,reduction,6.8468392,Q1 2016,CONSUMER DISCRETIONARY,"","",33.08
Ferrari n.v.,RACE,"",11792320.0,2721935000.0,1.5148,1.5266,14,-276302.0,-2.289425,reduction,6.3829254,Q1 2016,CONSUMER DISCRETIONARY,"","",45.42
Moderna inc,MRNA,"",24312271.0,2539903000.0,1.4135,0.352,15,17086635.0,236.472402,addition,6.1439601,Q4 2018,HEALTH CARE,"","",86.4745
Nvidia corp.,NVDA,"",18769492.0,2450357000.0,1.3637,1.7212,16,295936.0,1.601944,addition,0.7580570,Q1 2016,INFORMATION TECHNOLOGY,"","",93.1728
Peloton interactive inc,PTON,"",15983896.0,2425077000.0,1.3496,1.0785,17,202320.0,1.282001,addition,6.2556140,Q3 2019,CONSUMER DISCRETIONARY,"","",28.3022
The trade desk inc class a,TTD,"",29123740.0,2332812000.0,1.2983,1.0191,18,597230.0,2.093596,addition,6.9426615,Q3 2018,COMMUNICATIONS,"","",203.7539
Cloudflare inc,NET,"",29862238.0,2269231000.0,1.2629,0.7818,19,2209662.0,7.9908,addition,12.7663298,Q2 2020,INFORMATION TECHNOLOGY,"","",41.2093
Zoom video communications inc,ZM,"",6605021.0,2228006000.0,1.24,2.0381,20,308957.0,4.907145,addition,3.3238562,Q2 2019,INFORMATION TECHNOLOGY,"","",130.3179
Mastercard inc,MA,"",5838563.0,2084018000.0,1.1598,1.3703,21,-46117.0,-0.783679,reduction,0.5906664,Q2 2011,FINANCE,"","",54.99
Dexcom inc,DXCM,"",5453844.0,2016395000.0,1.1222,1.2003,22,1225388.0,28.979561,addition,5.6794545,Q4 2012,HEALTH CARE,"","",149.9953
