Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Jd.com inc adr,JD,"",52850366.0,1861918000.0,10.2744,7.8956,1,0.0,0.0,,3.6226919,Q4 2014,CONSUMER DISCRETIONARY,"","",29.17
Apollo glbl management llc,APO,"",37663500.0,1796926000.0,9.9158,7.5436,2,0.0,0.0,,18.7576573,Q1 2017,FINANCE,"","",25.13
Microsoft corp.,MSFT,"",10883100.0,1716265000.0,9.4707,11.2507,3,-4397400.0,-28.777854,reduction,0.1425346,Q4 2016,INFORMATION TECHNOLOGY,"","",82.32
Meta platforms  inc.,FB,"",8319500.0,1707577000.0,9.4228,10.5824,4,-2901600.0,-25.858427,reduction,0.2916104,Q4 2016,COMMUNICATIONS,"","",165.49
Transdigm group inc,TDG,"",2066000.0,1156960000.0,6.3843,5.6968,5,0.0,0.0,,3.8703634,Q4 2016,INDUSTRIALS,"","",269.66
Amazon.com inc.,AMZN,"",612040.0,1130952000.0,6.2408,6.473,6,-92072.0,-13.076329,reduction,0.1237294,Q2 2015,CONSUMER DISCRETIONARY,"","",694.13
Alibaba group holding ltd adr,BABA,"",3515662.0,745672000.0,4.1148,6.8904,7,-4264600.0,-54.813064,reduction,0.1381725,Q3 2016,COMMUNICATIONS,"","",149.99
Uber technologies inc,UBER,"",21614787.0,642824000.0,3.5472,1.0754,8,14950464.0,224.335825,addition,1.2714581,Q2 2019,CONSUMER DISCRETIONARY,"","",34.8705
Ringcentral inc,RNG,"",3297200.0,556139000.0,3.0689,2.1714,9,34200.0,1.048115,addition,3.9739665,Q1 2019,UTILITIES AND TELECOMMUNICATIONS,"","",113.3993
Spotify technology sa,SPOT,"",3480202.0,520464000.0,2.872,2.4526,10,-582177.0,-14.330938,reduction,1.9242519,Q2 2018,COMMUNICATIONS,"","",168.23
Netflix inc,NFLX,"",1551000.0,501857000.0,2.7693,3.0426,11,-595813.0,-27.753372,reduction,0.3542390,Q1 2017,COMMUNICATIONS,"","",248.52
Fleetcor technologies inc,FLT,"",1727100.0,496921000.0,2.7421,2.623,12,0.0,0.0,,1.9950329,Q4 2012,INFORMATION TECHNOLOGY,"","",151.05
Carvana co,CVNA,"",4912907.0,452233000.0,2.4955,1.7172,13,0.0,0.0,,3.2503520,Q1 2019,CONSUMER DISCRETIONARY,"","",62.15
