Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Invitae corp,NVTA,"",12298038.0,514181000.0,15.2331,17.5353,1,3264095.0,36.131454,addition,6.9598517,Q3 2018,HEALTH CARE,"","",30.3285
Biolife solutions inc,BLFS,"",7440107.0,296786000.0,8.7925,7.5677,2,1600000.0,27.396758,addition,22.7276607,Q2 2018,HEALTH CARE,"","",22.6447
Fate therapeutics inc,FATE,"",3050000.0,277337000.0,8.2164,5.4586,3,0.0,0.0,,3.4959411,Q2 2017,HEALTH CARE,"","",10.22
Exact sciences corp,EXAS,"",1485149.0,196767000.0,5.8294,,4,1485149.0,,new,0.8800992,Q4 2020,HEALTH CARE,"","",132.49
Blueprint medicines corp,BPMC,"",1550000.0,173833000.0,5.15,6.4337,5,0.0,0.0,,2.7812267,Q4 2015,HEALTH CARE,"","",61.58
Relay therapeutics  inc.,RLAY,"",3808894.0,158298000.0,4.6897,7.2636,6,0.0,0.0,,4.2328205,Q3 2020,HEALTH CARE,"","",42.59
Twist bioscience corp,TWST,"",1000000.0,141290000.0,4.1858,3.4016,7,0.0,0.0,,2.0569293,Q2 2019,HEALTH CARE,"","",30.11
Pacific biosciences of california  inc.,PACB,"",5000000.0,129700000.0,3.8425,1.9887,8,500000.0,11.111111,addition,2.6706102,Q3 2020,HEALTH CARE,"","",11.477
Denali therapeutics inc,DNLI,"",1310000.0,109726000.0,3.2507,2.1017,9,0.0,0.0,,1.0924086,Q4 2018,HEALTH CARE,"","",17.98
Agios pharmaceuticals inc,AGIO,"",2375000.0,102909000.0,3.0488,2.7425,10,625000.0,35.714286,addition,3.4291168,Q4 2015,HEALTH CARE,"","",41.5247
Alnylam pharmaceuticals inc,ALNY,"",780000.0,101377000.0,3.0034,4.042,11,160000.0,25.806452,addition,0.6713676,Q4 2015,HEALTH CARE,"","",102.1892
Codexis inc,CDXS,"",4330000.0,94524000.0,2.8004,2.0948,12,345000.0,8.657465,addition,6.8116548,Q1 2017,MATERIALS,"","",14.403
Sarepta therapeutics inc,SRPT,"",530000.0,90360000.0,2.677,3.3326,13,0.0,0.0,,0.6716253,Q3 2018,HEALTH CARE,"","",93.8
Caredx inc,CDNA,"",1193335.0,86457000.0,2.5614,2.0272,14,0.0,0.0,,2.4226603,Q2 2018,HEALTH CARE,"","",20.79
Revolution medicines  inc.,RVMD,"",1634535.0,64711000.0,1.9171,2.547,15,0.0,0.0,,2.4623837,Q1 2020,HEALTH CARE,"","",24.37
Constellation pharmaceuticals inc,CNST,"",1785000.0,51408000.0,1.523,0.889,16,805000.0,82.142857,addition,3.7519295,Q3 2018,HEALTH CARE,"","",16.4525
Generation bio co.,GBIO,"",1611214.0,45678000.0,1.3533,2.23,17,0.0,0.0,,3.4637491,Q2 2020,HEALTH CARE,"","",21.0
Dermtech inc,DMTK,"",1370000.0,44443000.0,1.3167,0.7644,18,-58572.0,-4.100038,reduction,6.9914703,Q1 2020,FINANCE,"","",
Burning rock biotech ltd. ads,BNR,"",1922150.0,44402000.0,1.3154,2.1586,19,0.0,0.0,,1.8517014,Q2 2020,HEALTH CARE,"","",26.82
Adaptive biotechnologies corp,ADPT,"",713125.0,42167000.0,1.2492,1.5528,20,0.0,0.0,,0.5213953,Q2 2019,HEALTH CARE,"","",39.76
Crispr therapeutics ag,CRSP,"",266430.0,40793000.0,1.2085,0.9978,21,0.0,0.0,,0.3741620,Q1 2020,HEALTH CARE,"","",42.41
Bluebird bio inc,BLUE,"",1412760.0,39592000.0,1.1729,2.2103,22,0.0,0.0,,1.3785660,Q4 2015,HEALTH CARE,"","",96.63
Avalanche biotechnologies inc,ADVM,"",3650000.0,39566000.0,1.1722,1.2683,23,900000.0,32.727273,addition,3.7444499,Q1 2020,HEALTH CARE,"","",12.4147
Beigene ltd adr,BGNE,"",150000.0,38759000.0,1.1483,1.9238,24,0.0,0.0,,0.1644928,Q2 2020,HEALTH CARE,"","",188.4
Beam therapeutics inc.,BEAM,"",460000.0,37554000.0,1.1126,,25,460000.0,,new,0.7935688,Q4 2020,HEALTH CARE,"","",81.64
Global blood therapeutics inc,GBT,"",810000.0,35081000.0,1.0393,0.9752,26,415000.0,105.063291,addition,1.3107551,Q4 2015,HEALTH CARE,"","",40.6767
4d molecular therapeutics  inc.,FDMT,"",780555.0,32354000.0,0.9585,,27,780555.0,,new,2.9461881,Q4 2020,HEALTH CARE,"","",41.45
Magenta therapeutics inc,MGTA,"",3346034.0,26233000.0,0.7772,1.0188,28,0.0,0.0,,6.9268923,Q2 2018,HEALTH CARE,"","",11.97
Zai lab ltd,ZLAB,"",190000.0,25715000.0,0.7618,0.7076,29,0.0,0.0,,0.2520713,Q1 2020,HEALTH CARE,"","",51.48
Iovance biotherapeutics inc,IOVA,"",550000.0,25520000.0,0.7561,0.4275,30,260000.0,89.655172,addition,0.3749472,Q3 2020,HEALTH CARE,"","",39.2924
Alector inc,ALEC,"",1650000.0,24965000.0,0.7396,0.7783,31,0.0,0.0,,2.0822105,Q1 2019,HEALTH CARE,"","",14.99
Allogene therapeutics inc,ALLO,"",945000.0,23852000.0,0.7066,1.5956,32,0.0,0.0,,0.6736520,Q1 2020,HEALTH CARE,"","",28.72
908 devices inc.,MASS,"",406502.0,23150000.0,0.6858,,33,406502.0,,new,No Data,Q4 2020,HEALTH CARE,"","",56.95
Taysha gene therapies  inc.,TSHA,"",820440.0,21774000.0,0.6451,0.8229,34,0.0,0.0,,2.1726929,Q3 2020,HEALTH CARE,"","",22.4
Oric pharmaceuticals  inc.,ORIC,"",601515.0,20361000.0,0.6032,0.2816,35,350000.0,139.15671,addition,1.6899818,Q2 2020,HEALTH CARE,"","",33.7998
Berkeley lights  inc.,BLI,"",200000.0,17882000.0,0.5298,0.6838,36,0.0,0.0,,0.3107107,Q3 2020,HEALTH CARE,"","",76.36
Kronos bio  inc.,KRON,"",583436.0,17427000.0,0.5163,,37,583436.0,,new,1.0412270,Q4 2020,HEALTH CARE,"","",29.87
Sangamo therapeutics inc,SGMO,"",1080000.0,16853000.0,0.4993,0.457,38,0.0,0.0,,0.7635672,Q1 2017,HEALTH CARE,"","",10.02
Fulcrum therapeutics inc,FULC,"",1241176.0,14534000.0,0.4306,0.5117,39,-200000.0,-13.877556,reduction,4.5195196,Q3 2019,HEALTH CARE,"","",11.19
Amyris inc.,AMRS,CALL,2000000.0,12350000.0,0.3659,,40,2000000.0,,new,N/A,Q4 2020,MATERIALS,"","",
Syndax pharmaceuticals inc,SNDX,"",450000.0,10008000.0,0.2965,,41,450000.0,,new,0.9537050,Q4 2020,HEALTH CARE,"","",22.24
Black diamond therapeutics  inc.,BDTX,"",289395.0,9275000.0,0.2748,0.3917,42,0.0,0.0,,0.8039719,Q1 2020,HEALTH CARE,"","",24.95
Turning point therapeutics inc,TPTX,"",75000.0,9139000.0,0.2708,0.2934,43,0.0,0.0,,0.1556907,Q2 2019,HEALTH CARE,"","",40.08
Seer  inc.,SEER,"",150000.0,8421000.0,0.2495,,44,150000.0,,new,0.2811581,Q4 2020,HEALTH CARE,"","",56.14
Abcellera biologics inc.,ABCL,"",200000.0,8048000.0,0.2384,,45,200000.0,,new,No Data,Q4 2020,HEALTH CARE,"","",40.24
Dyne therapeutics  inc.,DYN,"",370000.0,7770000.0,0.2302,0.3345,46,0.0,0.0,,No Data,Q3 2020,HEALTH CARE,"","",20.19
Stoke therapeutics inc,STOK,"",120000.0,7432000.0,0.2202,0.18,47,0.0,0.0,,0.3301668,Q2 2019,HEALTH CARE,"","",26.51
Foghorn therapeutics inc.,FHTX,"",216216.0,4383000.0,0.1299,,48,216216.0,,new,0.5880961,Q4 2020,HEALTH CARE,"","",20.27
Bristol myers squibb rights,BMYR,"",6250000.0,4313000.0,0.1278,0.6297,49,0.0,0.0,,N/A,Q4 2019, ,"","",
Codiak biosciences  inc.,CDAK,"",76688.0,2477000.0,0.0734,,50,76688.0,,new,0.4086175,Q4 2020,HEALTH CARE,"","",32.3
Global blood therapeutics inc,GBT,CALL,50000.0,2166000.0,0.0642,,51,50000.0,,new,N/A,Q4 2020,HEALTH CARE,"","",
C4 therapeutics  inc.,CCCC,"",40000.0,1325000.0,0.0393,,52,40000.0,,new,0.0929595,Q4 2020,HEALTH CARE,"","",33.13
Orchard therapeutics plc,ORTX,"",0.0,0.0,,0.3441,"",-1870000.0,-100.0,soldall,0.0000000,Q2 2019,HEALTH CARE,"","",9.1
Amyris inc.,AMRS,"",0.0,0.0,,0.9662,"",-7390000.0,-100.0,soldall,0.0000000,Q2 2020,MATERIALS,"","",3.9
Illumina inc,ILMN,"",0.0,0.0,,0.4152,"",-30000.0,-100.0,soldall,0.0000000,Q4 2016,HEALTH CARE,"","",202.2
Legend biotech corp ads,LEGN,"",0.0,0.0,,0.193,"",-139661.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,"","",42.17
Myokardia inc,MYOK1,"",0.0,0.0,,5.3108,"",-870000.0,-100.0,soldall,N/A,Q4 2015,HEALTH CARE,"","",39.07
Deciphera pharmaceuticals inc,DCPH,"",0.0,0.0,,0.1493,"",-65000.0,-100.0,soldall,0.0000000,Q3 2019,HEALTH CARE,"","",51.14
