Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Seagen inc,SGEN,"",47269424.0,9250154000.0,36.9623,35.4286,1,0.0,0.0,,26.4079981,Q3 2004,HEALTH CARE,"","",32.06
Beigene ltd adr,BGNE,"",13301597.0,3810109000.0,15.2246,9.7871,2,1524312.0,12.942813,addition,14.6497591,Q1 2016,HEALTH CARE,"","",136.9307
Incyte corporation,INCY,"",31999398.0,2871626000.0,11.4746,14.6749,3,317.0,0.000991,addition,14.6118581,Q4 2001,HEALTH CARE,"","",71.7302
Acadia pharmaceuticals inc,ACAD,"",41904586.0,1728564000.0,6.9071,8.9591,4,0.0,0.0,,26.3587182,Q4 2010,HEALTH CARE,"","",15.46
Alexion pharmaceuticals inc.,ALXN1,"",8760794.0,1002498000.0,4.0058,4.3373,5,0.0,0.0,,4.0031880,Q2 2015,HEALTH CARE,"","",162.43
Kodiak sciences inc,KOD,"",12352175.0,731372000.0,2.9225,2.7631,6,777637.0,6.718514,addition,27.5696979,Q4 2018,HEALTH CARE,"","",22.103
Biomarin pharmaceutical inc,BMRN,"",7589294.0,577393000.0,2.3072,4.1289,7,0.0,0.0,,4.1807458,Q2 2012,HEALTH CARE,"","",84.32
Ascendis pharma a/s adr,ASND,"",3540270.0,546334000.0,2.1831,2.2117,8,150000.0,4.424426,addition,6.6277220,Q1 2015,HEALTH CARE,"","",48.8753
Invitae corp,NVTA,"",11850962.0,513739000.0,2.0528,1.5834,9,0.0,0.0,,6.7068372,Q1 2015,HEALTH CARE,"","",20.14
Myokardia inc,MYOK1,"",3009344.0,410264000.0,1.6394,1.3485,10,-154890.0,-4.895024,reduction,5.6436236,Q3 2016,HEALTH CARE,"","",72.13
Prelude therapeutics inc.,PRLD,"",10118636.0,304875000.0,1.2182,,11,10118636.0,,new,23.1529821,Q3 2020,HEALTH CARE,"","",30.13
Argenx se ads adr,ARGX,"",1019557.0,267654000.0,1.0695,1.0129,12,0.0,0.0,,2.1642740,Q2 2017,HEALTH CARE,"","",59.75
Mirati therapeutics inc,MRTX,"",1409784.0,234095000.0,0.9354,0.71,13,0.0,0.0,,2.8038061,Q3 2013,HEALTH CARE,"","",22.85
