Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Microsoft corp.,MSFT,"",11929459.0,2509123000.0,9.8017,10.6161,1,-25399.0,-0.212458,reduction,0.1577867,Q1 2015,INFORMATION TECHNOLOGY,"","",51.3
Paypal holdings inc,PYPL,"",12359311.0,2435155000.0,9.5128,9.4186,2,-29503.0,-0.238142,reduction,1.0548261,Q3 2015,COMMUNICATIONS,"","",40.85
Meta platforms  inc.,FB,"",6427563.0,1683379000.0,6.576,6.3844,3,-15947.0,-0.247489,reduction,0.2673730,Q1 2018,COMMUNICATIONS,"","",163.03
Idexx laboratories inc.,IDXX,"",4232815.0,1663962000.0,6.5002,6.1094,4,-7896.0,-0.186195,reduction,4.9622747,Q1 2015,HEALTH CARE,"","",83.47
Intuit  inc.,INTU,"",4594541.0,1498785000.0,5.8549,5.9325,5,4324.0,0.0942,addition,1.7549330,Q2 2017,INFORMATION TECHNOLOGY,"","",167.8791
Estee lauder companies inc.,EL,"",6800333.0,1484173000.0,5.7978,5.5644,6,41759.0,0.617867,addition,3.0018481,Q2 2016,CONSUMER STAPLES,"","",117.1944
Mccormick & co. non-voting shares,MKC,"",15084190.0,1463921000.0,5.7187,5.9055,7,-2966.0,-0.019659,reduction,6.0653140,Q4 2018,CONSUMER STAPLES,"","",149.77
Philip morris international inc,PM,"",19503315.0,1462554000.0,5.7134,5.9233,8,127460.0,0.657829,addition,1.2523673,Q4 2012,CONSUMER STAPLES,"","",85.6995
Stryker corp.,SYK,"",6277138.0,1307967000.0,5.1095,4.8784,9,72591.0,1.169965,addition,1.6703816,Q4 2012,HEALTH CARE,"","",107.4606
Pepsico inc. (loft  inc.),PEP,"",8911181.0,1235090000.0,4.8248,5.0715,10,123478.0,1.405123,addition,0.6448236,Q4 2012,CONSUMER STAPLES,"","",104.5978
Visa inc,V,"",6134726.0,1226761000.0,4.7923,5.1845,11,-16129.0,-0.262224,reduction,0.3645113,Q4 2012,FINANCE,"","",82.57
Becton  dickinson and co.,BDX,"",4340972.0,1010057000.0,3.9457,4.4289,12,98915.0,2.33177,addition,1.4975657,Q4 2012,HEALTH CARE,"","",170.7344
Nike inc.,NKE,"",7752398.0,973236000.0,3.8019,3.0993,13,508364.0,7.017692,addition,0.6178148,Q1 2020,CONSUMER DISCRETIONARY,"","",95.274
Automatic data processing inc,ADP,"",6919915.0,965259000.0,3.7707,4.2107,14,438763.0,6.76983,addition,1.6137335,Q4 2012,INFORMATION TECHNOLOGY,"","",96.491
Johnson & johnson co.,JNJ,"",6411610.0,954560000.0,3.7289,3.9307,15,6119.0,0.095527,addition,0.2435520,Q4 2012,HEALTH CARE,"","",115.1123
Starbucks corp.,SBUX,"",10382215.0,892040000.0,3.4847,2.677,16,2045505.0,24.536118,addition,0.8848730,Q1 2020,CONSUMER DISCRETIONARY,"","",74.0118
Waters corporation,WAT,"",4292028.0,839864000.0,3.2809,3.0651,17,398223.0,10.227091,addition,6.9173077,Q1 2015,HEALTH CARE,"","",159.8721
Brown-forman corp. class b,BF.B,"",10253745.0,772312000.0,3.017,2.7403,18,388904.0,3.942324,addition,3.3145023,Q3 2019,CONSUMER STAPLES,"","",63.2845
Verisk analytics inc,VRSK,"",607423.0,112562000.0,0.4397,0.4511,19,0.0,0.0,,0.3735923,Q4 2018,INDUSTRIALS,"","",119.32
Ansys  inc.,ANSS,"",335033.0,109633000.0,0.4283,0.4265,20,0.0,0.0,,0.3900989,Q4 2018,INFORMATION TECHNOLOGY,"","",158.06
Ipg photonics corp,IPGP,"",626454.0,106478000.0,0.416,0.4023,21,51681.0,8.99155,addition,1.1753213,Q4 2018,INFORMATION TECHNOLOGY,"","",134.3159
Cognex corp,CGNX,"",1602593.0,104329000.0,0.4076,0.4176,22,0.0,0.0,,0.9176929,Q4 2018,INFORMATION TECHNOLOGY,"","",41.43
Masimo corp,MASI,"",428897.0,101245000.0,0.3955,0.4267,23,0.0,0.0,,0.7790306,Q4 2018,HEALTH CARE,"","",114.05
Equifax inc.,EFX,"",576779.0,90497000.0,0.3535,0.4326,24,0.0,0.0,,0.4741573,Q4 2018,INDUSTRIALS,"","",101.31
Verisign inc.,VRSN,"",429518.0,87987000.0,0.3437,0.3255,25,68824.0,19.080994,addition,0.3764074,Q4 2018,COMMUNICATIONS,"","",164.197
Qualys  inc.,QLYS,"",813720.0,79753000.0,0.3116,0.2831,26,189908.0,30.443146,addition,2.0855743,Q2 2020,INFORMATION TECHNOLOGY,"","",102.6174
Smith (a.o.) corp.  class b,AOS,"",1487541.0,78542000.0,0.3068,0.3059,27,0.0,0.0,,1.0983866,Q4 2018,INDUSTRIALS,"","",43.69
Msci inc,MSCI,"",207490.0,74028000.0,0.2892,0.3022,28,0.0,0.0,,0.2503045,Q4 2018,FINANCE,"","",168.61
