Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Uber technologies inc,UBER,,21260206,647798000,27.4142,39.2778,1,0,0,,1.2506004,Q2 2019,CONSUMER DISCRETIONARY,,,46.38
Twilio inc,TWLO,,2802642,308179000,13.0418,16.43,2,-222416,-7.352454,reduction,2.0624343,Q3 2017,INFORMATION TECHNOLOGY,,,57.73
Datadog inc,DDOG,,7544323,255828000,10.8264,,3,7544323,,new,No Data,Q3 2019,INFORMATION TECHNOLOGY,,,33.91
Alibaba group holding ltd adr,BABA,,1123070,187811000,7.948,7.5805,4,0,0,,0.0441389,Q4 2014,COMMUNICATIONS,,,142.57
Ceridian hcm holding inc,CDAY,,2825463,139493000,5.9032,5.3368,5,156586,5.867112,addition,1.9737779,Q2 2018,INFORMATION TECHNOLOGY,,,34.0867
Dynatrace inc,DT,,6869735,128258000,5.4278,,6,6869735,,new,No Data,Q3 2019,INFORMATION TECHNOLOGY,,,18.67
Greensky inc,GSKY,,15347750,105055000,4.4458,6.9929,7,1063505,7.445301,addition,8.6661491,Q2 2018,INFORMATION TECHNOLOGY,,,10.9355
Servicenow inc,NOW,,395787,100471000,4.2518,3.4412,8,81150,25.791627,addition,0.2110864,Q1 2016,INFORMATION TECHNOLOGY,,,116.3289
Yandex n.v.,YNDX,,2593984,90815000,3.8432,2.25,9,1107565,74.512301,addition,0.7988126,Q2 2019,COMMUNICATIONS,,,36.7233
Livongo health inc,LVGO1,,4820102,84063000,3.5575,,10,4820102,,new,No Data,Q3 2019,HEALTH CARE,,,17.44
58.com inc adr,WUBA1,,1442452,71127000,3.01,4.1182,11,-220493,-13.259188,reduction,0.9701722,Q4 2014,CONSUMER DISCRETIONARY,,,53.78
Meta platforms  inc.,FB,,384565,68483000,2.8981,3.4478,12,-63900,-14.248604,reduction,0.0134796,Q2 2016,COMMUNICATIONS,,,151.04
Spotify technology sa,SPOT,,428410,48839000,2.0668,3.6601,13,-200000,-31.826355,reduction,0.2368738,Q2 2018,COMMUNICATIONS,,,168.24
Upwork inc,UPWK,,3021031,40195000,1.701,1.935,14,0,0,,2.7265623,Q4 2018,INFORMATION TECHNOLOGY,,,17.19
Peloton interactive inc,PTON,,1192000,29919000,1.2661,,15,1192000,,new,No Data,Q3 2019,CONSUMER DISCRETIONARY,,,25.1
Medallia inc,MDLA1,,500000,13715000,0.5804,,16,500000,,new,No Data,Q3 2019,INFORMATION TECHNOLOGY,,,27.43
Tencent music entertainment group,TME,,979639,12510000,0.5294,0.7229,17,-231047,-19.083974,reduction,0.0599905,Q4 2018,INFORMATION TECHNOLOGY,,,13.25
Elastic nv,ESTC,,150000,12351000,0.5227,0.5948,18,-50000,-25,reduction,0.199071,Q4 2018,INFORMATION TECHNOLOGY,,,71.48
Sunlands online education group,STG,,238149.92,8782000,0.3716,0.2834,19,0,0,,2.7505073,Q1 2018,CONSUMER DISCRETIONARY,,,8.4
Farfetch ltd,FTCH,,400000,3456000,0.1463,0.3314,20,0,0,,0.1333956,Q3 2018,CONSUMER DISCRETIONARY,,,27.23
Eventbrite inc,EB,,155000,2745000,0.1162,0.1,21,0,0,,0.2699878,Q3 2018,COMMUNICATIONS,,,37.97
Stoneco ltd,STNE,,50000,1739000,0.0736,0.0589,22,0,0,,0.018046,Q4 2018,FINANCE,,,18.44
Netflix inc,NFLX,,5120,1370000,0.058,0.9892,23,-62485,-92.426596,reduction,0.0011694,Q2 2016,COMMUNICATIONS,,,106.06
Crowdstrike holdings inc,CRWD,,0,0,,0.9521,,-350000,-100,soldall,0,Q2 2019,INFORMATION TECHNOLOGY,,,68.29
Futu holdings ltd,FUTU,,0,0,,0.0032,,-7700,-100,soldall,0,Q1 2019,INFORMATION TECHNOLOGY,,,18.52
Slack technologies inc,WORK2,,0,0,,1.4938,,-1000000,-100,soldall,0,Q2 2019,INFORMATION TECHNOLOGY,,,37.5
