Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price
Seagen inc,SGEN,"",46893364.0,7249714000.0,35.2722,35.2612,1,-394895.0,-0.83508,reduction,25.6449975,Q3 2004,HEALTH CARE,"","",32.11
Beigene ltd adr,BGNE,"",11668897.0,3161454000.0,15.3815,18.6013,2,0.0,0.0,,11.4006091,Q1 2016,HEALTH CARE,"","",136.93
Incyte corporation,INCY,"",33618063.0,2467566000.0,12.0055,9.672,3,1595938.0,4.98386,addition,15.2193259,Q4 2001,HEALTH CARE,"","",71.8188
Kodiak sciences inc,KOD,"",14681304.0,1244681000.0,6.0558,6.188,4,0.0,0.0,,28.3876149,Q4 2018,HEALTH CARE,"","",39.07
Acadia pharmaceuticals inc,ACAD,"",41910704.0,978196000.0,4.7592,3.057,5,0.0,0.0,,26.0710092,Q4 2010,HEALTH CARE,"","",15.46
Biomarin pharmaceutical inc,BMRN,"",7620494.0,673271000.0,3.2757,2.5865,6,0.0,0.0,,4.1507443,Q2 2012,HEALTH CARE,"","",84.29
Ascendis pharma a/s adr,ASND,"",4541604.0,610982000.0,2.9726,3.1789,7,0.0,0.0,,7.9848555,Q1 2015,HEALTH CARE,"","",73.25
Argenx se ads adr,ARGX,"",1119557.0,392058000.0,1.9075,1.4848,8,0.0,0.0,,2.1819470,Q2 2017,HEALTH CARE,"","",79.01
Mirati therapeutics inc,MRTX,"",1409784.0,206801000.0,1.0062,1.0952,9,0.0,0.0,,2.7207261,Q3 2013,HEALTH CARE,"","",22.85
Biocryst pharmaceutical inc.,BCRX,"",12710818.0,176045000.0,0.8565,0.8021,10,0.0,0.0,,7.1061794,Q4 2004,HEALTH CARE,"","",8.0
Kymera therapeutics  inc.,KYMR,"",2384742.0,151407000.0,0.7366,0.6152,11,0.0,0.0,,4.6407373,Q3 2020,HEALTH CARE,"","",37.03
Invitae corp,NVTA,"",9873488.0,150768000.0,0.7335,1.2327,12,0.0,0.0,,4.3616430,Q1 2015,HEALTH CARE,"","",25.48
Abcellera biologics inc.,ABCL,"",10450180.0,149438000.0,0.7271,0.9197,13,0.0,0.0,,3.7112482,Q4 2020,HEALTH CARE,"","",40.24
Madrigal pharmaceuticals inc,MDGL,"",1499213.0,127043000.0,0.6181,0.5253,14,0.0,0.0,,8.7688197,Q2 2016,HEALTH CARE,"","",164.39
Prelude therapeutics inc.,PRLD,"",10123824.0,126042000.0,0.6132,1.3893,15,0.0,0.0,,21.4418056,Q3 2020,HEALTH CARE,"","",30.14
Legend biotech corp ads,LEGN,"",2489003.0,116012000.0,0.5644,0.5249,16,125000.0,5.287641,addition,1.7199457,Q2 2020,HEALTH CARE,"","",44.0646
Pacific biosciences of california  inc.,PACB,"",5444963.0,111404000.0,0.542,0.6109,17,0.0,0.0,,2.4682699,Q3 2020,HEALTH CARE,"","",16.33
Global blood therapeutics inc,GBT,"",3314765.0,97023000.0,0.472,0.36,18,97324.0,3.024888,addition,5.1435352,Q1 2020,HEALTH CARE,"","",44.3537
Cerus corp.,CERS,"",13713195.0,93387000.0,0.4544,0.3667,19,0.0,0.0,,7.9604593,Q2 2012,HEALTH CARE,"","",4.35
